## 1.1.1
## assembly	: /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/polished/pseudococcus_viburni.redbean.cns3.srp1.fa
## coverage	 bam0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.to.cns3.srp1.sorted.bam
## taxonomy	 tax0 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.blast.out
## taxonomy	 tax1 - /data/ross/mealybugs/analyses/B_viburni_andres/1_pacbio_assembly/1_redbean/blobtools/p.viburni.decon.diamond.taxified.out
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
ctg388	284741	0.3362	0	20.1414	Arthropoda	1823.2	1
ctg389	242344	0.329	0	20.8698	Arthropoda	1097.0	0
ctg392	277741	0.3379	0	26.498	Arthropoda	2549.6	0
ctg393	241314	0.3368	0	20.7953	Arthropoda	431.0	0
ctg391	339220	0.3251	0	18.7486	Nematoda	627.9	0
ctg394	303817	0.3287	0	18.7685	Arthropoda	389.4	0
ctg395	249395	0.3306	0	30.8547	Arthropoda	261.2	0
ctg396	250155	0.3512	0	20.1918	Arthropoda	2298.3	0
ctg398	248618	0.3323	0	22.0361	Arthropoda	312.8	0
ctg399	244752	0.3333	0	19.9926	Arthropoda	2039.9	0
ctg397	319579	0.3276	0	20.0243	Arthropoda	2210.3	3
ctg400	281949	0.3394	0	20.9707	Arthropoda	224.0	0
ctg401	765003	0.3275	0	20.4443	Arthropoda	1703.2	0
ctg402	327864	0.3298	0	20.4411	Arthropoda	672.5	0
ctg403	239875	0.3272	0	19.933	Arthropoda	151.4	0
ctg404	500562	0.3331	0	20.8649	Arthropoda	701.0	0
ctg405	244182	0.3974	0	20.147	Arthropoda	674.6	0
ctg406	237013	0.345	0	19.5632	Arthropoda	1515.4	2
ctg408	278241	0.3258	0	19.7846	Arthropoda	2502.5	1
ctg409	240983	0.3357	0	19.8959	Arthropoda	370.9	0
ctg407	718552	0.3262	0	20.576	Arthropoda	1584.3999999999999	0
ctg410	239704	0.3895	0	17.9991	Arthropoda	7658.7	0
ctg356	424109	0.3266	0	19.9428	Arthropoda	2161.9	0
ctg411	501554	0.3342	0	23.2626	Arthropoda	1176.1	2
ctg412	235647	0.343	0	17.6671	Arthropoda	2186.6	0
ctg413	316534	0.3148	0	20.4663	Arthropoda	4289.8	0
ctg415	235005	0.3516	0	17.7993	Arthropoda	345.9	0
ctg414	229892	0.3257	0	19.6828	Arthropoda	387.9	0
ctg416	226037	0.3269	0	31.3371	Arthropoda	173.7	0
ctg417	400077	0.3401	0	22.686	Arthropoda	385.2	0
ctg418	494248	0.3409	0	16.6869	Arthropoda	850.1	0
ctg419	229336	0.3265	0	18.1819	Arthropoda	264.6	0
ctg420	668927	0.3542	0	19.8313	Arthropoda	942.2	0
ctg421	442539	0.3352	0	18.4138	Arthropoda	573.7	0
ctg424	241290	0.382	0	20.5793	Arthropoda	1662.6	0
ctg423	236555	0.3204	0	20.2684	Nematoda	311.2	0
ctg422	229648	0.3374	0	17.4699	Arthropoda	841.0	0
ctg425	847606	0.333	0	19.6624	Arthropoda	788.4999999999999	0
ctg426	232269	0.3331	0	18.547	Arthropoda	447.0	0
ctg427	225835	0.3366	0	19.1919	Arthropoda	323.2	0
ctg428	227057	0.3317	0	21.1162	Arthropoda	626.3	0
ctg429	240801	0.4062	0	16.5788	Arthropoda	451.79999999999995	0
ctg430	230802	0.3307	0	21.9134	Arthropoda	1000.6999999999999	0
ctg431	237935	0.389	0	18.824	Arthropoda	3071.4	0
ctg432	531035	0.3314	0	18.8749	Arthropoda	544.6	0
ctg433	432539	0.3305	0	21.3332	Arthropoda	691.0	0
ctg434	220337	0.3335	0	17.1933	Arthropoda	188.0	0
ctg435	881351	0.327	0	20.5065	Arthropoda	2922.0	1
ctg436	311299	0.3322	0	21.4865	Proteobacteria	770.8	0
ctg437	1190025	0.3441	0	20.9352	Nematoda	807.0	1
ctg438	204350	0.3279	0	18.0234	Arthropoda	4075.7	0
ctg439	327152	0.3629	0	19.4402	Arthropoda	548.9	0
ctg440	219304	0.412	0	14.965	Arthropoda	257.7	1
ctg441	297627	0.334	0	16.2861	Arthropoda	263.1	0
ctg443	216529	0.3404	0	17.283	Nematoda	511.5	0
ctg442	218402	0.3254	0	20.5678	Chordata	1339.0	2
ctg444	241008	0.41	0	22.7592	Arthropoda	173.3	0
ctg445	218405	0.3267	0	20.1158	Arthropoda	503.8	0
ctg446	215035	0.3517	0	19.6052	Arthropoda	1023.9	0
ctg448	389147	0.3249	0	20.805	Arthropoda	2671.0	1
ctg449	351862	0.3318	0	19.7946	Arthropoda	917.6	0
ctg452	216397	0.3311	0	20.5456	no-hit	0.0	0
ctg450	210817	0.3293	0	17.8449	Arthropoda	389.8	0
ctg451	209309	0.3391	0	20.4872	Arthropoda	508.1	0
ctg453	215676	0.341	0	20.2483	Arthropoda	970.7	0
ctg454	265886	0.3365	0	19.7887	Arthropoda	9025.4	0
ctg455	217774	0.3354	0	19.7211	Proteobacteria	465.6	1
ctg456	212549	0.3496	0	22.836	Arthropoda	850.5999999999999	0
ctg447	205095	0.3414	0	39.283	Arthropoda	260.8	0
ctg458	216254	0.3461	0	19.586	Arthropoda	318.0	0
ctg457	368822	0.3335	0	20.0435	Arthropoda	518.1	0
ctg459	206612	0.33	0	22.6646	Arthropoda	2657.6	0
ctg460	474492	0.3286	0	18.3658	Arthropoda	256.5	0
ctg461	207637	0.329	0	19.6386	Arthropoda	733.0000000000001	0
ctg463	203338	0.3239	0	33.3798	no-hit	0.0	0
ctg464	198874	0.3243	0	18.7842	Arthropoda	299.7	0
ctg465	204837	0.3344	0	19.008	Arthropoda	1001.9	0
ctg462	252227	0.3653	0	22.9203	Arthropoda	652.5	0
ctg467	205679	0.3278	0	19.5697	Arthropoda	707.3	0
ctg466	261548	0.3322	0	23.9643	Arthropoda	648.3	0
ctg468	518812	0.3253	0	21.1704	Arthropoda	4146.8	0
ctg470	198715	0.3324	0	19.1964	Arthropoda	897.2	2
ctg471	198280	0.337	0	20.3332	Arthropoda	556.9	0
ctg469	198137	0.3488	0	20.1155	Arthropoda	481.8	0
ctg472	195640	0.3273	0	58.8306	Nematoda	560.5	0
ctg473	589741	0.3253	0	20.364	Arthropoda	1368.2	0
ctg474	494648	0.3355	0	20.5293	Chordata	1301.0	1
ctg477	197913	0.3356	0	18.4434	Arthropoda	1110.1	0
ctg476	194505	0.3232	0	19.24	Mollusca	148.0	1
ctg478	196170	0.3305	0	19.6802	Arthropoda	146.4	0
ctg475	453336	0.3247	0	17.0612	Streptophyta	766.5	1
ctg480	193392	0.3221	0	21.1532	Arthropoda	263.1	0
ctg481	202927	0.4007	0	16.2376	Arthropoda	300.1	0
ctg479	192535	0.3385	0	21.6914	Arthropoda	1603.6	0
ctg482	198144	0.3332	0	17.1274	Arthropoda	325.1	0
ctg483	532955	0.3342	0	18.5971	Arthropoda	1961.8999999999999	0
ctg484	394727	0.3345	0	19.5778	Arthropoda	638.7	0
ctg487	257277	0.3345	0	22.3426	Arthropoda	986.1	0
ctg485	483021	0.3311	0	18.9402	Arthropoda	312.4	0
ctg488	179799	0.3275	0	26.9224	no-hit	0.0	0
ctg490	194218	0.3452	0	21.8421	Arthropoda	389.0	0
ctg486	191654	0.3291	0	23.0951	Arthropoda	495.1	0
ctg489	193354	0.3369	0	20.375	Arthropoda	172.9	0
ctg491	189072	0.3264	0	18.7145	Arthropoda	343.2	1
ctg492	254017	0.331	0	30.7334	Arthropoda	1080.6	0
ctg495	190012	0.3381	0	20.941	Arthropoda	2889.8	0
ctg493	239741	0.3289	0	22.6875	Arthropoda	577.0	0
ctg496	195518	0.3296	0	21.3941	Arthropoda	2097.0	1
ctg497	260073	0.3358	0	19.8517	Proteobacteria	592.4	1
ctg498	187232	0.3229	0	21.9896	Arthropoda	483.0	0
ctg499	304458	0.3325	0	17.9945	Arthropoda	273.1	0
ctg500	189316	0.342	0	17.405	Proteobacteria	211.1	0
ctg494	184777	0.331	0	36.1278	Arthropoda	520.8	0
ctg502	364521	0.3276	0	21.3986	Arthropoda	3126.8	0
ctg503	281159	0.3271	0	19.6027	Arthropoda	3176.5	1
ctg501	314466	0.3383	0	22.5668	Arthropoda	260.4	0
ctg504	735378	0.385	0	18.9157	Arthropoda	807.4000000000001	0
ctg506	182827	0.339	0	18.1307	Nematoda	541.2	0
ctg507	375445	0.3361	0	19.5147	Arthropoda	503.8	0
ctg505	162422	0.3513	0	96.049	Arthropoda	800.0999999999999	0
ctg508	431875	0.3213	0	19.8583	Arthropoda	2580.5	1
ctg510	217981	0.3278	0	18.7067	Arthropoda	981.4	0
ctg509	187345	0.339	0	20.1508	Arthropoda	901.3	0
ctg511	182183	0.3435	0	21.4438	Arthropoda	1338.2	0
ctg513	177649	0.3357	0	19.5106	Proteobacteria	639.7	0
ctg514	366072	0.348	0	20.1222	Arthropoda	1295.4	0
ctg516	197854	0.3343	0	18.6484	Arthropoda	583.5	0
ctg515	177973	0.3404	0	18.2556	Arthropoda	204.9	0
ctg518	176421	0.3293	0	26.1331	Arthropoda	287.7	0
ctg519	246748	0.3503	0	19.0313	Arthropoda	1057.8	0
ctg512	162731	0.3407	0	46.4784	Arthropoda	162.5	0
ctg517	168299	0.3176	0	24.3461	Arthropoda	446.8	0
ctg520	424028	0.3275	0	21.932	Arthropoda	1281.2	0
ctg521	177597	0.3451	0	19.4052	Arthropoda	1221.1999999999998	0
ctg522	175558	0.3801	0	21.4288	Arthropoda	206.1	0
ctg523	328680	0.3296	0	22.5314	Chordata	473.0	0
ctg524	333685	0.3341	0	23.3761	Arthropoda	768.5	0
ctg525	170538	0.3223	0	20.787	Arthropoda	3471.3999999999996	0
ctg526	460869	0.3227	0	21.3775	Arthropoda	1441.1	0
ctg528	173227	0.3391	0	16.9713	Arthropoda	162.5	0
ctg527	177206	0.3309	0	19.9677	Arthropoda	247.7	0
ctg529	179261	0.3283	0	20.4725	Arthropoda	662.5	0
ctg530	173043	0.3336	0	19.9919	Arthropoda	432.4	0
ctg532	230848	0.3325	0	20.3706	Arthropoda	537.0	0
ctg531	175774	0.3216	0	19.8684	Arthropoda	1780.3	1
ctg533	426566	0.3268	0	20.5526	Arthropoda	1158.0	0
ctg534	171024	0.3597	0	16.7669	Arthropoda	207.2	0
ctg535	401023	0.3303	0	18.7128	Arthropoda	1294.0	0
ctg538	217878	0.337	0	19.44	Arthropoda	615.6	0
ctg536	208557	0.338	0	19.2681	Arthropoda	608.6	0
ctg539	168012	0.3301	0	18.0853	Arthropoda	152.1	0
ctg541	494973	0.3293	0	19.7717	Arthropoda	1233.8	0
ctg542	169051	0.3778	0	17.0404	Arthropoda	318.9	0
ctg537	508765	0.3381	0	26.3069	Arthropoda	2608.2	0
ctg543	382576	0.3417	0	19.4088	Arthropoda	2902.7	0
ctg544	169708	0.3997	0	19.1447	Arthropoda	296.2	0
ctg545	215065	0.3341	0	20.7952	Arthropoda	1051.0	0
ctg540	175134	0.3336	0	25.4614	Chordata	353.6	0
ctg546	165547	0.3363	0	16.8449	Arthropoda	988.3	0
ctg547	154592	0.345	0	20.6337	no-hit	0.0	0
ctg548	164924	0.3303	0	19.5804	Arthropoda	426.2	0
ctg549	183356	0.339	0	21.9881	Arthropoda	238.8	0
ctg550	161310	0.3366	0	21.6092	Arthropoda	1179.8	0
ctg551	181556	0.3312	0	18.1489	Arthropoda	4292.8	1
ctg554	162745	0.3378	0	19.5192	Arthropoda	6942.7	0
ctg556	156898	0.3448	0	21.3365	Arthropoda	1688.4	0
ctg552	218944	0.3264	0	18.0236	Arthropoda	212.2	0
ctg553	321789	0.3247	0	23.6884	Arthropoda	1596.1	0
ctg557	272468	0.3438	0	21.3383	Arthropoda	449.1	0
ctg559	153369	0.3345	0	21.4844	Arthropoda	1264.6	0
ctg555	157622	0.3339	0	18.2342	no-hit	0.0	0
ctg558	290075	0.3242	0	17.6851	Arthropoda	522.7	0
ctg560	338525	0.3355	0	19.4865	Arthropoda	937.5	2
ctg561	312325	0.3319	0	19.0575	Arthropoda	1111.6999999999998	0
ctg562	636613	0.336	0	20.7346	Arthropoda	1912.8	0
ctg565	250479	0.3281	0	19.1154	Arthropoda	333.6	0
ctg564	154077	0.3283	0	21.4284	Arthropoda	3346.6	0
ctg566	151755	0.3313	0	18.9825	Arthropoda	293.9	0
ctg567	182733	0.3469	0	123.1287	no-hit	0.0	0
ctg569	148316	0.3364	0	21.0191	Arthropoda	1396.4	0
ctg568	143314	0.3319	0	22.028	Arthropoda	2801.2	2
ctg570	346479	0.3288	0	21.5827	Arthropoda	547.4	0
ctg572	252418	0.3395	0	26.0297	Arthropoda	2232.8	0
ctg571	151401	0.3222	0	19.1138	Proteobacteria	168.7	0
ctg574	146877	0.3416	0	20.3294	Arthropoda	704.6	0
ctg575	391732	0.38	0	18.5522	Arthropoda	3762.7	1
ctg576	299508	0.3662	0	22.9473	Cnidaria	1102.8000000000002	0
ctg573	446228	0.3295	0	22.4327	Arthropoda	1708.2	2
ctg577	148266	0.336	0	24.841	Arthropoda	4263.9	0
ctg578	807031	0.3373	0	17.4889	Arthropoda	773.6	0
ctg580	284815	0.3272	0	20.4364	Arthropoda	501.9	0
ctg579	140911	0.3338	0	19.4632	Arthropoda	318.0	1
ctg581	141183	0.3268	0	19.4723	Arthropoda	219.9	0
ctg582	148358	0.3334	0	22.2101	Arthropoda	2771.5	1
ctg585	143707	0.343	0	19.4049	Arthropoda	851.2	0
ctg583	144581	0.3557	0	20.2429	Arthropoda	303.1	0
ctg584	203127	0.337	0	20.5603	Arthropoda	420.6	0
ctg586	145616	0.3798	0	19.4215	Arthropoda	2671.9	0
ctg587	139436	0.3277	0	15.424	no-hit	0.0	0
ctg588	143354	0.3777	0	20.9667	Arthropoda	4252.3	0
ctg589	138598	0.3322	0	20.4524	Arthropoda	1402.0	3
ctg590	148633	0.329	0	27.8772	Arthropoda	1408.9	1
ctg591	131845	0.3297	0	18.8561	Arthropoda	244.6	0
ctg563	145794	0.3312	0	20.7511	Arthropoda	780.4	0
ctg592	135451	0.3369	0	13.1101	Arthropoda	413.4	0
ctg593	135809	0.335	0	20.3397	Arthropoda	573.7	0
ctg594	384574	0.335	0	18.9831	Arthropoda	578.9	0
ctg598	160111	0.3264	0	21.9764	Arthropoda	475.3	0
ctg595	158126	0.337	0	17.469	Arthropoda	1109.9	0
ctg597	153625	0.3336	0	24.317	Nematoda	186.4	0
ctg600	133888	0.342	0	25.3473	Arthropoda	249.2	0
ctg599	130664	0.3448	0	21.7949	Arthropoda	1786.0	1
ctg596	134378	0.3325	0	19.7732	Arthropoda	797.0	0
ctg601	132841	0.3305	0	18.5167	Arthropoda	179.5	0
ctg604	132094	0.32	0	19.7167	Arthropoda	3042.5	0
ctg603	136737	0.357	0	18.7106	Nematoda	424.9	0
ctg605	131986	0.3387	0	20.3807	no-hit	0.0	0
ctg607	132873	0.3318	0	19.5517	no-hit	0.0	0
ctg610	136577	0.3428	0	18.2509	Arthropoda	1006.5	0
ctg606	346053	0.3415	0	17.5611	Arthropoda	505.8	0
ctg608	129507	0.3242	0	25.443	Arthropoda	1610.8	0
ctg611	129296	0.3279	0	22.0764	Arthropoda	156.8	0
ctg609	126177	0.3344	0	20.0159	Arthropoda	146.7	0
ctg612	130568	0.3319	0	19.8464	Arthropoda	569.2	0
ctg602	119426	0.3365	0	20.8169	Arthropoda	522.6	0
ctg613	130475	0.3468	0	17.6427	Arthropoda	287.3	0
ctg615	129418	0.335	0	21.5474	Arthropoda	2836.7	0
ctg614	232304	0.3304	0	19.3935	Arthropoda	422.5	0
ctg617	128482	0.3231	0	18.633	Arthropoda	916.5	0
ctg616	176012	0.3381	0	20.4394	Arthropoda	433.1	0
ctg619	121089	0.3281	0	18.7929	Arthropoda	325.9	0
ctg618	365002	0.3416	0	17.6225	Arthropoda	4299.7	0
ctg621	123992	0.3225	0	18.9895	Arthropoda	270.0	0
ctg622	126204	0.3285	0	21.7313	Arthropoda	198.7	0
ctg623	128390	0.3649	0	17.6218	Arthropoda	315.5	0
ctg620	230441	0.3285	0	39.3861	Arthropoda	152.9	0
ctg624	123320	0.3318	0	19.0929	no-hit	0.0	0
ctg625	123337	0.3286	0	17.3306	Arthropoda	447.59999999999997	0
ctg626	121860	0.3315	0	17.2708	Arthropoda	631.3	0
ctg627	233044	0.3297	0	19.9246	Arthropoda	469.6	0
ctg629	285612	0.3341	0	17.6851	Arthropoda	1106.1	0
ctg631	116363	0.4023	0	17.9171	Arthropoda	141.4	0
ctg630	123821	0.3371	0	20.3967	Mollusca	2888.0	1
ctg628	125525	0.3223	0	17.762	Arthropoda	492.20000000000005	0
ctg632	115794	0.3366	0	19.3115	no-hit	0.0	0
ctg634	246953	0.3381	0	22.0249	Arthropoda	436.79999999999995	0
ctg637	112999	0.3365	0	20.7204	Brachiopoda	376.7	0
ctg636	114699	0.3216	0	18.005	Arthropoda	240.4	0
ctg633	204313	0.3276	0	19.9259	Arthropoda	3549.7	0
ctg635	210601	0.3361	0	18.0193	Arthropoda	281.2	0
ctg638	145744	0.3392	0	17.103	Arthropoda	490.7	0
ctg639	366598	0.3422	0	26.4083	Arthropoda	9722.0	1
ctg640	203341	0.3526	0	22.4146	Arthropoda	214.5	0
ctg642	112787	0.3353	0	21.0509	Arthropoda	2321.5	0
ctg641	204240	0.3275	0	18.1297	no-hit	0.0	0
ctg645	108584	0.3465	0	20.0487	Arthropoda	660.6	0
ctg644	252987	0.337	0	17.756	Arthropoda	580.5	0
ctg647	109730	0.337	0	18.1011	Arthropoda	157.1	0
ctg651	103685	0.3337	0	16.9363	Chordata	507.3	1
ctg643	143061	0.324	0	28.6871	Arthropoda	1932.0	1
ctg649	260911	0.3382	0	20.3173	Arthropoda	536.6	0
ctg650	104773	0.3367	0	18.4553	no-hit	0.0	0
ctg648	106912	0.3258	0	21.3465	no-hit	0.0	0
ctg652	128609	0.3332	0	18.4612	Arthropoda	1015.3	0
ctg653	109117	0.3352	0	20.9754	no-hit	0.0	0
ctg655	103412	0.3455	0	22.1326	Arthropoda	231.1	0
ctg654	173809	0.3229	0	21.7201	Arthropoda	3662.0	1
ctg656	212859	0.338	0	16.9012	Arthropoda	215.3	0
ctg659	103826	0.3391	0	19.8905	Mollusca	375.9	0
ctg658	102527	0.3352	0	19.8218	Arthropoda	499.6	0
ctg657	103344	0.3336	0	18.6469	Arthropoda	408.29999999999995	0
ctg661	101631	0.3333	0	18.8964	no-hit	0.0	0
ctg662	175829	0.3445	0	21.5454	Thermodesulfobacteria	179.1	0
ctg663	104069	0.3333	0	20.2865	Arthropoda	286.6	0
ctg646	195428	0.3323	0	20.4953	no-hit	0.0	0
ctg666	101819	0.3262	0	20.7348	Arthropoda	552.3	0
ctg660	103756	0.3431	0	19.0799	Arthropoda	2920.4	0
ctg669	130746	0.3423	0	20.6243	Arthropoda	417.5	0
ctg667	105849	0.3287	0	21.623	Arthropoda	265.4	0
ctg672	99785	0.3415	0	21.8165	Arthropoda	530.4	0
ctg664	97965	0.3312	0	18.9993	no-hit	0.0	0
ctg665	99709	0.3374	0	20.1182	no-hit	0.0	0
ctg670	228145	0.3389	0	23.6677	Arthropoda	533.3	0
ctg673	93691	0.3297	0	20.2872	Arthropoda	597.0	0
ctg675	163916	0.3436	0	22.0681	Arthropoda	801.6	0
ctg677	94867	0.3396	0	17.2626	Arthropoda	794.5999999999999	0
ctg674	98183	0.343	0	21.3017	Arthropoda	585.5	0
ctg671	93400	0.3254	0	21.1955	Arthropoda	179.9	0
ctg679	95913	0.3355	0	21.3258	Arthropoda	172.2	0
ctg678	105949	0.3199	0	20.0507	Arthropoda	381.0	0
ctg682	95147	0.328	0	20.668	Arthropoda	174.9	0
ctg685	94269	0.3209	0	19.4652	Arthropoda	1243.7	0
ctg681	94778	0.3422	0	168.9719	Arthropoda	458.8	0
ctg686	91658	0.3276	0	20.0197	Chordata	785.8	0
ctg684	121233	0.3541	0	20.4524	Arthropoda	2529.4	0
ctg668	87347	0.3948	0	20.7066	Arthropoda	3049.8	0
ctg680	186889	0.3761	0	16.0826	Nematoda	696.4	0
ctg683	93506	0.3517	0	15.7555	no-hit	0.0	0
ctg689	86929	0.3304	0	17.2502	no-hit	0.0	0
ctg692	89348	0.3451	0	20.4637	Arthropoda	3045.8	1
ctg687	165205	0.3448	0	17.1186	Arthropoda	2374.0	3
ctg694	90779	0.3178	0	20.0686	Arthropoda	137.1	0
ctg695	85596	0.3424	0	15.2137	Arthropoda	419.9	0
ctg676	99728	0.4109	0	15.1682	Arthropoda	1806.9	0
ctg691	89052	0.3509	0	20.9009	no-hit	0.0	0
ctg688	89543	0.3305	0	229.0904	Arthropoda	467.6	0
ctg696	86860	0.325	0	20.2926	Arthropoda	1695.1	0
ctg693	89943	0.3461	0	22.0832	Arthropoda	724.5	0
ctg697	91485	0.329	0	16.9662	Arthropoda	349.3	0
ctg698	117726	0.3309	0	15.6426	no-hit	0.0	0
ctg699	85195	0.322	0	20.4576	no-hit	0.0	0
ctg700	87287	0.3257	0	20.1934	Arthropoda	414.0	0
ctg701	84815	0.3284	0	18.8433	no-hit	0.0	0
ctg703	85333	0.3282	0	21.3494	no-hit	0.0	0
ctg702	86144	0.3334	0	20.614	Arthropoda	1270.4	1
ctg704	87489	0.3439	0	20.6729	Arthropoda	1412.7	0
ctg705	85849	0.3227	0	20.2252	Arthropoda	782.5	0
ctg709	83461	0.3158	0	21.0402	Arthropoda	310.8	0
ctg706	86866	0.3321	0	17.4141	Arthropoda	603.5	0
ctg710	93242	0.3239	0	19.468	Arthropoda	188.0	0
ctg690	143044	0.3281	0	31.4952	no-hit	0.0	0
ctg707	81280	0.3276	0	18.4491	Arthropoda	533.1	0
ctg714	80654	0.331	0	15.8197	no-hit	0.0	0
ctg708	79396	0.3321	0	109.2621	no-hit	0.0	0
ctg713	77906	0.3376	0	20.6832	Nematoda	223.8	0
ctg716	75259	0.3331	0	9.0886	Arthropoda	150.6	0
ctg715	78519	0.3548	0	29.9031	Arthropoda	254.2	0
ctg717	81670	0.3334	0	16.1061	Nematoda	610.9	0
ctg711	86139	0.3242	0	64.8996	Arthropoda	173.3	0
ctg718	83709	0.3302	0	19.4851	no-hit	0.0	0
ctg721	75017	0.32	0	20.8661	no-hit	0.0	0
ctg726	77572	0.333	0	20.0092	Arthropoda	143.3	0
ctg719	77870	0.3679	0	20.7773	no-hit	0.0	0
ctg712	125370	0.3651	0	19.2529	Arthropoda	3136.4	0
ctg724	78167	0.3454	0	19.5204	Arthropoda	383.3	0
ctg725	75377	0.3583	0	22.5987	Arthropoda	903.2	0
ctg727	75130	0.318	0	22.7606	no-hit	0.0	0
ctg720	78378	0.3396	0	18.6287	Arthropoda	604.4	0
ctg728	79523	0.327	0	16.6237	Arthropoda	213.8	0
ctg729	75060	0.3284	0	20.5912	Arthropoda	275.0	0
ctg723	80730	0.3321	0	21.9964	Arthropoda	223.4	0
ctg732	71631	0.3451	0	10.2835	no-hit	0.0	0
ctg722	108519	0.3216	0	85.1518	Arthropoda	170.6	0
ctg730	215329	0.3196	0	17.6542	Arthropoda	1951.5	0
ctg733	180981	0.3407	0	18.7153	Arthropoda	438.0	1
ctg736	153386	0.3595	0	22.6826	Arthropoda	919.3	0
ctg738	67118	0.319	0	22.2439	no-hit	0.0	0
ctg731	75326	0.3364	0	24.1857	Arthropoda	736.5	0
ctg735	73223	0.3358	0	19.7605	Arthropoda	178.3	0
ctg741	159324	0.3247	0	19.6081	Arthropoda	434.9	0
ctg737	73566	0.3314	0	18.3274	no-hit	0.0	0
ctg739	64438	0.3353	0	18.3719	no-hit	0.0	0
ctg744	69932	0.3308	0	17.5869	Arthropoda	285.4	0
ctg745	118007	0.328	0	17.3888	Mollusca	211.1	0
ctg743	71732	0.335	0	20.9964	Arthropoda	249.6	0
ctg750	66024	0.3269	0	12.4518	Arthropoda	292.4	0
ctg742	66192	0.3284	0	18.1831	Arthropoda	590.9	0
ctg747	118355	0.3182	0	18.4491	Arthropoda	854.3	0
ctg746	71414	0.3374	0	16.8535	Arthropoda	238.0	0
ctg751	66648	0.3291	0	33.7491	no-hit	0.0	0
ctg754	65393	0.3223	0	21.6237	no-hit	0.0	0
ctg752	69856	0.3227	0	17.7943	Arthropoda	508.0	0
ctg753	66941	0.329	0	15.1304	Chordata	1542.0	0
ctg755	67229	0.3261	0	22.8919	no-hit	0.0	0
ctg757	71586	0.4125	0	23.0605	Arthropoda	918.8000000000001	0
ctg758	67941	0.3354	0	20.3287	no-hit	0.0	0
ctg748	140629	0.3285	0	17.9121	Chordata	159.8	0
ctg761	67399	0.3706	0	19.9067	Arthropoda	169.5	0
ctg749	65341	0.3247	0	54.052	Arthropoda	2001.2	0
ctg756	65705	0.3282	0	20.8204	no-hit	0.0	0
ctg760	67526	0.3315	0	68.3737	no-hit	0.0	0
ctg764	92930	0.3359	0	19.0379	Arthropoda	999.5	0
ctg759	62173	0.3242	0	14.704	no-hit	0.0	0
ctg766	62558	0.3327	0	15.4546	no-hit	0.0	0
ctg767	70656	0.3604	0	20.2923	Arthropoda	384.0	0
ctg762	64578	0.3344	0	18.8413	Arthropoda	171.0	0
ctg769	65023	0.3293	0	19.825	no-hit	0.0	0
ctg765	64669	0.3422	0	21.7641	Arthropoda	1593.4	0
ctg768	61288	0.3295	0	27.3645	no-hit	0.0	0
ctg734	4038	0.4849	0	337.1531	no-hit	0.0	0
ctg774	63042	0.3449	0	22.4301	Arthropoda	134.4	0
ctg772	70334	0.3323	0	32.1674	Arthropoda	889.4	0
ctg775	53631	0.3187	0	21.8287	Arthropoda	365.5	0
ctg771	63708	0.3523	0	22.1956	Arthropoda	194.5	0
ctg777	62652	0.3327	0	20.6802	Arthropoda	138.7	0
ctg779	60090	0.356	0	12.5869	Arthropoda	615.9	0
ctg778	61011	0.3324	0	25.9796	Arthropoda	579.3	0
ctg773	63989	0.3402	0	24.3594	Arthropoda	306.6	0
ctg776	59648	0.3159	0	17.2009	no-hit	0.0	0
ctg780	58495	0.3274	0	18.8892	no-hit	0.0	0
ctg786	58318	0.334	0	18.2699	no-hit	0.0	0
ctg770	63480	0.3301	0	19.7888	Arthropoda	230.3	0
ctg784	60663	0.3481	0	20.9246	Arthropoda	236.5	0
ctg763	103967	0.3423	0	15.6252	Arthropoda	599.4	0
ctg790	57212	0.3441	0	20.2325	Arthropoda	238.8	0
ctg794	54435	0.3511	0	6.5244	Arthropoda	162.2	0
ctg781	60010	0.3519	0	18.1931	no-hit	0.0	0
ctg740	16746	0.3177	0	220.3307	no-hit	0.0	0
ctg789	54924	0.3299	0	16.6447	no-hit	0.0	0
ctg788	56696	0.3319	0	23.2007	Arthropoda	275.4	0
ctg782	61175	0.3326	0	28.7052	Arthropoda	319.7	0
ctg792	53833	0.3503	0	18.9368	Arthropoda	417.5	0
ctg791	56177	0.3084	0	20.6052	no-hit	0.0	0
ctg793	51607	0.3225	0	17.5871	Arthropoda	171.0	0
ctg796	54839	0.3412	0	18.4695	Arthropoda	10870.7	0
ctg785	56887	0.3784	0	18.6138	Arthropoda	146.0	0
ctg795	54109	0.3439	0	15.923	no-hit	0.0	0
ctg797	86139	0.3422	0	19.2408	Arthropoda	854.8	0
ctg801	51590	0.3438	0	20.9075	no-hit	0.0	0
ctg809	48065	0.3395	0	2.8735	no-hit	0.0	0
ctg804	87774	0.3315	0	15.8103	no-hit	0.0	0
ctg808	48163	0.3144	0	16.9329	Arthropoda	183.7	0
ctg787	52134	0.3158	0	145.0775	no-hit	0.0	0
