"","genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","gid","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"859","g13675.t1",1.30801412185436,4.70848924029674,8.75025633600829,5.42697183069998e-09,6.85774919869568e-08,10.1710680303516,"g13675","5a45995a6cfbd14e66a89fd11cdf5039",1681,"Pfam","PF08205","CD80-like C2-set immunoglobulin domain",997,1064,"1.8E-4",TRUE,"27-07-2020","IPR013162","CD80-like, immunoglobulin C2-set",""
"860","g13675.t1",1.30801412185436,4.70848924029674,8.75025633600829,5.42697183069998e-09,6.85774919869568e-08,10.1710680303516,"g13675","5a45995a6cfbd14e66a89fd11cdf5039",1681,"Pfam","PF07679","Immunoglobulin I-set domain",1172,1254,"2.1E-12",TRUE,"27-07-2020","IPR013098","Immunoglobulin I-set",""
"861","g13675.t1",1.30801412185436,4.70848924029674,8.75025633600829,5.42697183069998e-09,6.85774919869568e-08,10.1710680303516,"g13675","5a45995a6cfbd14e66a89fd11cdf5039",1681,"Pfam","PF13927","Immunoglobulin domain",1096,1153,"2.9E-8",TRUE,"27-07-2020","","",""
"862","g13675.t1",1.30801412185436,4.70848924029674,8.75025633600829,5.42697183069998e-09,6.85774919869568e-08,10.1710680303516,"g13675","5a45995a6cfbd14e66a89fd11cdf5039",1681,"Pfam","PF13927","Immunoglobulin domain",885,961,"1.0E-7",TRUE,"27-07-2020","","",""
"863","g13675.t1",1.30801412185436,4.70848924029674,8.75025633600829,5.42697183069998e-09,6.85774919869568e-08,10.1710680303516,"g13675","5a45995a6cfbd14e66a89fd11cdf5039",1681,"Pfam","PF08205","CD80-like C2-set immunoglobulin domain",800,865,"2.9E-5",TRUE,"27-07-2020","IPR013162","CD80-like, immunoglobulin C2-set",""
"864","g13675.t1",1.30801412185436,4.70848924029674,8.75025633600829,5.42697183069998e-09,6.85774919869568e-08,10.1710680303516,"g13675","5a45995a6cfbd14e66a89fd11cdf5039",1681,"Pfam","PF13927","Immunoglobulin domain",1263,1349,"3.3E-13",TRUE,"27-07-2020","","",""
"865","g13691.t1",9.17654850573789,-0.0883479944670016,8.93744925437732,3.64450171117298e-09,4.95142915407219e-08,10.8225016650543,"g13691",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","g13692.t1",7.33225715101954,0.402078321235609,8.43804671996247,1.0652031379809e-08,1.17967956334155e-07,9.99599071345958,"g13692","35e38be034ce7edb91797802047a7789",386,"SignalP_EUK","SignalP-noTM","",1,28,"-",TRUE,"27-07-2020","","",""
"867","g13696.t1",-0.989036150988786,6.72873365615694,-8.62915918701356,7.0386567838926e-09,8.37567646166435e-08,9.60614505330314,"g13696","e29b9eb4adcb736df37217769d45e469",198,"Pfam","PF00903","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily",44,185,"5.5E-17",TRUE,"27-07-2020","IPR004360","Glyoxalase/fosfomycin resistance/dioxygenase domain",""
"868","g13703.t1",-0.510659136026666,4.78702864993197,-8.14426997249837,2.03305879388657e-08,2.03010376656988e-07,8.77121569140265,"g13703","574af1ff129b5d21f0dbbc4500da7bb2",680,"Pfam","PF13639","Ring finger domain",619,662,"5.8E-11",TRUE,"27-07-2020","IPR001841","Zinc finger, RING-type",""
"869","g13708.t1",0.43172371892611,6.3241168641626,8.54579204316349,8.4280232063859e-09,9.6769670352988e-08,9.45931778424668,"g13708","183623eb51f855938e6659de0d68a6ab",677,"Pfam","PF00400","WD domain, G-beta repeat",43,76,"1.3E-6",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"870","g13708.t1",0.43172371892611,6.3241168641626,8.54579204316349,8.4280232063859e-09,9.6769670352988e-08,9.45931778424668,"g13708","183623eb51f855938e6659de0d68a6ab",677,"Pfam","PF00400","WD domain, G-beta repeat",316,349,"0.0012",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"871","g13715.t1",0.495491902543751,7.24515854289147,7.26988258024505,1.48961369532366e-07,1.05719484368529e-06,6.45992165271076,"g13715","1d3e6fce3207aa3bc26870cff074db4b",1588,"Pfam","PF02928","C5HC2 zinc finger",719,770,"2.6E-15",TRUE,"27-07-2020","IPR004198","Zinc finger, C5HC2-type",""
"872","g13715.t1",0.495491902543751,7.24515854289147,7.26988258024505,1.48961369532366e-07,1.05719484368529e-06,6.45992165271076,"g13715","1d3e6fce3207aa3bc26870cff074db4b",1588,"Pfam","PF02375","jmjN domain",55,88,"2.5E-14",TRUE,"27-07-2020","IPR003349","JmjN domain",""
"873","g13715.t1",0.495491902543751,7.24515854289147,7.26988258024505,1.48961369532366e-07,1.05719484368529e-06,6.45992165271076,"g13715","1d3e6fce3207aa3bc26870cff074db4b",1588,"Pfam","PF02373","JmjC domain, hydroxylase",513,629,"2.8E-44",TRUE,"27-07-2020","IPR003347","JmjC domain",""
"874","g13715.t1",0.495491902543751,7.24515854289147,7.26988258024505,1.48961369532366e-07,1.05719484368529e-06,6.45992165271076,"g13715","1d3e6fce3207aa3bc26870cff074db4b",1588,"Pfam","PF01388","ARID/BRIGHT DNA binding domain",123,205,"9.7E-17",TRUE,"27-07-2020","IPR001606","ARID DNA-binding domain","GO:0003677"
"875","g13715.t1",0.495491902543751,7.24515854289147,7.26988258024505,1.48961369532366e-07,1.05719484368529e-06,6.45992165271076,"g13715","1d3e6fce3207aa3bc26870cff074db4b",1588,"Pfam","PF08429","PLU-1-like protein",784,1120,"2.2E-37",TRUE,"27-07-2020","IPR013637","Lysine-specific demethylase-like domain",""
"876","g13715.t1",0.495491902543751,7.24515854289147,7.26988258024505,1.48961369532366e-07,1.05719484368529e-06,6.45992165271076,"g13715","1d3e6fce3207aa3bc26870cff074db4b",1588,"Pfam","PF00628","PHD-finger",335,380,"5.8E-11",TRUE,"27-07-2020","IPR019787","Zinc finger, PHD-finger",""
"877","g13720.t1",2.57282262324147,5.23100872987973,9.89265780770123,5.12823493162266e-10,1.0437203704131e-08,12.5875139952063,"g13720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","g13722.t1",1.63273281643443,5.83308613469269,9.70396416489981,7.48519752321646e-10,1.41922650371197e-08,12.0316259049875,"g13722","943933864296d53630e5356e1cdba67b",605,"Pfam","PF09759","Spinocerebellar ataxia type 10 protein domain",324,412,"1.1E-21",TRUE,"27-07-2020","IPR019156","Ataxin-10 domain",""
"879","g13725.t1",1.02154073508855,5.70167551952558,13.9612711138603,3.92340088433417e-13,3.35524034133308e-11,19.761023171775,"g13725","4f32272ccdd0f9993c2edf9912f34b52",702,"Pfam","PF09736","Pre-mRNA-splicing factor of RES complex",561,683,"4.6E-34",TRUE,"27-07-2020","IPR018609","Bud13",""
"880","g13727.t1",1.87677811422412,-0.0277556522878036,6.67388621909222,6.12585671858242e-07,3.43735112904938e-06,6.17357577687189,"g13727","34904b693662c2f9ddfa98c345760b36",382,"SignalP_EUK","SignalP-noTM","",1,18,"-",TRUE,"27-07-2020","","",""
"881","g13727.t1",1.87677811422412,-0.0277556522878036,6.67388621909222,6.12585671858242e-07,3.43735112904938e-06,6.17357577687189,"g13727","34904b693662c2f9ddfa98c345760b36",382,"Pfam","PF00110","wnt family",71,382,"4.4E-106",TRUE,"27-07-2020","IPR005817","Wnt","GO:0005102|GO:0005576|GO:0007275|GO:0016055"
"882","g1373.t1",8.24234834714054,4.1567785162339,14.8789770877456,9.71450325525575e-14,1.1506661614415e-11,21.3401310051736,"g1373","17d282c7cbce28506803242b5c4a1560",836,"Pfam","PF13181","Tetratricopeptide repeat",69,100,"0.044",TRUE,"27-07-2020","IPR019734","Tetratricopeptide repeat","GO:0005515"
"883","g1373.t1",8.24234834714054,4.1567785162339,14.8789770877456,9.71450325525575e-14,1.1506661614415e-11,21.3401310051736,"g1373","17d282c7cbce28506803242b5c4a1560",836,"Pfam","PF13181","Tetratricopeptide repeat",138,165,"3.7E-4",TRUE,"27-07-2020","IPR019734","Tetratricopeptide repeat","GO:0005515"
"884","g1373.t1",8.24234834714054,4.1567785162339,14.8789770877456,9.71450325525575e-14,1.1506661614415e-11,21.3401310051736,"g1373","17d282c7cbce28506803242b5c4a1560",836,"Pfam","PF13181","Tetratricopeptide repeat",271,304,"0.018",TRUE,"27-07-2020","IPR019734","Tetratricopeptide repeat","GO:0005515"
"885","g13732.t1",0.618086812435268,5.41212833850829,8.00450187001458,2.77623525609125e-08,2.6367838077438e-07,8.3487617224183,"g13732","559957d295b13a0459dcd4e691acd44f",814,"Pfam","PF00651","BTB/POZ domain",22,111,"3.3E-14",TRUE,"27-07-2020","IPR000210","BTB/POZ domain","GO:0005515"
"886","g13733.t1",9.49875642691421,2.67847542179292,7.01374082072404,2.72039665759026e-07,1.74284659971822e-06,6.96613443594506,"g13733","5e4d61342c3d0a871025dd0dddc9862a",309,"Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",195,261,"2.1E-4",TRUE,"27-07-2020","IPR000504","RNA recognition motif domain","GO:0003676"
"887","g13736.t1",1.52649910877004,9.16566266387487,14.1074456098194,3.12619042337112e-13,2.76850886856774e-11,19.8166622316614,"g13736","093e1f0db3ccb1ee3e04e19b7720fddb",549,"Pfam","PF00118","TCP-1/cpn60 chaperonin family",35,526,"8.9E-167",TRUE,"27-07-2020","IPR002423","Chaperonin Cpn60/TCP-1 family","GO:0005524"
"888","g13740.t1",2.56503157622125,1.45894875874414,7.23281658477826,1.62442081597037e-07,1.13720492585426e-06,7.39355995341009,"g13740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","g13746.t1",1.00904887801914,5.40767782692714,10.3309123890973,2.16728575170227e-10,5.36872107482977e-09,13.3325382626836,"g13746","b5504a9e1991f19a143bd0e0825fd6f8",1335,"Pfam","PF03735","ENT domain",9,77,"5.3E-19",TRUE,"27-07-2020","IPR005491","ENT domain",""
"890","g13754.t1",13.4731233768668,1.41554647348192,15.4235564145779,4.38320784743546e-14,6.42007668462676e-12,20.104044253532,"g13754",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","g13757.t1",-1.67116531397669,6.5245085525736,-11.8401535546462,1.32699449294461e-11,5.59291543958861e-10,16.0705834329968,"g13757","70a01e11e7b7f384636fa63a5ff9a188",152,"Pfam","PF11901","Protein of unknown function (DUF3421)",32,142,"1.8E-43",TRUE,"27-07-2020","IPR024518","Domain of unknown function DUF3421",""
"892","g13757.t1",-1.67116531397669,6.5245085525736,-11.8401535546462,1.32699449294461e-11,5.59291543958861e-10,16.0705834329968,"g13757","70a01e11e7b7f384636fa63a5ff9a188",152,"Pfam","PF11901","Protein of unknown function (DUF3421)",10,42,"4.1E-6",TRUE,"27-07-2020","IPR024518","Domain of unknown function DUF3421",""
"893","g13801.t1",1.2574902801276,5.20081233872485,7.69774268234688,5.55103771945198e-08,4.65730121218454e-07,7.70338898096313,"g13801","3119128614595b7ecbbdb0e01a1b9519",358,"Pfam","PF02351","GDNF/GAS1 domain",213,286,"2.9E-4",TRUE,"27-07-2020","IPR016017","GDNF/GAS1",""
"894","g13803.t1",4.47475251961704,6.862344182745,27.2636063092836,8.69664289340189e-20,5.84326154975304e-16,35.3824605250362,"g13803","a4d16423c96fb40bae206f3b2be8dd1a",726,"SignalP_EUK","SignalP-noTM","",1,22,"-",TRUE,"27-07-2020","","",""
"895","g13803.t1",4.47475251961704,6.862344182745,27.2636063092836,8.69664289340189e-20,5.84326154975304e-16,35.3824605250362,"g13803","a4d16423c96fb40bae206f3b2be8dd1a",726,"Pfam","PF01436","NHL repeat",196,224,"9.5E-6",TRUE,"27-07-2020","IPR001258","NHL repeat","GO:0005515"
"896","g13817.t1",1.19254302406687,2.5124164536557,9.34099737734263,1.5690130330957e-09,2.51456909891932e-08,11.8675304230145,"g13817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","g13818.t1",-3.04049705291342,1.36262458224768,-7.81856927198893,4.21892324656608e-08,3.71272451373727e-07,8.70119802400203,"g13818","a57a5a329464d82033358c9d17c8ecb2",395,"Pfam","PF06990","Galactose-3-O-sulfotransferase",5,342,"1.3E-47",TRUE,"27-07-2020","IPR009729","Galactose-3-O-sulfotransferase","GO:0001733|GO:0005794|GO:0009247|GO:0016021"
"898","g13818.t1",-3.04049705291342,1.36262458224768,-7.81856927198893,4.21892324656608e-08,3.71272451373727e-07,8.70119802400203,"g13818","a57a5a329464d82033358c9d17c8ecb2",395,"SignalP_EUK","SignalP-TM","",1,30,"-",TRUE,"27-07-2020","","",""
"899","g13819.t1",-4.19706908263747,-1.0064743989814,-7.81779270095054,4.22634440860107e-08,3.71766787286676e-07,8.745797098513,"g13819","4059fcad2eba724344ac5db49d567305",292,"Pfam","PF06990","Galactose-3-O-sulfotransferase",19,248,"4.7E-38",TRUE,"27-07-2020","IPR009729","Galactose-3-O-sulfotransferase","GO:0001733|GO:0005794|GO:0009247|GO:0016021"
"900","g13821.t1",1.24523139890665,6.59438903995526,13.1101575455689,1.52973483804966e-12,9.94568927829764e-11,18.2944534939942,"g13821","037f6eb43a2fa573cb34a459e59e7c3a",668,"Pfam","PF00225","Kinesin motor domain",181,506,"5.6E-96",TRUE,"27-07-2020","IPR001752","Kinesin motor domain","GO:0003777|GO:0005524|GO:0007018|GO:0008017"
"901","g13864.t1",3.38848233721008,-4.87546244455313,7.07533229070872,2.35184125816462e-07,1.53975375891908e-06,6.82176749157612,"g13864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","g13878.t1",-2.41169328699123,1.2841368806657,-9.36606879785029,1.49001097539292e-09,2.42185537877351e-08,12.0077414814844,"g13878","dfa2e5141c9909fd60eb143694c42118",466,"Pfam","PF07690","Major Facilitator Superfamily",38,353,"4.8E-33",TRUE,"27-07-2020","IPR011701","Major facilitator superfamily","GO:0016021|GO:0055085"
"903","g13881.t1",-2.70424968329316,1.8761767959684,-9.05122477895923,2.86756786290687e-09,4.04810156613639e-08,11.3077477698336,"g13881","68458c6f181abad2a0203f9543bbe72a",444,"Pfam","PF07690","Major Facilitator Superfamily",34,293,"5.3E-35",TRUE,"27-07-2020","IPR011701","Major facilitator superfamily","GO:0016021|GO:0055085"
"904","g13883.t1",-0.983420258996984,2.28202234497832,-7.22484934774318,1.6549920892545e-07,1.15351325531063e-06,7.18427931186004,"g13883","e7da8b902dfd101f02f0109bd381f2a4",479,"Pfam","PF07690","Major Facilitator Superfamily",22,363,"3.9E-38",TRUE,"27-07-2020","IPR011701","Major facilitator superfamily","GO:0016021|GO:0055085"
"905","g13887.t1",-1.10096866470047,6.33372821525592,-8.44382896912013,1.05185834027061e-08,1.16740982191585e-07,9.23896517521894,"g13887","92f403cb8dc002b86cc68869932038ad",488,"Pfam","PF07690","Major Facilitator Superfamily",32,413,"2.3E-59",TRUE,"27-07-2020","IPR011701","Major facilitator superfamily","GO:0016021|GO:0055085"
"906","g13888.t1",-1.02111037836166,4.43452569857893,-6.98979907877286,2.87915154206254e-07,1.82751195817398e-06,6.15540429312093,"g13888","f99e8378918a7f00d494d4cb7c8c18d3",495,"Pfam","PF00067","Cytochrome P450",25,474,"3.9E-72",TRUE,"27-07-2020","IPR001128","Cytochrome P450","GO:0005506|GO:0016705|GO:0020037|GO:0055114"
"907","g13897.t1",-3.45212941780495,2.46311767624166,-7.91180173780543,3.41837383622552e-08,3.11461913194553e-07,8.73162339168721,"g13897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","g13898.t1",7.84466456378886,2.04244446116199,7.88109855642117,3.6631782498411e-08,3.29398358329953e-07,8.90151281252325,"g13898","37011e54f7faf33530467178ca07dd1e",812,"Pfam","PF00089","Trypsin",570,806,"5.6E-43",TRUE,"27-07-2020","IPR001254","Serine proteases, trypsin domain","GO:0004252|GO:0006508"
"909","g13898.t1",7.84466456378886,2.04244446116199,7.88109855642117,3.6631782498411e-08,3.29398358329953e-07,8.90151281252325,"g13898","37011e54f7faf33530467178ca07dd1e",812,"Pfam","PF00089","Trypsin",312,507,"2.0E-34",TRUE,"27-07-2020","IPR001254","Serine proteases, trypsin domain","GO:0004252|GO:0006508"
"910","g13898.t1",7.84466456378886,2.04244446116199,7.88109855642117,3.6631782498411e-08,3.29398358329953e-07,8.90151281252325,"g13898","37011e54f7faf33530467178ca07dd1e",812,"Pfam","PF00089","Trypsin",179,235,"4.5E-9",TRUE,"27-07-2020","IPR001254","Serine proteases, trypsin domain","GO:0004252|GO:0006508"
"911","g13899.t1",7.37264071337787,0.145472432422528,8.33839760445613,1.32462497430146e-08,1.41820886858977e-07,9.75097061903166,"g13899","52f7c3ab55a5b7eeba5a1273ca27beef",246,"Pfam","PF00089","Trypsin",75,163,"9.8E-12",TRUE,"27-07-2020","IPR001254","Serine proteases, trypsin domain","GO:0004252|GO:0006508"
"912","g13900.t1",7.77073093836156,1.15384198287245,8.16967424370753,1.92166605090258e-08,1.93954639123909e-07,9.48654005357795,"g13900","c769487162d63f46f2b6be048eb5c6d8",181,"Pfam","PF00089","Trypsin",75,167,"4.5E-12",TRUE,"27-07-2020","IPR001254","Serine proteases, trypsin domain","GO:0004252|GO:0006508"
"913","g13904.t1",-2.27768138539268,3.21165631519331,-8.11586931530357,2.16547194358398e-08,2.14157278105882e-07,9.11443069321663,"g13904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","g13908.t1",-1.84466643875943,4.24077136243806,-8.00927077532016,2.7467617775954e-08,2.61328578816625e-07,8.63155337996013,"g13908","48b6eab4b481b1876730074a8cb0fa8a",1586,"SignalP_EUK","SignalP-noTM","",1,23,"-",TRUE,"27-07-2020","","",""
"915","g13909.t1",-2.68873699186051,6.45809843331936,-8.5930976643328,7.60821296662009e-09,8.89422967907204e-08,9.59922988903891,"g13909","ad508e18a8e1f2eaeee939b6b09ed3bc",419,"SignalP_EUK","SignalP-noTM","",1,24,"-",TRUE,"27-07-2020","","",""
"916","g13910.t1",-3.34739610298557,6.1054814041064,-7.06597964282304,2.40433632797736e-07,1.56913779986109e-06,6.16377395001952,"g13910","20f8800bb4f8434d863ec5bf5c55864e",460,"SignalP_EUK","SignalP-noTM","",1,20,"-",TRUE,"27-07-2020","","",""
"917","g1392.t1",2.04910407309334,1.65593410758882,8.79166871234308,4.96741400083338e-09,6.37871667022903e-08,10.8151266316012,"g1392","ab1dc43202483938d63bbfff9cd83883",788,"Pfam","PF02376","CUT domain",548,622,"2.2E-31",TRUE,"27-07-2020","IPR003350","CUT domain","GO:0003677"
"918","g1392.t1",2.04910407309334,1.65593410758882,8.79166871234308,4.96741400083338e-09,6.37871667022903e-08,10.8151266316012,"g1392","ab1dc43202483938d63bbfff9cd83883",788,"Pfam","PF00046","Homeodomain",695,748,"1.6E-10",TRUE,"27-07-2020","IPR001356","Homeobox domain","GO:0003677"
"919","g13922.t1",-1.83889037186175,2.42254221449879,-6.90924739800293,3.48632303704759e-07,2.14358943298183e-06,6.44905930472957,"g13922","a478f1b933db0792f16acb886d21d618",426,"SignalP_EUK","SignalP-noTM","",1,22,"-",TRUE,"27-07-2020","","",""
"920","g13928.t3",-2.14157501558538,3.15287879358495,-9.24642214025285,1.90801246773394e-09,2.92155549479914e-08,11.5472205905539,"g13928","ed97abd7e05273f1caead91762c2ffa6",107,"Pfam","PF03451","HELP motif",16,89,"1.4E-33",TRUE,"27-07-2020","IPR005108","HELP",""
"921","g1393.t1",2.34809066451015,0.140815979163507,7.12079083535599,2.11289444373255e-07,1.41156416484045e-06,7.20764333460537,"g1393","e8457ffac9083e9a1a95478c61df6e27",684,"Pfam","PF08011","PD-(D/E)XK nuclease superfamily",591,673,"1.0E-6",TRUE,"27-07-2020","IPR012547","PD-(D/E)XK nuclease superfamily 9",""
"922","g1393.t1",2.34809066451015,0.140815979163507,7.12079083535599,2.11289444373255e-07,1.41156416484045e-06,7.20764333460537,"g1393","e8457ffac9083e9a1a95478c61df6e27",684,"Pfam","PF09820","Predicted AAA-ATPase",167,350,"5.5E-8",TRUE,"27-07-2020","IPR018631","AAA-ATPase-like domain",""
"923","g13933.t1",-3.12671874019827,3.82397765726941,-7.21475674383658,1.69456587644312e-07,1.17553021586983e-06,6.89993166418787,"g13933","587cd2d90c2b381d21bf9929b17b5329",477,"Pfam","PF00067","Cytochrome P450",47,463,"8.6E-79",TRUE,"27-07-2020","IPR001128","Cytochrome P450","GO:0005506|GO:0016705|GO:0020037|GO:0055114"
"924","g13934.t1",4.09811462924167,8.45872667339408,26.9591957919469,1.13406337695353e-19,5.84326154975304e-16,35.0563888431344,"g13934","4104f6a924643e4a9b807715396de76b",1350,"Pfam","PF02181","Formin Homology 2 Domain",909,1297,"5.5E-81",TRUE,"27-07-2020","IPR015425","Formin, FH2 domain",""
"925","g13940.t1",0.636528034682249,3.27652313888998,7.22400997155496,1.6582469794837e-07,1.15500068425681e-06,7.00936684576037,"g13940","a6c224c87395f94aaab32082e389cf24",120,"Pfam","PF00595","PDZ domain",35,112,"3.9E-16",TRUE,"27-07-2020","IPR001478","PDZ domain","GO:0005515"
"926","g13943.t1",1.12600768399725,4.87349570234845,10.2954301097309,2.32177876734771e-10,5.66754020961409e-09,13.3596975179528,"g13943","2ffa8035b20b2bca5767cfea1f5fd5e4",941,"Pfam","PF01663","Type I phosphodiesterase / nucleotide pyrophosphatase",190,279,"3.0E-11",TRUE,"27-07-2020","IPR002591","Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase","GO:0003824"
"927","g1395.t1",-0.60060620741397,7.03672005758597,-7.17918985899995,1.84191392408216e-07,1.25576731641857e-06,6.24750887743197,"g1395","1a7bb6fb5a1f94869c4d320e9804be0e",1160,"Pfam","PF13246","Cation transport ATPase (P-type)",492,581,"6.3E-12",TRUE,"27-07-2020","","",""
"928","g1395.t1",-0.60060620741397,7.03672005758597,-7.17918985899995,1.84191392408216e-07,1.25576731641857e-06,6.24750887743197,"g1395","1a7bb6fb5a1f94869c4d320e9804be0e",1160,"Pfam","PF16212","Phospholipid-translocating P-type ATPase C-terminal",828,1076,"2.9E-75",TRUE,"27-07-2020","IPR032630","P-type ATPase, C-terminal",""
"929","g1395.t1",-0.60060620741397,7.03672005758597,-7.17918985899995,1.84191392408216e-07,1.25576731641857e-06,6.24750887743197,"g1395","1a7bb6fb5a1f94869c4d320e9804be0e",1160,"Pfam","PF16209","Phospholipid-translocating ATPase N-terminal",41,102,"3.5E-25",TRUE,"27-07-2020","IPR032631","P-type ATPase, N-terminal",""
"930","g13969.t1",-3.1709185597807,0.1382942837126,-9.40462131717476,1.37643676809289e-09,2.28224954065924e-08,12.0961799805548,"g13969","2cd869b8063c215c9c22e3c1e1d06537",390,"Pfam","PF09820","Predicted AAA-ATPase",4,83,"2.0E-18",TRUE,"27-07-2020","IPR018631","AAA-ATPase-like domain",""
"931","g13974.t1",10.0014126716646,0.901023926567587,7.90215759361671,3.49340599484974e-08,3.17316428179167e-07,8.8367127789974,"g13974","9a2ad09927febd45e3fe6829814f3fbd",233,"Pfam","PF12937","F-box-like",27,71,"4.2E-13",TRUE,"27-07-2020","IPR001810","F-box domain","GO:0005515"
"932","g1398.t1",0.727101429934471,6.22256328399624,7.2250224459339,1.65432167152471e-07,1.15343605041016e-06,6.42992482797784,"g1398","7f90bd7dd8e3e78319395ac20271be00",1752,"Pfam","PF10487","Nucleoporin subcomplex protein binding to Pom34",76,923,"5.1E-28",TRUE,"27-07-2020","IPR018864","Nucleoporin Nup188","GO:0017056"
"933","g13983.t1",0.766806754923277,6.14061952827597,7.54021314890223,7.96165714706612e-08,6.28455587135322e-07,7.19048191547097,"g13983","0e588ce89cb9669e8f01283a5d082090",1997,"Pfam","PF11365","Protein SOGA",497,595,"3.1E-11",TRUE,"27-07-2020","IPR027881","Protein SOGA","GO:0005615|GO:0010506"
"934","g13998.t1",4.72457781987686,-2.93906527568314,9.89906250814234,5.06322634872608e-10,1.0362770113927e-08,12.4681787761898,"g13998","4c0fc450df217c59dcb5564fed4b868d",208,"SignalP_EUK","SignalP-noTM","",1,23,"-",TRUE,"27-07-2020","","",""
"935","g13998.t1",4.72457781987686,-2.93906527568314,9.89906250814234,5.06322634872608e-10,1.0362770113927e-08,12.4681787761898,"g13998","4c0fc450df217c59dcb5564fed4b868d",208,"Pfam","PF15868","Transcription activator MBF2",141,204,"8.5E-6",TRUE,"27-07-2020","IPR031734","Transcription activator MBF2",""
"936","g14000.t1",4.87025794976293,-3.3092004750544,9.83628728002538,5.73890131189461e-10,1.14389512609427e-08,12.0789598530667,"g14000","792531fe1916736fb83295965b4171da",171,"SignalP_EUK","SignalP-noTM","",1,24,"-",TRUE,"27-07-2020","","",""
"937","g1402.t1",-0.552511290359382,6.13150489777088,-7.30585844648006,1.36971050493737e-07,9.83614407901019e-07,6.61403586617755,"g1402","a19aed5cd1f5c11630fa91fe080f9dc8",641,"Pfam","PF00916","Sulfate permease family",92,472,"6.0E-108",TRUE,"27-07-2020","IPR011547","SLC26A/SulP transporter domain","GO:0008272|GO:0015116|GO:0016021"
"938","g1402.t1",-0.552511290359382,6.13150489777088,-7.30585844648006,1.36971050493737e-07,9.83614407901019e-07,6.61403586617755,"g1402","a19aed5cd1f5c11630fa91fe080f9dc8",641,"Pfam","PF01740","STAS domain",523,634,"5.1E-22",TRUE,"27-07-2020","IPR002645","STAS domain",""
"939","g14026.t1",0.995392386549213,6.89719755563175,9.24458543407589,1.91529662818644e-09,2.92835782692303e-08,10.9417856366777,"g14026","61ce784e1323aed0fe8f0a2c8d9653fa",3086,"Pfam","PF00046","Homeodomain",2077,2133,"2.7E-12",TRUE,"27-07-2020","IPR001356","Homeobox domain","GO:0003677"
"940","g14026.t1",0.995392386549213,6.89719755563175,9.24458543407589,1.91529662818644e-09,2.92835782692303e-08,10.9417856366777,"g14026","61ce784e1323aed0fe8f0a2c8d9653fa",3086,"Pfam","PF00046","Homeodomain",2432,2488,"6.2E-17",TRUE,"27-07-2020","IPR001356","Homeobox domain","GO:0003677"
"941","g14026.t1",0.995392386549213,6.89719755563175,9.24458543407589,1.91529662818644e-09,2.92835782692303e-08,10.9417856366777,"g14026","61ce784e1323aed0fe8f0a2c8d9653fa",3086,"Pfam","PF00096","Zinc finger, C2H2 type",683,707,"0.0073",TRUE,"27-07-2020","IPR013087","Zinc finger C2H2-type","GO:0003676"
"942","g14026.t1",0.995392386549213,6.89719755563175,9.24458543407589,1.91529662818644e-09,2.92835782692303e-08,10.9417856366777,"g14026","61ce784e1323aed0fe8f0a2c8d9653fa",3086,"Pfam","PF00046","Homeodomain",2775,2831,"6.4E-16",TRUE,"27-07-2020","IPR001356","Homeobox domain","GO:0003677"
"943","g14032.t1",-0.852445906282115,3.39824235427804,-8.83722700942843,4.50784988445154e-09,5.89510064203973e-08,10.6416536844635,"g14032","54d8ff497baff7ccc548bc50a85d5771",276,"Pfam","PF00651","BTB/POZ domain",12,112,"1.5E-22",TRUE,"27-07-2020","IPR000210","BTB/POZ domain","GO:0005515"
"944","g14057.t1",0.874716316306203,4.67816758332473,11.5655053062785,2.16438184887661e-11,8.19998343848288e-10,15.8302488913618,"g14057","78c099286fdb79cd7f1bcebb732664de",529,"Pfam","PF12540","Protein of unknown function (DUF3736)",103,209,"1.7E-34",TRUE,"27-07-2020","IPR022207","Genetic suppressor element-like",""
"945","g14067.t1",2.41998756011416,4.36211884542566,8.93145014602402,3.69104055177002e-09,4.9975416044387e-08,10.7371285087884,"g14067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
