"","genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","tid","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1044","g12129",1.37253111107439,3.2193301255118,5.53978606495405,9.87804637266134e-06,3.43365245920401e-05,2.98203197001204,"g12129.t1","d253de63cfa89fd349e8847f0e02e4dd",1217,"Pfam","PF00001","7 transmembrane receptor (rhodopsin family)",568,815,"2.6E-27",TRUE,"27-07-2020","IPR000276","G protein-coupled receptor, rhodopsin-like","GO:0004930|GO:0007186|GO:0016021"
"1045","g12129",1.37253111107439,3.2193301255118,5.53978606495405,9.87804637266134e-06,3.43365245920401e-05,2.98203197001204,"g12129.t1","d253de63cfa89fd349e8847f0e02e4dd",1217,"Pfam","PF13855","Leucine rich repeat",141,199,"1.3E-11",TRUE,"27-07-2020","IPR001611","Leucine-rich repeat","GO:0005515"
"1046","g12147",14.2782973163763,2.78137037566606,17.7718718298711,1.58702179862848e-15,5.13018477629059e-13,22.7468957596067,"g12147.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","g12148",4.38425062475229,-2.80547529311414,7.22548045015028,1.59172182670114e-07,9.91797691220328e-07,7.19489375456784,"g12148.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","g12149",0.92282831039581,4.63959747404563,5.77454474709364,5.46272819892308e-06,2.04432516969279e-05,3.14335424572838,"g12149.t1","0fe9105a9553a79d81b31708fe6d4f8d",175,"Pfam","PF04117","Mpv17 / PMP22 family",107,166,"1.0E-18",TRUE,"27-07-2020","IPR007248","Mpv17/PMP22","GO:0016021"
"1049","g12150",0.943243982022669,5.99510785118328,12.3083808897961,5.37589370018507e-12,2.43460461315869e-10,17.0353390838765,"g12150.t1","753fb765ca979d4be2bf7e721952bfa3",609,"Pfam","PF08243","SPT2 chromatin protein",512,607,"3.3E-19",TRUE,"27-07-2020","IPR013256","Chromatin SPT2",""
"1050","g12152",-1.19704862198202,5.4717338138059,-12.2270174053508,6.1889227150104e-12,2.73263856149927e-10,16.9430593207148,"g12152.t2","a9556835e33aeaf213cf4d433445bf37",461,"Pfam","PF07690","Major Facilitator Superfamily",20,393,"1.4E-52",TRUE,"27-07-2020","IPR011701","Major facilitator superfamily","GO:0016021|GO:0055085"
"1051","g12152",-1.19704862198202,5.4717338138059,-12.2270174053508,6.1889227150104e-12,2.73263856149927e-10,16.9430593207148,"g12152.t1","77ea50a12c9fed48b7a2dad57c319969",468,"Pfam","PF07690","Major Facilitator Superfamily",20,393,"1.6E-52",TRUE,"27-07-2020","IPR011701","Major facilitator superfamily","GO:0016021|GO:0055085"
"1052","g12156",1.3685978482441,4.57724293566724,10.4791611631861,1.51736554796904e-10,3.53844361428749e-09,13.8662455182921,"g12156.t1","9d8cbb7a8c323521d367062911721840",609,"Pfam","PF12330","Haspin like kinase domain",30,190,"4.7E-6",TRUE,"27-07-2020","","",""
"1053","g12156",1.3685978482441,4.57724293566724,10.4791611631861,1.51736554796904e-10,3.53844361428749e-09,13.8662455182921,"g12156.t1","9d8cbb7a8c323521d367062911721840",609,"Pfam","PF00069","Protein kinase domain",41,189,"1.1E-39",TRUE,"27-07-2020","IPR000719","Protein kinase domain","GO:0004672|GO:0005524|GO:0006468"
"1054","g12156",1.3685978482441,4.57724293566724,10.4791611631861,1.51736554796904e-10,3.53844361428749e-09,13.8662455182921,"g12156.t1","9d8cbb7a8c323521d367062911721840",609,"Pfam","PF00069","Protein kinase domain",463,559,"1.2E-15",TRUE,"27-07-2020","IPR000719","Protein kinase domain","GO:0004672|GO:0005524|GO:0006468"
"1055","g12158",0.508771257031295,4.70556493353587,6.21728505144432,1.81188702029775e-06,7.79510549416305e-06,4.22404602595507,"g12158.t1","47c50f73d2c40755411ab040ea401c9c",757,"Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",305,361,"2.8E-9",TRUE,"27-07-2020","IPR000504","RNA recognition motif domain","GO:0003676"
"1056","g12167",2.70848070191089,-0.181699632348634,11.8651139563533,1.16764834243497e-11,4.49532623661462e-10,16.3865076293061,"g12167.t1","21d2d540ae9a4d3d0d537dc21c512464",380,"Pfam","PF00853","Runt domain",28,154,"2.0E-59",TRUE,"27-07-2020","IPR013524","Runt domain","GO:0003677|GO:0003700|GO:0006355"
"1057","g1217",-1.45831593146942,1.31163914644352,-5.84660903331813,4.558742724691e-06,1.74860612408412e-05,4.0641407706526,"g1217.t1","80d6be879368e9f02fb47389f35bb5e9",363,"SignalP_EUK","SignalP-noTM","",1,26,"-",TRUE,"27-07-2020","","",""
"1058","g12171",1.75261668356803,0.0697244968954387,6.26474179355069,1.61163869578741e-06,7.05501141893957e-06,5.23575963490338,"g12171.t1","3167c268af10e0753d2ffb7bfb22fa58",422,"Pfam","PF00853","Runt domain",28,154,"1.7E-68",TRUE,"27-07-2020","IPR013524","Runt domain","GO:0003677|GO:0003700|GO:0006355"
"1059","g12172",7.01338701688546,-2.35283881804652,7.68980769317609,5.41881994538453e-08,4.04287525491503e-07,8.29842190596585,"g12172.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","g12185",-2.59136785919727,0.151386010120766,-8.1064510213825,2.11096634282122e-08,1.83829577155388e-07,9.43534150152925,"g12185.t1","8c030ce5f65f2759af5b1ee7bae41079",139,"Pfam","PF00085","Thioredoxin",36,135,"2.4E-16",TRUE,"27-07-2020","IPR013766","Thioredoxin domain","GO:0045454"
"1061","g12185",-2.59136785919727,0.151386010120766,-8.1064510213825,2.11096634282122e-08,1.83829577155388e-07,9.43534150152925,"g12185.t1","8c030ce5f65f2759af5b1ee7bae41079",139,"SignalP_EUK","SignalP-noTM","",1,28,"-",TRUE,"27-07-2020","","",""
"1062","g12186",-1.68514293701489,1.70460947043802,-5.74306437029619,5.91278392668123e-06,2.18867056197021e-05,3.72602886084769,"g12186.t1","0f6664c11cd6595f1f67bbed187d5276",156,"Pfam","PF00085","Thioredoxin",55,152,"6.5E-21",TRUE,"27-07-2020","IPR013766","Thioredoxin domain","GO:0045454"
"1063","g12186",-1.68514293701489,1.70460947043802,-5.74306437029619,5.91278392668123e-06,2.18867056197021e-05,3.72602886084769,"g12186.t1","0f6664c11cd6595f1f67bbed187d5276",156,"SignalP_EUK","SignalP-noTM","",1,29,"-",TRUE,"27-07-2020","","",""
"1064","g12195",-1.64352454306509,1.83258617690025,-5.96839971291561,3.3615492305251e-06,1.34154292301224e-05,4.28632849385152,"g12195.t1","54c85639be08f12be1c5130c258f1175",213,"SignalP_EUK","SignalP-noTM","",1,23,"-",TRUE,"27-07-2020","","",""
"1065","g12196",-1.5055626865072,3.20829554441269,-5.65851854939956,7.31666589484147e-06,2.63858759112104e-05,3.22355481389539,"g12196.t1","5ee75799109d9d8e6144f30b1cfd1dbc",171,"Pfam","PF00085","Thioredoxin",71,165,"2.4E-18",TRUE,"27-07-2020","IPR013766","Thioredoxin domain","GO:0045454"
"1066","g12196",-1.5055626865072,3.20829554441269,-5.65851854939956,7.31666589484147e-06,2.63858759112104e-05,3.22355481389539,"g12196.t1","5ee75799109d9d8e6144f30b1cfd1dbc",171,"SignalP_EUK","SignalP-noTM","",1,28,"-",TRUE,"27-07-2020","","",""
"1067","g12205",1.23938129141324,4.59348975711451,5.58972393716245,8.70532977071876e-06,3.0743309073499e-05,2.71413036917027,"g12205.t1","9e5dbbc6746424f70bcb3e3269a99971",362,"Pfam","PF00226","DnaJ domain",288,350,"5.3E-12",TRUE,"27-07-2020","IPR001623","DnaJ domain",""
"1068","g12205",1.23938129141324,4.59348975711451,5.58972393716245,8.70532977071876e-06,3.0743309073499e-05,2.71413036917027,"g12205.t1","9e5dbbc6746424f70bcb3e3269a99971",362,"Pfam","PF05154","TM2 domain",7,56,"7.1E-10",TRUE,"27-07-2020","IPR007829","TM2 domain",""
"1069","g12206",-0.981704150989352,3.02265080067488,-6.10466983079017,2.39464891304638e-06,9.94182295631235e-06,4.40223239692576,"g12206.t1","98e4325622da7b2757175b3c4e1fd796",491,"Pfam","PF03015","Male sterility protein",353,445,"3.3E-27",TRUE,"27-07-2020","IPR033640","Fatty acyl-CoA reductase, C-terminal",""
"1070","g12206",-0.981704150989352,3.02265080067488,-6.10466983079017,2.39464891304638e-06,9.94182295631235e-06,4.40223239692576,"g12206.t1","98e4325622da7b2757175b3c4e1fd796",491,"Pfam","PF07993","Male sterility protein",21,273,"5.6E-54",TRUE,"27-07-2020","IPR013120","Male sterility, NAD-binding",""
"1071","g12209",-2.14165402642416,-0.33743243771913,-5.35324639484792,1.58630691975284e-05,5.19142405977413e-05,3.01352995178443,"g12209.t1","8be0a6363838e618945d4a72d3b9da53",501,"Pfam","PF09820","Predicted AAA-ATPase",36,317,"1.1E-60",TRUE,"27-07-2020","IPR018631","AAA-ATPase-like domain",""
"1072","g12210",3.90378129127278,-1.4549794996112,5.54575501257301,9.72985463140033e-06,3.39067617239101e-05,3.51241981206636,"g12210.t1","381d2bb2d0a016deecc182ebdd7cbc0c",387,"Pfam","PF09820","Predicted AAA-ATPase",1,273,"2.5E-57",TRUE,"27-07-2020","IPR018631","AAA-ATPase-like domain",""
"1073","g12211",-1.15839876443162,2.94034238830052,-6.51208130711578,8.78834245691912e-07,4.18842482777775e-06,5.43191478427011,"g12211.t1","0433f72b3ee406a6e00f4bb024c4986c",507,"Pfam","PF07993","Male sterility protein",16,287,"1.4E-65",TRUE,"27-07-2020","IPR013120","Male sterility, NAD-binding",""
"1074","g12211",-1.15839876443162,2.94034238830052,-6.51208130711578,8.78834245691912e-07,4.18842482777775e-06,5.43191478427011,"g12211.t1","0433f72b3ee406a6e00f4bb024c4986c",507,"Pfam","PF03015","Male sterility protein",368,460,"5.7E-28",TRUE,"27-07-2020","IPR033640","Fatty acyl-CoA reductase, C-terminal",""
"1075","g12215",13.5360518971326,1.45646473587977,13.2720854235909,1.06633339968073e-12,6.51431153116656e-11,17.3629068017816,"g12215.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076","g12218",2.60742540613039,1.13814247547419,10.67443985771,1.04316235212194e-10,2.60429439945862e-09,14.5916073300048,"g12218.t3","f73b9742bd71cbd3dc1a2339b90eb9be",313,"Pfam","PF00620","RhoGAP domain",107,170,"1.2E-5",TRUE,"27-07-2020","IPR000198","Rho GTPase-activating protein domain","GO:0007165"
"1077","g12218",2.60742540613039,1.13814247547419,10.67443985771,1.04316235212194e-10,2.60429439945862e-09,14.5916073300048,"g12218.t2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078","g12218",2.60742540613039,1.13814247547419,10.67443985771,1.04316235212194e-10,2.60429439945862e-09,14.5916073300048,"g12218.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079","g12219",1.52569359111944,2.34523239007066,7.03269135765915,2.51019733798038e-07,1.45079192015395e-06,6.83135647077111,"g12219.t1","03e79e3f8af5898f7e34ef819f9b4f8f",832,"Pfam","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",19,72,"1.0E-8",TRUE,"27-07-2020","IPR000504","RNA recognition motif domain","GO:0003676"
"1080","g12219",1.52569359111944,2.34523239007066,7.03269135765915,2.51019733798038e-07,1.45079192015395e-06,6.83135647077111,"g12219.t1","03e79e3f8af5898f7e34ef819f9b4f8f",832,"Pfam","PF09820","Predicted AAA-ATPase",214,538,"4.5E-26",TRUE,"27-07-2020","IPR018631","AAA-ATPase-like domain",""
"1081","g12221",0.896164585380335,1.67045740136242,5.81892963286956,4.88649316698476e-06,1.85797729441893e-05,3.94502336496081,"g12221.t1","c59480bc0674a1bdcbe3f8998efe21d0",426,"Pfam","PF02017","CIDE-N domain",4,74,"1.7E-22",TRUE,"27-07-2020","IPR003508","CIDE-N domain","GO:0006915"
"1082","g12222",-0.624768816886137,4.81875020402445,-7.10434285749189,2.11807013963657e-07,1.26012069359373e-06,6.38851954455045,"g12222.t1","5d3b3d16f818e26991fea0ef0df1a555",754,"Pfam","PF10453","Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1)",225,262,"1.0E-12",TRUE,"27-07-2020","IPR019496","Nuclear fragile X mental retardation-interacting protein 1, conserved domain",""
"1083","g12225",1.12925125129675,6.62959653584701,9.57933845831744,9.05852786306195e-10,1.45285148763515e-08,11.7375491400771,"g12225.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084","g12226",-1.72491915717959,2.64275826951626,-6.67806727228284,5.87308873993777e-07,2.97206681372986e-06,5.91725452575701,"g12226.t1","ee68d45af75a7253df4948ce9cb781c0",202,"Pfam","PF01161","Phosphatidylethanolamine-binding protein",77,166,"1.8E-6",TRUE,"27-07-2020","IPR008914","Phosphatidylethanolamine-binding protein",""
"1085","g12226",-1.72491915717959,2.64275826951626,-6.67806727228284,5.87308873993777e-07,2.97206681372986e-06,5.91725452575701,"g12226.t1","ee68d45af75a7253df4948ce9cb781c0",202,"SignalP_EUK","SignalP-noTM","",1,16,"-",TRUE,"27-07-2020","","",""
"1086","g12232",2.16037102933374,8.78846786947622,8.21097007371877,1.67241709173391e-08,1.522143109365e-07,8.68168295488629,"g12232.t1","edd9ed7ebd42521ad7a4fba6f8b242be",266,"Pfam","PF00379","Insect cuticle protein",94,146,"1.3E-14",TRUE,"27-07-2020","IPR000618","Insect cuticle protein","GO:0042302"
"1087","g12232",2.16037102933374,8.78846786947622,8.21097007371877,1.67241709173391e-08,1.522143109365e-07,8.68168295488629,"g12232.t1","edd9ed7ebd42521ad7a4fba6f8b242be",266,"SignalP_EUK","SignalP-noTM","",1,17,"-",TRUE,"27-07-2020","","",""
"1088","g1224",0.78934852071986,4.44876202852992,6.10881063671001,2.37016508079183e-06,9.8620117842357e-06,4.04842639728739,"g1224.t1","7d2441225a61ffd9612728c604023d4b",328,"Pfam","PF15328","Putative GRINL1B complex locus protein 2",82,177,"1.8E-15",TRUE,"27-07-2020","IPR026213","DNA-directed RNA polymerase II subunit GRINL1","GO:0016591"
"1089","g12243",-0.623444921521372,6.84732317276944,-7.44862292695788,9.45054464050262e-08,6.43385117882294e-07,6.95029810719958,"g12243.t1","7a1383b7db19f8bb070f68dc95cc02d0",335,"Pfam","PF10184","Uncharacterized conserved protein (DUF2358)",143,273,"3.1E-24",TRUE,"27-07-2020","IPR018790","Protein of unknown function DUF2358",""
"1090","g12249",0.414303317269383,6.75563981706128,8.4321119029285,1.02669148740419e-08,1.01741219330555e-07,9.22349418694751,"g12249.t2","6fc483b6d7f812aea92a5fc228246ccf",1127,"Pfam","PF02893","GRAM domain",293,401,"3.3E-10",TRUE,"27-07-2020","IPR004182","GRAM domain",""
"1091","g12249",0.414303317269383,6.75563981706128,8.4321119029285,1.02669148740419e-08,1.01741219330555e-07,9.22349418694751,"g12249.t2","6fc483b6d7f812aea92a5fc228246ccf",1127,"Pfam","PF00566","Rab-GTPase-TBC domain",481,685,"1.2E-48",TRUE,"27-07-2020","IPR000195","Rab-GTPase-TBC domain",""
"1092","g12249",0.414303317269383,6.75563981706128,8.4321119029285,1.02669148740419e-08,1.01741219330555e-07,9.22349418694751,"g12249.t1","78bf78b89d826a51ef6eb0514a2cad2b",1123,"Pfam","PF02893","GRAM domain",289,397,"3.3E-10",TRUE,"27-07-2020","IPR004182","GRAM domain",""
"1093","g12249",0.414303317269383,6.75563981706128,8.4321119029285,1.02669148740419e-08,1.01741219330555e-07,9.22349418694751,"g12249.t1","78bf78b89d826a51ef6eb0514a2cad2b",1123,"Pfam","PF02893","GRAM domain",135,239,"1.5E-16",TRUE,"27-07-2020","IPR004182","GRAM domain",""
"1094","g12249",0.414303317269383,6.75563981706128,8.4321119029285,1.02669148740419e-08,1.01741219330555e-07,9.22349418694751,"g12249.t1","78bf78b89d826a51ef6eb0514a2cad2b",1123,"Pfam","PF00566","Rab-GTPase-TBC domain",477,681,"1.2E-48",TRUE,"27-07-2020","IPR000195","Rab-GTPase-TBC domain",""
"1095","g12249",0.414303317269383,6.75563981706128,8.4321119029285,1.02669148740419e-08,1.01741219330555e-07,9.22349418694751,"g12249.t2","6fc483b6d7f812aea92a5fc228246ccf",1127,"Pfam","PF02893","GRAM domain",139,243,"1.5E-16",TRUE,"27-07-2020","IPR004182","GRAM domain",""
"1096","g12253",0.412077166539152,5.48488543495843,7.07073830215065,2.29351912232595e-07,1.34715507595518e-06,6.16962991253301,"g12253.t1","abb1f036638feec39ea55c5442f3fee3",488,"Pfam","PF01798","snoRNA binding domain, fibrillarin",97,326,"3.6E-78",TRUE,"27-07-2020","IPR002687","Nop domain",""
"1097","g12253",0.412077166539152,5.48488543495843,7.07073830215065,2.29351912232595e-07,1.34715507595518e-06,6.16962991253301,"g12253.t1","abb1f036638feec39ea55c5442f3fee3",488,"Pfam","PF09785","Prp31 C terminal domain",335,461,"1.5E-43",TRUE,"27-07-2020","IPR019175","Prp31 C-terminal",""
"1098","g12255",4.21545523545121,-3.49825229477892,7.32646797392233,1.25618892235054e-07,8.15522372061988e-07,7.31466469671246,"g12255.t1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","g12256",1.37524451040521,6.18871670715009,13.523805316935,7.09216916969419e-13,4.73206689546606e-11,19.1152056630484,"g12256.t1","73dcdd9b675d8dca502df69e2ad8beb7",561,"Pfam","PF00400","WD domain, G-beta repeat",376,409,"3.9E-7",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"1100","g12256",1.37524451040521,6.18871670715009,13.523805316935,7.09216916969419e-13,4.73206689546606e-11,19.1152056630484,"g12256.t1","73dcdd9b675d8dca502df69e2ad8beb7",561,"Pfam","PF00400","WD domain, G-beta repeat",415,454,"4.4E-4",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"1101","g12256",1.37524451040521,6.18871670715009,13.523805316935,7.09216916969419e-13,4.73206689546606e-11,19.1152056630484,"g12256.t1","73dcdd9b675d8dca502df69e2ad8beb7",561,"Pfam","PF00400","WD domain, G-beta repeat",504,539,"0.0014",TRUE,"27-07-2020","IPR001680","WD40 repeat","GO:0005515"
"1102","g12256",1.37524451040521,6.18871670715009,13.523805316935,7.09216916969419e-13,4.73206689546606e-11,19.1152056630484,"g12256.t1","73dcdd9b675d8dca502df69e2ad8beb7",561,"Pfam","PF12894","Anaphase-promoting complex subunit 4 WD40 domain",294,348,"1.1E-5",TRUE,"27-07-2020","IPR024977","Anaphase-promoting complex subunit 4, WD40 domain",""
"1103","g12257",-0.595996672131795,10.6640141531342,-9.20729460382686,1.95356080232059e-09,2.62191185802011e-08,10.8621512826614,"g12257.t1","d68d5570e435cdd1998f879706646d8a",551,"Pfam","PF00006","ATP synthase alpha/beta family, nucleotide-binding domain",190,413,"2.4E-73",TRUE,"27-07-2020","IPR000194","ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain","GO:0005524"
"1104","g12257",-0.595996672131795,10.6640141531342,-9.20729460382686,1.95356080232059e-09,2.62191185802011e-08,10.8621512826614,"g12257.t1","d68d5570e435cdd1998f879706646d8a",551,"Pfam","PF02874","ATP synthase alpha/beta family, beta-barrel domain",67,133,"2.1E-18",TRUE,"27-07-2020","IPR004100","ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain","GO:0046034|GO:1902600"
"1105","g12257",-0.595996672131795,10.6640141531342,-9.20729460382686,1.95356080232059e-09,2.62191185802011e-08,10.8621512826614,"g12257.t1","d68d5570e435cdd1998f879706646d8a",551,"Pfam","PF00306","ATP synthase alpha/beta chain, C terminal domain",420,545,"5.2E-47",TRUE,"27-07-2020","IPR000793","ATP synthase, alpha subunit, C-terminal","GO:0015986"
"1106","g1226",-0.742724001839447,5.57296753294611,-6.73043009094501,5.1753533254933e-07,2.67307712120314e-06,5.33777510101848,"g1226.t1","2057b7e48df6c72512bff600d198a5a8",911,"Pfam","PF00023","Ankyrin repeat",270,303,"0.0072",TRUE,"27-07-2020","IPR002110","Ankyrin repeat","GO:0005515"
"1107","g1226",-0.742724001839447,5.57296753294611,-6.73043009094501,5.1753533254933e-07,2.67307712120314e-06,5.33777510101848,"g1226.t1","2057b7e48df6c72512bff600d198a5a8",911,"Pfam","PF12796","Ankyrin repeats (3 copies)",371,436,"1.2E-7",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1108","g1226",-0.742724001839447,5.57296753294611,-6.73043009094501,5.1753533254933e-07,2.67307712120314e-06,5.33777510101848,"g1226.t1","2057b7e48df6c72512bff600d198a5a8",911,"Pfam","PF00520","Ion transport protein",537,790,"8.6E-14",TRUE,"27-07-2020","IPR005821","Ion transport domain","GO:0005216|GO:0006811|GO:0016020|GO:0055085"
"1109","g1226",-0.742724001839447,5.57296753294611,-6.73043009094501,5.1753533254933e-07,2.67307712120314e-06,5.33777510101848,"g1226.t1","2057b7e48df6c72512bff600d198a5a8",911,"Pfam","PF12796","Ankyrin repeats (3 copies)",306,369,"2.3E-13",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1110","g1226",-0.742724001839447,5.57296753294611,-6.73043009094501,5.1753533254933e-07,2.67307712120314e-06,5.33777510101848,"g1226.t1","2057b7e48df6c72512bff600d198a5a8",911,"Pfam","PF12796","Ankyrin repeats (3 copies)",183,264,"1.2E-13",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1111","g12260",0.821678243506572,5.84143346274238,9.07880533389736,2.55801132492057e-09,3.28761881983455e-08,10.7279937520856,"g12260.t1","ad37c57db8a3842edd448bd26c240837",322,"Pfam","PF13923","Zinc finger, C3HC4 type (RING finger)",30,69,"3.9E-7",TRUE,"27-07-2020","","",""
"1112","g12262",-0.857551638840491,5.9693073037837,-8.45181067045455,9.8333390223621e-09,9.80666347501421e-08,9.32903644433497,"g12262.t1","cf6c957440f59305872d4d0392aee63e",279,"Pfam","PF03083","Sugar efflux transporter for intercellular exchange",71,155,"9.3E-15",TRUE,"27-07-2020","IPR004316","SWEET sugar transporter","GO:0016021"
"1113","g12262",-0.857551638840491,5.9693073037837,-8.45181067045455,9.8333390223621e-09,9.80666347501421e-08,9.32903644433497,"g12262.t1","cf6c957440f59305872d4d0392aee63e",279,"Pfam","PF03083","Sugar efflux transporter for intercellular exchange",187,269,"3.6E-17",TRUE,"27-07-2020","IPR004316","SWEET sugar transporter","GO:0016021"
"1114","g12264",0.50980274234805,4.34230588175535,7.76777071012481,4.53453986034059e-08,3.49724754592866e-07,8.08482029272242,"g12264.t1","c5770f7f1567543e8a1da432ad7a920f",288,"Pfam","PF11571","Mediator complex subunit 27",209,261,"8.1E-10",TRUE,"27-07-2020","IPR021627","Mediator complex, subunit Med27","GO:0016592"
"1115","g12279",-3.91399920642758,-0.00281406202275716,-7.89303648675647,3.41152694082068e-08,2.75640075307812e-07,8.96929909570803,"g12279.t1","43ee026e6d86e8b32c4abe68acd5d32b",332,"Pfam","PF00135","Carboxylesterase family",1,322,"1.5E-25",TRUE,"27-07-2020","IPR002018","Carboxylesterase, type B",""
"1116","g1228",-2.64191980011936,3.5778279348716,-10.4493948807806,1.6072005029791e-10,3.70189216589131e-09,13.9756177836333,"g1228.t1","d391f5315d7916629856af7fae1bb967",945,"Pfam","PF12796","Ankyrin repeats (3 copies)",299,363,"3.1E-8",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1117","g1228",-2.64191980011936,3.5778279348716,-10.4493948807806,1.6072005029791e-10,3.70189216589131e-09,13.9756177836333,"g1228.t1","d391f5315d7916629856af7fae1bb967",945,"Pfam","PF12796","Ankyrin repeats (3 copies)",111,197,"2.0E-12",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1118","g1228",-2.64191980011936,3.5778279348716,-10.4493948807806,1.6072005029791e-10,3.70189216589131e-09,13.9756177836333,"g1228.t1","d391f5315d7916629856af7fae1bb967",945,"Pfam","PF00023","Ankyrin repeat",365,396,"1.4E-5",TRUE,"27-07-2020","IPR002110","Ankyrin repeat","GO:0005515"
"1119","g1228",-2.64191980011936,3.5778279348716,-10.4493948807806,1.6072005029791e-10,3.70189216589131e-09,13.9756177836333,"g1228.t1","d391f5315d7916629856af7fae1bb967",945,"Pfam","PF00520","Ion transport protein",623,813,"2.8E-12",TRUE,"27-07-2020","IPR005821","Ion transport domain","GO:0005216|GO:0006811|GO:0016020|GO:0055085"
"1120","g1228",-2.64191980011936,3.5778279348716,-10.4493948807806,1.6072005029791e-10,3.70189216589131e-09,13.9756177836333,"g1228.t1","d391f5315d7916629856af7fae1bb967",945,"Pfam","PF12796","Ankyrin repeats (3 copies)",204,295,"2.5E-16",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1121","g12280",-3.82871319444777,-0.298171927145428,-6.46115477726901,9.95151108627247e-07,4.67269925761389e-06,5.71319563044324,"g12280.t1","0ac3924790b1c1f25dfae1315f61dc59",333,"Pfam","PF00135","Carboxylesterase family",1,323,"2.1E-28",TRUE,"27-07-2020","IPR002018","Carboxylesterase, type B",""
"1122","g12281",-2.82038608097218,0.83975196395337,-6.40912398990768,1.13024723962628e-06,5.1837097592351e-06,5.50189180041656,"g12281.t1","da54b47e69ef2e8b4f5e3fbbbf414918",318,"Pfam","PF00135","Carboxylesterase family",13,308,"6.6E-23",TRUE,"27-07-2020","IPR002018","Carboxylesterase, type B",""
"1123","g12290",-1.76094528791301,1.52007539571627,-5.76678012092481,5.57040185374179e-06,2.07798377150427e-05,3.80876021524027,"g12290.t1","6a2aa984494f7df85b67118789232fec",384,"Pfam","PF03227","Gamma interferon inducible lysosomal thiol reductase (GILT)",130,229,"1.9E-7",TRUE,"27-07-2020","IPR004911","Gamma interferon inducible lysosomal thiol reductase GILT",""
"1124","g1230",-1.02499225734617,4.98958710728759,-8.15729324564818,1.88454074415506e-08,1.6761505888123e-07,8.80271358703093,"g1230.t1","9b221147e5bfda71e6d50bcc9abd437d",869,"Pfam","PF12796","Ankyrin repeats (3 copies)",114,200,"5.3E-7",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1125","g1230",-1.02499225734617,4.98958710728759,-8.15729324564818,1.88454074415506e-08,1.6761505888123e-07,8.80271358703093,"g1230.t1","9b221147e5bfda71e6d50bcc9abd437d",869,"Pfam","PF12796","Ankyrin repeats (3 copies)",334,400,"4.9E-9",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1126","g1230",-1.02499225734617,4.98958710728759,-8.15729324564818,1.88454074415506e-08,1.6761505888123e-07,8.80271358703093,"g1230.t1","9b221147e5bfda71e6d50bcc9abd437d",869,"Pfam","PF00520","Ion transport protein",549,750,"6.4E-15",TRUE,"27-07-2020","IPR005821","Ion transport domain","GO:0005216|GO:0006811|GO:0016020|GO:0055085"
"1127","g1230",-1.02499225734617,4.98958710728759,-8.15729324564818,1.88454074415506e-08,1.6761505888123e-07,8.80271358703093,"g1230.t1","9b221147e5bfda71e6d50bcc9abd437d",869,"Pfam","PF12796","Ankyrin repeats (3 copies)",250,333,"6.2E-12",TRUE,"27-07-2020","IPR020683","Ankyrin repeat-containing domain",""
"1128","g12302",0.716191132841412,5.00067867395496,8.00024319032502,2.67854322311985e-08,2.25099889190679e-07,8.45882321011673,"g12302.t1","c5fdc5bb2478dfb6906934b7dc4d63b7",488,"Pfam","PF13325","N-terminal region of micro-spherule protein",129,352,"1.0E-63",TRUE,"27-07-2020","IPR025999","Microspherule protein, N-terminal domain",""
