"","gene","logFC","AveExpr","t","P.Value","adj.P.Val","seq","gene_len","blast","diamond","interpro","anno","length","b.status.final","cov.04v13","b.status","b.status.asn","b.status.kmer"
"440","g19036",5.58481915444038,0.626645165552823,7.9597954920548,1.46825347169266e-08,6.25642825926491e-07,"scaffold_682",503,NA,NA,NA,"N",90845,"A",0.07087511,"A","A","A"
"441","g17293",2.52533070957812,3.79786665513174,7.95594713835108,1.47976695748881e-08,6.29119063173643e-07,"scaffold_180",1843,"DS_DROME","A0A2P8ZEV4","Cadherin domain","Y",782579,"A",-0.035907008,"A","A","A"
"442","g17482",3.6497253051821,0.582807887128486,7.94582084087012,1.51397485423101e-08,6.42206211356949e-07,"scaffold_41",1371,NA,"A0A482WZU5","7tm Odorant receptor","Y",1577355,"A",0.165155028,"A","A","A"
"443","g7363",2.13580534952588,8.69862303990668,7.94069839819967,1.53155938583392e-08,6.48198801918741e-07,"scaffold_149",2648,"MTHSD_BOVIN","A0A2J7PI56","5-formyltetrahydrofolate cyclo-ligase family","Y",892767,"A",-0.02607312,"A","A","A"
"444","g1592",5.4467377630425,-3.02405252542019,7.9290082722672,1.57365543177974e-08,6.64514993027889e-07,"scaffold_824",1212,NA,NA,"Putative peptidase (DUF1758)","Y",40731,"A",0.310383738,"A","A","A"
"445","g11626",10.9300667230555,1.67696011929631,7.93306293008917,1.608202550816e-08,6.7757729494942e-07,"scaffold_486",866,NA,NA,NA,"N",237105,"A",0.5949879,"A","A","A"
"446","g6044",2.7334463840663,6.6361019680108,7.89455577665215,1.69990835834427e-08,7.14609457636696e-07,"scaffold_5",2292,"CMTR2_MOUSE","A0A2P8ZED2","FtsJ-like methyltransferase","Y",2912966,"A",-0.512436051,"A","A","A"
"447","g1640",7.38237819089367,0.268391195689994,7.8785007272076,1.77263699964793e-08,7.43516132134206e-07,"scaffold_157",338,NA,NA,NA,"N",859639,"A",0.24856875,"A","A","A"
"448","g7411",4.54338811020446,1.2162252796512,7.85639103924545,1.85371904929703e-08,7.75789697662276e-07,"scaffold_375",962,NA,NA,NA,"N",356100,"A",0.308506366,"A","A","A"
"449","g7412",4.27721834172547,2.82601120755418,7.81702523300145,2.02692596617195e-08,8.4638830600797e-07,"scaffold_375",1070,NA,NA,NA,"N",356100,"A",0.308506366,"A","A","A"
"450","g11752",6.0311323683557,0.31091453820949,7.81584589688969,2.03546028041872e-08,8.46465471908929e-07,"scaffold_86",206,NA,NA,NA,"N",1216973,"A",-0.00458309,"A","A","A"
"451","g18257",4.49573035290131,0.281873198716103,7.81505447977976,2.03614020924277e-08,8.46465471908929e-07,"scaffold_381",604,NA,NA,NA,"N",349709,"A",-0.372928631,"A","A","A"
"452","g12738",3.74587138176596,5.2884265170342,7.80398755909979,2.08779376908517e-08,8.66018703021635e-07,"scaffold_657",2960,NA,NA,"BTB And C-terminal Kelch,BTB/POZ domain","Y",105169,"A",0.240426519,"A","A","A"
"453","g19690",2.92799542276232,3.89848894055687,7.80119689237517,2.10105617815816e-08,8.69596076915834e-07,"scaffold_207",611,"NAA80_DROME","D6WR31","Acetyltransferase (GNAT) family","Y",680703,"A",-0.150474343,"A","A","A"
"454","g21131",8.31086877972296,0.0120231635638597,7.79989157022672,2.12944979892467e-08,8.79406481939179e-07,"scaffold_341",1617,"MAL1_DROVI","A0A482WPG2","Alpha amylase, catalytic domain","Y",391211,"A",0.28096253,"A","A","A"
"455","g10265",2.46659175693829,7.30853389648228,7.78919397322142,2.15925324580124e-08,8.89754705615988e-07,"scaffold_150",2704,NA,"A0A067R6B0",NA,"Y",889822,"A",-0.178033238,"A","A","A"
"456","g7842",3.00097754508158,1.65079560636479,7.78170330529462,2.19640982516413e-08,9.03080873070224e-07,"scaffold_307",2677,"TRPV5_HUMAN","A0A1S4E9G3","Ankyrin repeats (3 copies),Ion transport protein","Y",447214,"A",-0.504153506,"A","A","A"
"457","g4849",8.1004213274705,0.806455253634687,7.78061932947812,2.22234451617495e-08,9.11744799425913e-07,"scaffold_304",714,NA,NA,"Trypsin","Y",450191,"A",-0.303096258,"A","A","A"
"458","g21171",2.62904285744966,4.96842839564462,7.76711520836325,2.27066116044561e-08,9.29533320899449e-07,"scaffold_98",805,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",1127684,"A",0.245144773,"A","A","A"
"459","g18714",1.83675953740752,7.42263216426294,7.76305327740572,2.29179074739485e-08,9.36139100716908e-07,"scaffold_279",3485,"MED24_AEDAE","A0A482WXH8","TIP41-like family,Mediator complex subunit 24 N-terminal","Y",493877,"A",-0.061532641,"A","A","A"
"460","g18980",5.46102063899144,-2.11340171801621,7.7491423411734,2.36755741381374e-08,9.64985520686821e-07,"scaffold_163",334,NA,NA,NA,"N",833184,"A",-0.505912777,"A","A","A"
"461","g13998",4.72810941431373,-2.93906681346155,7.71131118549057,2.5798882124896e-08,1.04924781119235e-06,"scaffold_39",622,NA,NA,"Transcription activator MBF2","Y",1602743,"A",-0.171190146,"A","A","A"
"462","g14000",4.87599836741609,-3.3092020128328,7.7036817032371,2.62551900974857e-08,1.0654947167484e-06,"scaffold_39",511,NA,NA,NA,"N",1602743,"A",-0.171190146,"A","A","A"
"463","g15698",9.08513506729692,3.40155480077102,7.69375954799564,2.72869519968936e-08,1.10497421812043e-06,"scaffold_493",1919,NA,"A0A2J7QJG0","Protein of unknown function (DUF229)","Y",227342,"A",-0.264036686,"A","A","A"
"464","g1889",6.90176788553857,-0.464270474981642,7.68080539633586,2.77695649687404e-08,1.12209390861835e-06,"scaffold_546",1063,NA,NA,NA,"N",192833,"A",0.162037427,"A","A","A"
"465","g7289",2.68337959763433,3.52381177272509,7.66764808481692,2.85055738654413e-08,1.14935699871647e-06,"scaffold_17",1390,"MSI2H_MOUSE","A0A3Q0JF58","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","Y",2133015,"A",-0.17858936,"A","A","A"
"466","g21835",8.07149699570452,3.8803348029479,7.65319745636679,2.97457999845537e-08,1.19678970796223e-06,"scaffold_365",1005,"TBB_COPC7","A0A261BY45","Tubulin/FtsZ family, GTPase domain","Y",368373,"A",0.131069829,"A","A","A"
"467","g10865",4.74003522294854,2.80710256603088,7.63961363372422,3.04073903834799e-08,1.22078835610249e-06,"scaffold_643",685,NA,NA,"Tetraspanin family","Y",109919,"A",0.188737431,"A","A","A"
"468","g16866",5.23561965518933,2.25639252400662,7.62822506263538,3.1224254995921e-08,1.25090503615069e-06,"scaffold_8",982,NA,"A0A3Q0IU72","SOCS box","Y",2847527,"A",0.125929299,"A","A","A"
"469","g17524",6.64595274554782,-0.745060328203135,7.62609760918085,3.1460633724967e-08,1.25768746633136e-06,"scaffold_41",1289,NA,NA,NA,"N",1577355,"A",0.165155028,"A","A","A"
"470","g13691",9.1818484519344,-0.0883495322454083,7.61633547925747,3.2627958625798e-08,1.30157786441508e-06,"scaffold_35",1054,NA,NA,NA,"N",1661356,"A",0.031148102,"A","A","A"
"471","g8452",7.62469495015635,1.39342107692896,7.60425923011923,3.32110760668281e-08,1.32202646534387e-06,"scaffold_232",863,NA,NA,NA,"N",605804,"A",-0.717709373,"A","A","A"
"472","g19628",2.22662738532182,5.72248567000146,7.59039798883495,3.40435331234463e-08,1.3522928019735e-06,"scaffold_233",1317,"TTC5_HUMAN","D1ZZR8","Tetratricopeptide repeat,Tetratricopeptide repeat protein 5 OB fold domain","Y",603763,"A",-0.048021618,"A","A","A"
"473","g15014",2.87183553324257,4.0582616052991,7.57109290240898,3.55923569295209e-08,1.41082685004564e-06,"scaffold_433",4508,"HAM_DROME","J9K4R8","Zinc finger, C2H2 type","Y",283476,"A",-0.301500203,"A","A","A"
"474","g14377",5.61490138754893,2.21040640795727,7.56528059276535,3.61104722850753e-08,1.42834439846598e-06,"scaffold_24",2286,"PICO_DROME","A0A067QS64","Major Facilitator Superfamily","Y",1928806,"A",-0.074834814,"A","A","A"
"475","g4318",2.85192839339712,1.35390879890525,7.55727549019957,3.67450837916308e-08,1.45038647580902e-06,"scaffold_264",250,NA,NA,NA,"N",514375,"A",-0.090207091,"A","A","A"
"476","g6162",8.27260415837446,1.04339369634815,7.55047731192406,3.77372585737129e-08,1.48641987604736e-06,"scaffold_5",989,NA,NA,"Trypsin","Y",2912966,"A",-0.512436051,"A","A","A"
"477","g2908",2.1237382444496,5.68588888752179,7.53341404396129,3.8826607997326e-08,1.52612174704793e-06,"scaffold_89",2101,"POLH_DROME","A0A1S4E8H0","impB/mucB/samB family C-terminal domain,Ubiquitin-Binding Zinc Finger,impB/mucB/samB family","Y",1205502,"A",0.023041927,"A","A","A"
"478","g1421",-2.66113978648571,4.72309178923209,-7.52455284304739,3.96300412450784e-08,1.55444276841836e-06,"scaffold_20",1488,NA,NA,NA,"N",2080048,"A",-0.276802087,"A","A","A"
"479","g19054",7.08048732502886,0.459982801315478,7.50970843564123,4.12162995284855e-08,1.613286847306e-06,"scaffold_426",429,NA,NA,NA,"N",290993,"A",-0.189648835,"A","A","A"
"480","g22244",5.33868292403488,0.829686994527815,7.50255045016945,4.17297756113222e-08,1.62998242278475e-06,"scaffold_874",1174,NA,NA,NA,"N",33392,"A",0.245617479,"A","A","A"
"481","g4381",4.47676744162426,0.104864866026815,7.49900857612712,4.20491667568634e-08,1.63639834014456e-06,"scaffold_554",410,"H2B1F_MOUSE","B0WTD7","Core histone H2A/H2B/H3/H4","Y",187098,"A",0.298638519,"A","A","A"
"482","g16737",7.214983028338,0.868518234495535,7.50110989356413,4.20685903221332e-08,1.63639834014456e-06,"scaffold_211",215,NA,NA,NA,"N",665263,"A",-0.06987008,"A","A","A"
"483","g18488",7.80988834233807,2.36252585783628,7.49967224086731,4.23309410497956e-08,1.64319423135118e-06,"scaffold_273",872,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",509830,"A",0.239545037,"A","A","A"
"484","g21025",7.06457186759372,-0.965736807934153,7.49271000163704,4.286904353168e-08,1.66064400242865e-06,"scaffold_61",723,NA,NA,"Inhibitor of apoptosis-promoting Bax1","Y",1352747,"A",-0.29768682,"A","A","A"
"485","g3748",4.7258586311326,-1.62512030022281,7.48697326476998,4.32422927408076e-08,1.6716489620565e-06,"scaffold_525",597,NA,NA,NA,"N",205956,"A",-0.138971844,"A","A","A"
"486","g12167",2.70848070191089,-0.181699632348634,7.48438717178279,4.34910043369341e-08,1.67654636312121e-06,"scaffold_170",1136,"RUNT_DROME","A0A482XPX6","Runt domain","Y",812047,"A",-0.204899261,"A","A","A"
"487","g10319",1.78816054354244,5.48945547475597,7.4838237135,4.35478200885397e-08,1.67654636312121e-06,"scaffold_259",492,"PTH2_BOVIN",NA,"Peptidyl-tRNA hydrolase PTH2","Y",526775,"A",0.109963311,"A","A","A"
"488","g21538",5.66296010435172,1.97014110643414,7.46869483188936,4.51546499128096e-08,1.73484535085096e-06,"scaffold_489",1641,NA,NA,NA,"N",233949,"A",0.029700917,"A","A","A"
"489","g22086",-2.80607462714095,4.47909904360788,-7.43461937492905,4.88149992446418e-08,1.87164094240857e-06,"scaffold_11",639,NA,NA,"Spaetzle","Y",2599874,"A",0.009435509,"A","A","A"
"490","g2790",10.6226341035144,1.0260245685143,7.44693057609002,4.89663026104546e-08,1.8736106278437e-06,"scaffold_51",467,NA,NA,"EF hand","Y",1437107,"A",0.002536088,"A","A","A"
"491","g7410",8.75890958979793,2.01115568449199,7.43285919762418,4.97427166986487e-08,1.89944235312213e-06,"scaffold_375",830,NA,NA,NA,"N",356100,"A",0.308506366,"A","A","A"
"492","g10472",5.11543876880105,3.53038078573502,7.41213254538558,5.14626501953133e-08,1.96112444819498e-06,"scaffold_23",594,NA,NA,"Ubiquitin interaction motif","Y",1994711,"A",-0.220666726,"A","A","A"
"493","g15667",6.51625478403788,-0.887830034227335,7.38707380645668,5.46957203693375e-08,2.08010154402578e-06,"scaffold_674",773,NA,NA,NA,"N",95006,"A",-0.151715672,"A","A","A"
"494","g1125",7.44800539167375,-3.00338862838725,7.38287606748333,5.54356624031876e-08,2.10397415869912e-06,"scaffold_605",317,NA,NA,NA,"N",140797,"A",-2.176244454,"A","A","A"
"495","g6004",3.9112515788127,-0.465838401637799,7.37750141134548,5.57574636714961e-08,2.11191249773107e-06,"scaffold_216",1749,NA,"J9LGY7","Ligand-gated ion channel","Y",656822,"A",-0.085321296,"A","A","A"
"496","g13953",6.95034809797549,-3.69151956724346,7.3591717015245,5.84616620237566e-08,2.20702873233111e-06,"scaffold_2040",1483,"EP300_HUMAN","A0A3B3RK67","Histone acetylation protein","Y",6888,"B1",1.200707954,"B.strict","A","B"
"497","g23497",2.89536623176321,2.1558157779357,7.35686928106396,5.85040951500648e-08,2.20702873233111e-06,"scaffold_515",1652,"PAX6_MOUSE","A0A067QWZ5","Homeodomain,'Paired box' domain","Y",211064,"A",-0.19488503,"A","A","A"
"498","g12756",4.75698271519788,-3.08842271415824,7.35435685584527,5.88652475173382e-08,2.216193826712e-06,"scaffold_372",344,NA,NA,NA,"N",361855,"A",-0.116159386,"A","A","A"
"499","g19087",4.94233129925033,2.88920505516096,7.3421280337613,6.05775268900441e-08,2.27608827988264e-06,"scaffold_38",1313,NA,NA,NA,"N",1625795,"A",0.085742916,"A","A","A"
"500","g2540",6.914783506508,0.82395536024288,7.34294895577866,6.07114852055198e-08,2.27655927223658e-06,"scaffold_90",390,NA,NA,NA,"N",1197345,"A",-0.385385309,"A","A","A"
"501","g17387",7.65673872650202,3.98572810406631,7.30386587075233,6.67541733989216e-08,2.4981516907313e-06,"scaffold_523",990,"TBB_THAWE","A0A2T7NJ17","Tubulin/FtsZ family, GTPase domain,Tubulin C-terminal domain","Y",206606,"A",-0.383891637,"A","A","A"
"502","g18522",7.68680330724087,-0.576911366749664,7.2990561137853,6.75219540354149e-08,2.5199502814469e-06,"scaffold_273",427,NA,NA,NA,"N",509830,"A",0.239545037,"A","A","A"
"503","g6393",4.74425051026915,-3.65145723541628,7.29498946445349,6.76297911477734e-08,2.5199502814469e-06,"scaffold_63",561,NA,NA,NA,"N",1338047,"A",-0.37864336,"A","A","A"
"504","g8882",2.67690990895622,5.03418901768328,7.29417023700826,6.77398763586983e-08,2.5199502814469e-06,"scaffold_2",2171,NA,NA,NA,"N",3312200,"A",-0.03043378,"A","A","A"
"505","g15264",4.6779129447367,-3.52760144335024,7.28766064434673,6.87983481432541e-08,2.55191368887879e-06,"scaffold_252",1577,NA,"A0A3Q0JFZ1",NA,"Y",538322,"A",-0.101114708,"A","A","A"
"506","g13432",3.62572872776663,5.76428429219396,7.28710497317647,6.88713172207941e-08,2.55191368887879e-06,"scaffold_40",3409,NA,NA,NA,"N",1584338,"A",0.346876683,"A","A","A"
"507","g4850",8.57885977422947,1.01867125432806,7.28828462796259,6.96481841430622e-08,2.57560908185064e-06,"scaffold_304",521,NA,NA,NA,"N",450191,"A",-0.303096258,"A","A","A"
"508","g12802",-2.04801199200713,5.19927993163057,-7.24318468175475,7.6343481089805e-08,2.81764552549755e-06,"scaffold_1467",1352,"MYRO1_BREBR","T1HZP9","Glycosyl hydrolase family 1","Y",13505,"A",0.289964473,"A","A","A"
"509","g23578",5.12291467828122,-3.16160732352495,7.22782127742115,7.91959663781452e-08,2.91718108766963e-06,"scaffold_161",856,NA,NA,NA,"N",841607,"A",-0.526367096,"A","A","A"
"510","g22469",1.65420512344395,6.63073190752518,7.21767766189941,8.10596251513725e-08,2.97997433718252e-06,"scaffold_228",4243,"HECW2_HUMAN","A0A2P8Y296","WW domain,Helical box domain of E3 ubiquitin-protein ligase HECW1,N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2","Y",623082,"A",-0.114017688,"A","A","A"
"511","g7159",8.51508420129144,3.89672510911503,7.21746835254996,8.22282388342621e-08,3.01178716147926e-06,"scaffold_17",2171,NA,NA,NA,"N",2133015,"A",-0.17858936,"A","A","A"
"512","g599",2.75145277971645,6.25679713022956,7.21149898164467,8.224625455637e-08,3.01178716147926e-06,"scaffold_592",1346,"CCNA_DROME","A0A482X6K2","Cyclin, C-terminal domain,Cyclin, N-terminal domain","Y",149883,"A",0.021927152,"A","A","A"
"513","g11113",6.22091850516546,-0.816860551093584,7.20821626421049,8.30900606304166e-08,3.03675545177326e-06,"scaffold_165",423,NA,NA,"Trypsin","Y",826454,"A",0.469543682,"A","A","A"
"514","g14710",2.464096299676,5.67965934066805,7.19598013830923,8.53056247012176e-08,3.11166373058974e-06,"scaffold_309",1357,NA,NA,NA,"N",442925,"A",0.324811728,"A","A","A"
"515","g12531",2.13525298866078,3.4273796424735,7.19315072035482,8.58758424607401e-08,3.12638091319693e-06,"scaffold_469",1143,NA,NA,"CENP-B N-terminal DNA-binding domain","Y",246838,"A",0.229504501,"A","A","A"
"516","g9246",3.50570745443914,4.30604275018558,7.19029123042448,8.64570228976414e-08,3.14143938431759e-06,"scaffold_178",1167,"ZN502_HUMAN",NA,"Zinc finger, C2H2 type","Y",790326,"A",0.129681444,"A","A","A"
"517","g19680",2.94861609443085,2.33936654668917,7.18083105206859,8.84045419160142e-08,3.20598985760803e-06,"scaffold_207",1334,"DMAD_DROME","A0A1S3D8Y5","CXXC zinc finger domain","Y",680703,"A",-0.150474343,"A","A","A"
"518","g14503",5.1320618742141,4.75543964786477,7.17782426521795,8.90875368593651e-08,3.2245216767881e-06,"scaffold_145",671,"CF298_MOUSE","A0A2J7QUK7","Protein of unknown function (DUF2870)","Y",902093,"A",-0.013096565,"A","A","A"
"519","g15723",2.82245131814113,6.65106997831121,7.17547382264045,8.95277238389246e-08,3.23421058623506e-06,"scaffold_59",1591,"CCNB3_DROME","A0A1B0C5Y7","Cyclin, C-terminal domain,Cyclin, N-terminal domain","Y",1359663,"A",-0.669052076,"A","A","A"
"520","g20799",3.46734145506732,3.73997016914618,7.17281485346566,9.00914434867076e-08,3.24831629602362e-06,"scaffold_97",1007,"ZN155_HUMAN",NA,"Zinc finger, C2H2 type","Y",1135984,"A",0.163850329,"A","A","A"
"521","g8439",2.3288577398102,3.43131844226586,7.14276466101675,9.67096387702506e-08,3.48024763397971e-06,"scaffold_232",1145,"HBAP1_BOVIN","A0A2J7QXQ5","Cupin-like domain","Y",605804,"A",-0.717709373,"A","A","A"
"522","g3147",6.11857001094922,-3.87022887921586,7.14282651328323,9.69169131753183e-08,3.4810252971725e-06,"scaffold_338",549,NA,NA,NA,"N",393854,"A",-0.665897518,"A","A","A"
"523","g13692",7.33712152519667,0.402076783457202,7.14201785362342,9.75402594465705e-08,3.4967157253609e-06,"scaffold_35",1153,NA,NA,NA,"N",1661356,"A",0.031148102,"A","A","A"
"524","g18784",7.31046761217731,-0.541823069706307,7.10848471301409,1.05579774868477e-07,3.77770076146769e-06,"scaffold_114",1220,NA,NA,NA,"N",1045659,"A",-0.645627953,"A","A","A"
"525","g19136",1.91692737988133,6.35480009564018,7.09852513446919,1.07371592946076e-07,3.8332660942503e-06,"scaffold_62",3542,"CI_DROME","A0A482XLW9","Zinc finger, C2H2 type","Y",1348906,"A",-0.281578296,"A","A","A"
"526","g4602",7.13866185970837,-0.878858555442684,7.10036409624085,1.07541627050811e-07,3.8332660942503e-06,"scaffold_857",518,NA,NA,"Trypsin","Y",35916,"A",0.028382588,"A","A","A"
"527","g1234",1.88007359882321,7.95913175475028,7.09567961258096,1.08097214597452e-07,3.84575839940726e-06,"scaffold_284",2211,"PICAL_DROME","A0A195FTW8","ANTH domain","Y",488311,"A",0.078906076,"A","A","A"
"528","g17056",2.49265792918911,3.9359511424956,7.08159019394487,1.11764669040745e-07,3.96870412849418e-06,"scaffold_142",591,NA,NA,"Enoyl-(Acyl carrier protein) reductase","Y",914383,"A",-0.035215214,"A","A","A"
"529","g18523",8.47990229276982,4.51328347853243,7.08526768418742,1.1237208982505e-07,3.98273026867647e-06,"scaffold_273",825,NA,NA,NA,"N",509830,"A",0.239545037,"A","A","A"
"530","g3640",6.02795498528564,-2.57902095689668,7.07790704586995,1.12984241396476e-07,3.99687083385384e-06,"scaffold_200",1335,NA,NA,"Protein kinase domain","Y",691981,"A",-0.260256831,"A","A","A"
"531","g1284",3.37260858163648,0.192300096360095,7.07577466896132,1.13316083695444e-07,4.00106074050072e-06,"scaffold_594",1253,NA,"A0A482WRC9","Homeodomain","Y",149234,"A",0.004042123,"A","A","A"
"532","g1350",1.80885174254052,7.16069923328678,7.07258162438206,1.14176026388645e-07,4.0238464638359e-06,"scaffold_69",766,"TXND9_HUMAN","A0A482WJ79","Thioredoxin","Y",1296325,"A",0.352042245,"A","A","A"
"533","g18492",4.22243902405396,1.14414824261697,7.06828590478342,1.15356732807503e-07,4.05782998763205e-06,"scaffold_273",1226,NA,NA,"Eukaryotic-type carbonic anhydrase","Y",509830,"A",0.239545037,"A","A","A"
"534","g23615",8.45029984697626,-1.26353446675042,7.06246429952825,1.18597645863392e-07,4.16402109043583e-06,"scaffold_161",320,NA,NA,NA,"N",841607,"A",-0.526367096,"A","A","A"
"535","g18572",8.33626882603907,0.0394130099981944,7.05696010826988,1.2005756040913e-07,4.19992858368414e-06,"scaffold_312",1034,NA,NA,NA,"N",428059,"A",0.372173189,"A","A","A"
"536","g6046",1.97183022632672,7.73960686056233,7.0507759761117,1.20235500451694e-07,4.19992858368414e-06,"scaffold_5",1823,"FNBP1_HUMAN,FNBP1_XENLA","A0A088ACC6,A0A154PJW8","SH3 domain,Fes/CIP4, and EFC/F-BAR homology domain","Y",2912966,"A",-0.512436051,"A","A","A"
"537","g10822",8.36674574234595,0.802525300382561,7.05623170927285,1.20292370229793e-07,4.19992858368414e-06,"scaffold_830",425,NA,NA,NA,"N",40253,"A",-0.41647546,"A","A","A"
"538","g13899",7.3780443918441,0.145470894644121,7.04802743827373,1.21900777620195e-07,4.24479094777378e-06,"scaffold_118",731,NA,NA,"Trypsin","Y",993109,"A",-0.041123667,"A","A","A"
"539","g17660",5.81770752239488,-2.70205095586484,7.04524492901561,1.22030098717268e-07,4.24479094777378e-06,"scaffold_1203",567,NA,NA,NA,"N",18310,"A",0.511258128,"A","A","A"
"540","g4971",2.59383572578732,5.70645889403373,7.04282887609102,1.22524793105619e-07,4.2541061961801e-06,"scaffold_176",1535,NA,NA,NA,"N",803147,"A",-0.044774936,"A","A","A"
"541","g12910",6.56601477348055,-2.71115404542917,7.03846805254007,1.24263829825618e-07,4.30651117449263e-06,"scaffold_83",407,NA,NA,NA,"N",1220338,"A",-0.074680648,"A","A","A"
"542","g22038",4.75596310483841,-0.586672931889035,7.03328569243705,1.25375628022958e-07,4.33702518413733e-06,"scaffold_124",691,NA,NA,"Carboxylesterase family","Y",971564,"A",-0.484528007,"A","A","A"
"543","g10622",2.36719083602196,4.29804987338614,7.02253110014121,1.28576281759971e-07,4.43955194607309e-06,"scaffold_32",1463,"P4HA1_BOVIN","T1I153","Prolyl 4-Hydroxylase alpha-subunit, N-terminal region","Y",1713197,"A",-0.227731827,"A","A","A"
"544","g9763",5.47628268539064,-1.81190558525751,7.00346239999873,1.34688885322136e-07,4.64206233622192e-06,"scaffold_557",413,NA,NA,"LITAF-like zinc ribbon domain","Y",184046,"A",0.363599236,"A","A","A"
"545","g2153",3.65807160226245,-4.71142934417588,7.00039791870983,1.35526972945962e-07,4.66237654268593e-06,"scaffold_1275",1472,NA,NA,NA,"N",17055,"A",1.280011468,"A","A","A"
"546","g16230",6.38436530236367,1.53718728960539,7.00060098484513,1.35892022354062e-07,4.66637276028627e-06,"scaffold_54",669,"TBB_PSEAM","A0A2P8YDV6","Tubulin/FtsZ family, GTPase domain","Y",1412569,"A",0.132418539,"A","A","A"
"547","g11608",4.06577484917036,-3.89581588140806,6.99832388069836,1.36204519281911e-07,4.66684756769664e-06,"scaffold_289",504,NA,NA,"Immunoglobulin I-set domain","Y",477085,"A",-0.536710729,"A","A","A"
"548","g9906",4.04707815453308,1.41788000368063,6.99770831326931,1.36403673107779e-07,4.66684756769664e-06,"scaffold_80",1045,"KRUP_DROME",NA,"C2H2-type zinc finger,Zinc finger, C2H2 type","Y",1236135,"A",0.12319606,"A","A","A"
"549","g3042",8.52077572335068,2.95055750697809,7.00254441044075,1.36847573277764e-07,4.67350665097411e-06,"scaffold_36",861,NA,NA,NA,"N",1654184,"A",-0.216133518,"A","A","A"
"550","g10789",-2.54075143718372,3.37303313160773,-6.99407812560979,1.37577520625934e-07,4.68989260766479e-06,"scaffold_270",2616,"ESTF_MYZPE","A0A195EV77","Carboxylesterase family","Y",511095,"A",-0.121599868,"A","A","A"
"551","g6050",4.40855611715547,-3.58927321741097,6.96929652122456,1.45966497379225e-07,4.96683459049562e-06,"scaffold_5",249,NA,NA,NA,"N",2912966,"A",-0.512436051,"A","A","A"
"552","g11635",10.1775283957865,4.74297224701088,6.96798349220888,1.50956366049525e-07,5.12732048380895e-06,"scaffold_486",1429,NA,"D7ELR4","Microtubule associated protein (MAP65/ASE1 family)","Y",237105,"A",0.5949879,"A","A","A"
"553","g3153",7.14201291605148,-0.556739047180973,6.95660170388555,1.51372683006847e-07,5.13216353290302e-06,"scaffold_338",1287,NA,NA,NA,"N",393854,"A",-0.665897518,"A","A","A"
"554","g20805",2.30992881470937,6.0126986337323,6.95220469538164,1.52010849493583e-07,5.14449714287941e-06,"scaffold_97",1224,NA,NA,"PHAX RNA-binding domain","Y",1135984,"A",0.163850329,"A","A","A"
"555","g12930",8.49619893336017,2.53817714897956,6.94816830427116,1.55784650709755e-07,5.2627142633463e-06,"scaffold_83",1676,"ZNT9_DANRE","T1I1C7","Cation efflux family","Y",1220338,"A",-0.074680648,"A","A","A"
"556","g4324",10.0280212205502,2.77443754193097,6.93666257505858,1.62444262279308e-07,5.47781919689704e-06,"scaffold_264",920,NA,NA,NA,"N",514375,"A",-0.090207091,"A","A","A"
"557","g10125",6.18393017341554,3.19583761349437,6.90968031453917,1.68713034851152e-07,5.67899585354444e-06,"scaffold_130",513,NA,"A0A154PFP1","Cysteine-rich secretory protein family","Y",951268,"A",-0.102713299,"A","A","A"
"558","g14839",8.64469663562925,0.876053637707883,6.91187860657469,1.70120271527946e-07,5.71610209834669e-06,"scaffold_361",671,NA,NA,"Cysteine-rich secretory protein family","Y",370872,"A",0.292585311,"A","A","A"
"559","g19037",5.71661496101185,-2.71551614628037,6.90280118665477,1.71319345648319e-07,5.74609375949971e-06,"scaffold_682",426,NA,NA,NA,"N",90845,"A",0.07087511,"A","A","A"
"560","g15792",6.63648582231185,-1.11850111452594,6.90247349541499,1.71904099199067e-07,5.75541063550591e-06,"scaffold_59",514,NA,NA,NA,"N",1359663,"A",-0.669052076,"A","A","A"
"561","g22473",1.98076649561658,6.83339164147808,6.8785214313073,1.81277916299397e-07,6.0584307534713e-06,"scaffold_228",835,"DHRS4_RABIT","A0A1S4ECP8","Enoyl-(Acyl carrier protein) reductase","Y",623082,"A",-0.114017688,"A","A","A"
"562","g14827",2.86416603021687,3.03817829573764,6.86774821950396,1.86015959794271e-07,6.20571749142845e-06,"scaffold_361",1009,"TBPL1_XENLA","N6U3Q4","Transcription factor TFIID (or TATA-binding protein, TBP)","Y",370872,"A",0.292585311,"A","A","A"
"563","g12468",9.8225733187243,0.744416878572149,6.87653691428307,1.87238067006032e-07,6.23539346056145e-06,"scaffold_50",940,NA,NA,NA,"N",1438737,"A",0.149509353,"A","A","A"
"564","g15077",-2.83311124848918,3.58383015377562,-6.85837044004941,1.90243078108721e-07,6.31609772826757e-06,"scaffold_68",997,"ESTE_MYZPE","A0A088A7H8","Carboxylesterase family","Y",1306168,"A",-0.331814928,"A","A","A"
"565","g241",8.65588813717818,1.45799387274879,6.86510127130637,1.90335229424032e-07,6.31609772826757e-06,"scaffold_137",1007,NA,NA,NA,"N",931543,"A",0.060769954,"A","A","A"
