seq	length	PV04.asn	PV13.asn	PV21.asn	PV23.asn	b.status.asn	A.lo	B.lo	A.st	B.st	AB.ratio.st	AB.ratio.lo	b.status.kmer	b.status.old.final	norm_cov_PV04	norm_cov_PV13	norm_cov_PV21	norm_cov_PV23	fraction_of_B_windows	cov.b.status	b.status.final	assignment_changes
scaffold_573	169941	Y	Y	Y	Y	A	137198	30499	139126	28571	-2.28372849541484	-2.16938881841427	A	A	1.85357497314561	1.88201372058908	2.03210943639937	2.03358247647452	0	A	A	A -> A
scaffold_574	169292	Y	Y	Y	Y	A	160170	8071	168211	30	-12.4057247930851	-4.31054297741233	A	A	2.19710370044082	2.51165787135147	2.297671115835	2.21454990833232	0	A	A	A -> A
scaffold_575	169281	Y	Y	Y	Y	A	166360	1878	167514	724	-7.85209357589117	-6.46820838521456	A	A	2.280891488401	2.2228233426409	2.36712121785706	2.41941859785345	0	A	A	A -> A
scaffold_576	167038	Y	Y	Y	Y	A	162671	1682	163980	373	-8.77627467821117	-6.5947869608752	A	A	1.87868054152577	1.88082798785351	1.91426040678238	1.83920041631407	0	A	A	A -> A
scaffold_577	166526	Y	Y	Y	Y	A	162645	674	163265	54	-11.5355051431252	-7.9126321246986	A	A	1.79591228192195	1.92305268426391	1.92360016343336	1.8904041715743	0	A	A	A -> A
scaffold_578	166382	Y	Y	Y	Y	A	160371	5241	165578	34	-12.2078771682699	-4.93516111389036	A	A	2.27152882886165	2.1058833449476	2.13208456655345	2.09749569454201	0	A	A	A -> A
scaffold_579	164536	Y	Y	Y	Y	A	163211	472	163658	25	-12.6198936981122	-8.43069123502471	A	A	2.1244766292306	2.09793406680616	2.19492492163832	2.12383484291907	0	A	A	A -> A
scaffold_580	163456	Y	Y	Y	Y	A	155732	4945	160617	60	-11.3625367174974	-4.97666863558007	A	A	1.82509121660037	1.82154226326494	1.86339760054984	1.84221409315123	0	A	A	A -> A
scaffold_581	161916	Y	Y	Y	Y	A	128190	30173	132755	25608	-2.37405424243309	-2.08691711279512	A	A	1.50121305658686	1.7452605040225	1.47725007377917	1.50849064107958	0	A	A	A -> A
scaffold_582	157587	Y	Y	Y	Y	A	147810	8569	156142	237	-9.35769060490841	-4.10831462335762	A	A	2.30310464876227	2.59315203285206	2.28389094154802	2.33052489450789	0	A	A	A -> A
scaffold_583	155334	Y	Y	Y	Y	A	145038	5133	150111	60	-11.2649424479331	-4.82021377714481	A	A	2.57914074376443	2.52586447943693	2.65053997015412	2.56540306945372	0	A	A	A -> A
scaffold_584	155215	Y	Y	Y	Y	A	139906	8647	147686	867	-7.41063208190036	-4.01595781371264	A	A	3.62595469005124	4.02030780391499	3.8408094160063	3.85601162449697	0	A	A	A -> A
scaffold_585	154826	Y	Y	Y	Y	A	145584	8652	154211	25	-12.534115789168	-4.07251750569402	A	A	2.766625846893	2.42619165769347	2.37098080184055	2.38644324606136	0.0625	A	A	A -> A
scaffold_586	154716	Y	Y	Y	Y	A	126848	26582	153338	92	-10.6872063397827	-2.25453631318497	A	A	2.05973997334985	2.04608190529543	1.97031523174395	2.02343411427361	0	A	A	A -> A
scaffold_587	153686	Y	Y	Y	Y	A	145496	7283	152631	148	-10.0005294155015	-4.32011467399736	A	A	2.28107276241953	2.17734524999103	2.20220494754175	2.16064594568175	0	A	A	A -> A
scaffold_588	152674	Y	Y	Y	Y	A	137026	13938	150847	117	-10.3200929938883	-3.29726122251308	A	A	1.94795607886193	1.76032635928112	1.71350521601437	1.78545206829698	0	A	A	A -> A
scaffold_589	152275	Y	Y	Y	Y	A	146003	2241	148064	180	-9.67602524017515	-6.02507780608677	A	A	1.9708110466753	1.88875333526527	2.00016878177262	1.9310497075547	0	A	A	A -> A
scaffold_590	151177	Y	Y	Y	Y	A	141624	8574	145959	4239	-5.10536498102128	-4.04579547453507	A	A	3.68908563706999	4.37684027168662	4.2566122999388	4.19163231724205	0	A	A	A -> A
scaffold_591	150290	Y	Y	Y	Y	A	133690	15220	139871	9039	-3.95164060548312	-3.1347672970483	A	A	1.96882237298951	1.99901444304341	1.89846833829303	1.87988237019176	0	A	A	A -> A
scaffold_592	149883	Y	Y	Y	Y	A	144805	4424	149102	127	-10.1859497598354	-5.03230011594296	A	A	2.37044923646692	2.27031564637191	2.38859099514902	2.24740665917225	0	A	A	A -> A
scaffold_593	149843	Y	Y	Y	Y	A	138546	10625	149167	4	-14.8646504567457	-3.7047049490102	A	A	2.08737521035477	2.06326354112048	2.05168749623712	2.04467651802734	0	A	A	A -> A
scaffold_594	149234	Y	Y	Y	Y	A	123341	22617	128783	17175	-2.9064873641229	-2.4471208754715	A	A	1.88168909408254	1.84355883102647	1.82610409582947	1.83943976495761	0	A	A	A -> A
scaffold_595	148851	Y	Y	Y	Y	A	144693	1642	145595	740	-7.618281462644	-6.46052880862165	A	A	1.97015183079031	1.87337560991054	2.04341108108598	2.0405782650961	0	A	A	A -> A
scaffold_596	147873	Y	Y	Y	Y	A	145244	1110	146354	0	-17.1591125085469	-7.03048587334284	A	A	3.10144010910297	3.07373589448107	3.23908325339946	2.91873985130636	0	A	A	A -> A
scaffold_597	146843	Y	Y	Y	Y	A	138824	7150	145277	697	-7.70137349494204	-4.27897858239201	A	A	2.01689719672941	2.04399968856319	1.98721946423551	2.00814176401267	0	A	A	A -> A
scaffold_598	145113	Y	Y	Y	Y	A	127403	15785	130074	13114	-3.31005399459907	-3.0126930139805	A	A	2.3688800055052	2.25728156374875	2.23686100389937	2.08549677685636	0	A	A	A -> A
scaffold_599	144944	Y	Y	Y	Y	A	142040	1048	143031	57	-11.2679974310446	-7.08114893425843	A	A	1.90090222647624	1.86429095951289	1.91321992367265	1.9567936916535	0	A	A	A -> A
scaffold_600	144795	Y	Y	Y	Y	A	141668	2867	144527	8	-13.9710644920035	-5.62633526810437	A	A	2.23770996377832	2.24104730641085	2.44824487414871	2.41667584461569	0	A	A	A -> A
scaffold_601	143632	Y	Y	Y	Y	A	134073	7482	141090	465	-8.24208029312888	-4.16326890762179	A	A	1.87608480503475	1.94528404232051	1.8264550450114	1.84544051439961	0	A	A	A -> A
scaffold_602	142953	Y	Y	Y	Y	A	141166	887	142042	11	-13.5310057097547	-7.31262748351886	A	A	1.96385000844547	1.89237041208194	1.99251877350158	2.12748594796266	0	A	A	A -> A
scaffold_603	141361	Y	Y	Y	Y	A	138452	2083	140533	2	-15.5155971838578	-6.0538972265221	A	A	2.49369017009803	2.24592394157523	2.53072167286556	2.53493952872046	0	A	A	A -> A
scaffold_604	140827	Y	Y	Y	Y	A	114567	23693	122351	15909	-2.94303194352495	-2.27361046231298	A	A	1.3780611702294	1.48532276515823	1.77366326297398	1.76290066635168	0	A	A	A -> A
scaffold_605	140797	Y	Y	Y	Y	A	123836	15918	126594	13160	-3.26587940786035	-2.95962081056373	A	A	0.683145593654011	1.48508343695715	0.55545949851209	0.535196945752347	0	A	A	A -> A
scaffold_606	139445	Y	Y	Y	Y	A	128758	8597	137143	212	-9.33062236039574	-3.90452835681011	A	A	2.13681380552897	3.25813122132288	3.15687924443885	2.95653445920313	0	A	A	A -> A
scaffold_607	138163	Y	Y	Y	Y	A	102987	34499	119985	17501	-2.77727438441073	-1.57780797963753	A	B2	2.21198666956225	1.99486558488067	1.87295961938364	1.83484207022877	0	A	A	B2 -> A
scaffold_608	137419	Y	Y	Y	Y	A	131061	5756	132088	4729	-4.80352633421628	-4.5087884299879	A	A	1.82066244661256	1.89314233045097	2.06045356014931	2.07494606112374	0	A	A	A -> A
scaffold_609	137329	Y	Y	Y	Y	A	129165	6399	135094	470	-8.16403150490071	-4.33501064814064	A	A	2.98789563007231	2.59854115763387	2.75775187438578	2.9921431946245	0	A	A	A -> A
scaffold_610	136244	Y	Y	Y	Y	A	127010	4680	131629	61	-11.0519324974905	-4.76199287414924	A	A	1.90382365321558	1.85691551012061	1.91169162298799	1.84903003121123	0	A	A	A -> A
scaffold_611	135972	Y	Y	Y	Y	A	130534	2795	131785	1544	-6.41444646855124	-5.54492851368314	A	A	2.71675259597674	2.47447060473616	2.78383808373129	2.73392761135149	0	A	A	A -> A
scaffold_612	135418	Y	Y	Y	Y	A	134091	475	134557	9	-13.7159405469471	-8.13804587898566	A	A	2.03449733364434	2.04967753967877	2.0803358650808	2.15535676464496	0	A	A	A -> A
scaffold_613	134743	Y	Y	Y	Y	A	121026	11983	124401	8608	-3.85302020201967	-3.33614750125298	A	A	1.91052493290543	1.86308932481119	1.89492066442526	1.84221755695875	0	A	A	A -> A
scaffold_614	134293	Y	Y	Y	Y	A	121685	7651	126862	2474	-5.67969902848223	-3.99118251132061	A	A	2.14436204525163	2.08858877174317	1.959158443435	1.97780185405432	0	A	A	A -> A
scaffold_615	133896	Y	Y	Y	Y	A	126358	6712	132947	123	-10.0663062382611	-4.23442697217365	A	A	2.57758585557978	3.33769603315445	2.81262755705951	2.63995363700475	0	A	A	A -> A
scaffold_616	132337	Y	Y	Y	Y	A	130999	623	131610	12	-13.3054808303403	-7.71380506733729	A	A	2.13251372053804	2.09744090604296	2.23323899924872	2.15690173232818	0	A	A	A -> A
scaffold_617	129997	Y	Y	Y	Y	A	126203	2902	129101	4	-14.6562237300608	-5.44206925466556	A	A	2.35537095826494	2.18987853740906	2.3375816205721	2.13071120541102	0	A	A	A -> A
scaffold_618	128783	Y	Y	Y	Y	A	110820	5171	113749	2242	-5.66429311466187	-4.42136520508545	A	A	2.67991811502875	2.38015757877317	2.13967239677131	2.15875211642168	0.0769	A	A	A -> A
scaffold_619	128720	Y	Y	Y	Y	A	113724	13912	119915	7721	-3.95690580117481	-3.03104399400299	A	A	2.03761121673964	2.05985446616707	1.87097909884764	1.88986235582954	0	A	A	A -> A
scaffold_620	128596	Y	Y	Y	Y	A	109600	18449	120638	7411	-4.02468968340014	-2.570568240116	A	B3	1.90509399014551	2.11571313747656	1.83244060534013	1.82863921135643	0	A	A	B3 -> A
scaffold_621	128043	Y	Y	Y	Y	A	115335	5601	118875	2061	-5.84926933433938	-4.3637571002283	A	A	1.94226026774307	1.87901321253005	1.92249648913679	1.99876655383262	0	A	A	A -> A
scaffold_622	127333	Y	Y	Y	Y	A	120873	3656	124353	176	-9.45648783872287	-5.04669951731869	A	A	1.96246818511894	1.9482437357327	1.95751002337788	1.975658675543	0	A	A	A -> A
scaffold_623	126812	Y	Y	Y	Y	A	116566	8554	124679	441	-8.1399679751213	-3.7682477558906	A	A	1.59997141533091	1.62348468113377	1.62881121382725	1.62391697486111	0	A	A	A -> A
scaffold_624	126034	Y	Y	Y	Y	A	112888	4182	116971	99	-10.1919475127993	-4.75422310732264	A	A	1.98891607801016	2.12714390207007	2.08217018355498	2.02504188979694	0	A	A	A -> A
scaffold_625	125629	Y	Y	Y	Y	A	115043	9060	119143	4960	-4.58593153289145	-3.66637165369405	A	A	3.40320552521442	3.3219837828702	3.8248570598802	3.69779842015623	0	A	A	A -> A
scaffold_626	125584	Y	Y	Y	Y	A	108453	10212	118560	105	-10.1273495410591	-3.40860464792557	A	A	2.23654925297288	2.24771408192632	2.32262819624791	2.345099489051	0.0769	A	A	A -> A
scaffold_627	125258	Y	Y	Y	Y	A	124038	425	124312	151	-9.67569013473556	-8.18572465434174	A	A	2.57854013186483	2.29630239867723	2.63675801947792	2.60143622160925	0	A	A	A -> A
scaffold_628	125154	Y	Y	Y	Y	A	95606	11277	106266	617	-7.42587110052479	-3.08360500294101	A	A	1.38062421410206	1.39989805489424	1.27860249096942	1.33770081724268	0	A	A	A -> A
scaffold_629	125041	Y	Y	Y	Y	A	124281	313	124594	0	-16.9268866485777	-8.62863708878048	A	A	2.09245870020601	2.07192699137955	2.15072829419192	2.15658475023404	0	A	A	A -> A
scaffold_630	122451	Y	Y	Y	Y	A	116125	5920	119549	2496	-5.58127449855814	-4.2937063562073	A	A	1.81708641376453	1.98424614859755	1.83976920770295	1.89693794043816	0	A	A	A -> A
scaffold_631	120186	Y	Y	Y	Y	A	114601	3876	118467	10	-13.3947062737767	-4.88554767648467	A	A	2.14779457728616	2.30184831978824	2.1994931083755	2.23001753293221	0	A	A	A -> A
scaffold_632	119487	Y	Y	Y	Y	A	72330	45885	95971	22244	-2.10913245988993	-0.656560048721432	A	B2	2.14418920356086	1.87447255237001	1.30525330709982	1.29874685695976	0.1667	Bc	Bc	B2 -> Bc
scaffold_633	118775	Y	Y	Y	Y	A	114938	2918	116875	981	-6.89503996898437	-5.29925038144291	A	A	2.03615286927037	2.0583666173343	2.27107813996934	2.00684761889246	0	A	A	A -> A
scaffold_634	118235	Y	Y	Y	Y	A	106428	10285	115211	1502	-6.26030217020752	-3.37113734910008	A	A	1.81580554147977	1.85861915898494	1.74031397209124	1.76958623199031	0	A	A	A -> A
scaffold_635	117804	Y	Y	Y	Y	A	93102	3763	94239	2626	-5.16485143358419	-4.62848912241799	A	A	1.75906636888564	1.63999100580843	1.83231538196703	1.75971260528845	0	A	A	A -> A
scaffold_636	115400	Y	Y	Y	Y	A	111557	1459	112322	694	-7.33642468058785	-6.25568179589636	A	A	2.1265971322936	2.20052750416676	2.21519369133189	2.36427198227407	0	A	A	A -> A
scaffold_637	115262	Y	Y	Y	Y	A	110916	3056	113844	128	-9.78548414963076	-5.18122013863189	A	A	2.03092887662732	2.04704052652204	2.06082982764093	2.00418709982242	0	A	A	A -> A
scaffold_638	114408	Y	Y	Y	Y	A	92938	21094	113965	67	-10.7107811159312	-2.13938303434321	A	A	2.16229238218569	2.07330314593173	1.89668509675945	1.95580165854771	0	A	A	A -> A
scaffold_639	114041	Y	Y	Y	Y	A	113133	363	113383	113	-9.95796753133487	-8.27987839981645	A	A	2.01960631596069	1.98393677445159	2.12233390558392	2.05151762003291	0	A	A	A -> A
scaffold_640	113869	Y	Y	Y	Y	A	91465	22030	110954	2541	-5.44786684105123	-2.05370057907028	A	B3	1.93093591451933	2.03826440532531	1.73141573858611	1.8023083356414	0	A	A	B3 -> A
scaffold_641	112485	Y	Y	Y	Y	A	109320	2088	111392	16	-12.6778362089291	-5.70961425927396	A	A	2.01532242929264	1.99873373800734	2.15658915272427	2.18927972107724	0	A	A	A -> A
scaffold_642	110194	Y	Y	Y	Y	A	104753	1216	105951	18	-12.4451237819534	-6.42753235557596	A	A	1.56162190567348	1.57252196937904	1.84855554951546	1.94521904886036	0	A	A	A -> A
scaffold_643	109919	Y	Y	Y	Y	A	102926	5526	108446	6	-13.9192756962609	-4.21898105951844	A	A	2.06105785061925	1.92660958186261	1.91685622566812	1.9410544619199	0	A	A	A -> A
scaffold_644	109125	Y	Y	Y	Y	A	102333	5360	105020	2673	-5.29553456239298	-4.25463960818261	A	A	2.11311419470307	1.99861316050764	2.19492377759353	2.23000611698701	0	A	A	A -> A
scaffold_645	109006	Y	Y	Y	Y	A	92879	15221	94929	13171	-2.84938966610827	-2.60921004696783	A	A	1.64747429249991	1.50745505525463	1.79865494278318	1.68828367416158	0	A	A	A -> A
scaffold_646	108809	Y	Y	Y	Y	A	101796	5725	106811	710	-7.23100846330316	-4.15202356465365	A	A	1.89650391648027	1.91432644844768	1.94519753485354	1.93861003689447	0	A	A	A -> A
scaffold_647	108324	Y	Y	Y	Y	A	105643	2182	107745	80	-10.3774247827479	-5.59675489187692	A	A	1.63314633867531	1.93560165881511	1.92005411219353	1.85735008568225	0	A	A	A -> A
scaffold_648	107629	Y	Y	Y	Y	A	98397	555	98949	3	-14.5944120868222	-7.46740029902252	A	A	1.60418195808658	1.52534546092456	1.54286291827391	1.6338448595833	0	A	A	A -> A
scaffold_649	107491	Y	Y	Y	Y	A	104586	865	104997	454	-7.85027958707489	-6.91612079770896	A	A	1.9008430115012	1.88759745212738	2.10001318370965	2.09529051244948	0	A	A	A -> A
scaffold_650	107074	Y	Y	Y	Y	A	89483	17347	106813	17	-12.5348162249532	-2.36686039904429	A	A	2.26430961265148	2.13154093286719	2.1600916833748	2.08355093317377	0	A	A	A -> A
scaffold_651	106954	Y	Y	Y	Y	A	96300	9444	102848	2896	-5.14982427178517	-3.34992807752158	A	A	2.05484710286242	1.97271221485756	1.93387994980944	1.92984097314895	0	A	A	A -> A
scaffold_652	106700	Y	Y	Y	Y	A	96382	9899	103991	2290	-5.50435127868835	-3.2832782765394	A	A	2.08964824189192	2.03532634386201	1.92671802308759	1.95404084014521	0	A	A	A -> A
scaffold_653	106456	Y	Y	Y	Y	A	103118	2064	105057	125	-9.70354657606904	-5.64202458642595	A	A	1.67016923357782	1.74129381551528	1.77901743262638	1.78632223932082	0	A	A	A -> A
scaffold_654	105793	Y	Y	Y	Y	A	104426	850	105276	0	-16.6838307578058	-6.93911992720632	A	A	2.01892689634934	1.99176918691116	2.3440661270645	2.26482525115934	0	A	A	A -> A
scaffold_655	105415	Y	Y	Y	Y	A	103083	467	103481	69	-10.5297372999108	-7.78309617958693	A	A	17.1949154855804	18.8704033738087	22.3834951433095	20.5781382142841	0	A	A	A -> A
scaffold_656	105373	Y	Y	Y	Y	A	104823	114	104937	0	-16.6791776736508	-9.83211949072017	A	A	4.99214503005394	4.48845473744458	5.01031214783992	5.06879936726953	0	A	A	A -> A
scaffold_657	105169	Y	Y	Y	Y	A	89966	11952	98937	2981	-5.05217257343886	-2.91202316064897	A	A	1.86262188349346	1.81066433752818	1.80487663347677	1.76817537535047	0	A	A	A -> A
scaffold_658	104674	Y	Y	Y	Y	A	85698	18405	104021	82	-10.291489724671	-2.21910223636051	A	A	2.36814095575426	2.12923000362922	2.20205956007858	2.21127599164061	0	A	A	A -> A
scaffold_659	103558	Y	Y	Y	Y	A	81878	20296	84419	17755	-2.24927821551996	-2.01222697713588	A	A	1.84212788318976	1.90245443276282	1.8678708532092	1.85041967270417	0	A	A	A -> A
scaffold_660	103362	Y	Y	Y	Y	A	85362	14560	95573	4349	-4.45753089400723	-2.55150144084198	A	A	1.72790656409259	1.71830840473192	1.59402814618391	1.65816321543199	0	A	A	A -> A
scaffold_661	103296	Y	Y	Y	Y	A	94796	2618	96153	1261	-6.25156305939811	-5.17775343869363	A	A	2.02430060414971	2.13704864167706	2.21869271482871	2.24118376288011	0	A	A	A -> A
scaffold_662	103016	Y	Y	Y	Y	A	81081	2020	82863	238	-8.4375910351501	-5.32624044848779	A	A	1.73812575390752	2.07521145998162	1.79626402044479	1.77208521125822	0	A	A	A -> A
scaffold_663	101923	Y	Y	Y	Y	A	101576	115	101691	0	-16.6338466628329	-9.77423325009705	A	A	2.26549010173806	2.2841220006402	2.32328145881015	2.25395271406122	0	A	A	A -> A
scaffold_664	101657	Y	Y	Y	Y	A	91170	9912	95489	5593	-4.09339749876825	-3.20118136412783	A	A	1.99917848605986	1.86485240336024	2.00819749356477	2.08995110853727	0	A	A	A -> A
scaffold_665	99346	Y	Y	Y	Y	A	97227	1898	97374	1751	-5.79647674312258	-5.67806003454773	A	A	2.21642869207815	2.11086387853189	2.31246389823643	2.20371169292429	0	A	A	A -> A
scaffold_666	99054	Y	Y	Y	Y	A	96554	72	96625	1	-15.5601238193768	-10.3692387902382	A	A	3.59252951222716	4.76126507956661	4.26712586999332	4.75423939783966	0	A	A	A -> A
scaffold_667	98497	Y	Y	Y	Y	A	86273	9056	88450	6879	-3.68439798363757	-3.25182068382649	A	A	1.74688549818892	1.67035667590962	1.82023732909202	1.84413626810473	0	A	A	A -> A
scaffold_668	98003	Y	Y	Y	Y	A	97363	409	97686	86	-10.1329354675585	-7.89162071947631	A	A	2.78232663326014	2.65763667924367	2.64712036376199	2.67591912543378	0.1	A	A	A -> A
scaffold_669	97920	Y	Y	Y	Y	A	82647	14316	86956	10007	-3.11914847390225	-2.52925068778713	A	A	2.45450087269861	2.24659708444751	2.51363037756263	2.40556607308689	0	A	A	A -> A
scaffold_670	96700	Y	Y	Y	Y	A	86558	8733	95254	37	-11.2915796887473	-3.30896939584318	A	A	2.24711803014095	2.29970565345031	2.05559505000324	2.03926815360302	0.1	A	A	A -> A
scaffold_671	96413	Y	Y	Y	Y	A	92630	3233	94067	1796	-5.71004171725239	-4.84010350439732	A	A	2.05664639753768	2.11831839632013	2.08153150388505	2.08632268365402	0	A	A	A -> A
scaffold_672	95681	Y	Y	Y	Y	A	81775	13149	91083	3841	-4.56726822543321	-2.63661469693318	A	A	2.13695963065143	2.11912787356182	1.86753866198579	1.85790482086707	0.1	A	A	A -> A
scaffold_673	95501	Y	Y	Y	Y	A	94580	299	94863	16	-12.4461102401395	-8.30044408446965	A	A	2.06954957491132	2.06799473141968	2.11856669641902	2.07083921210838	0	A	A	A -> A
scaffold_674	95006	Y	Y	Y	Y	A	87058	6319	93364	13	-12.7032392816267	-3.78399698524247	A	A	9.00053919636658	11.1356097296218	10.6350063041088	10.3636742208247	0	A	A	A -> A
scaffold_675	93493	Y	Y	Y	Y	A	71947	21223	90578	2592	-5.12648250069398	-1.7612580030176	A	A	2.18136722782126	1.86212388917373	1.87115278389094	1.72373873800485	0.1	A	A	A -> A
scaffold_676	93060	Y	Y	Y	Y	A	70697	21982	76983	15696	-2.29406977530584	-1.68528111971488	A	B3	1.92937747499202	2.05934053579407	1.69797619694772	1.75899998370778	0	A	A	B3 -> A
scaffold_677	92898	Y	Y	Y	Y	A	84700	7819	92518	1	-15.4974620521077	-3.43713848981096	A	A	1.87655856464538	2.10839318961365	1.85185221555668	1.84764919597908	0	A	A	A -> A
scaffold_678	92821	Y	Y	Y	Y	A	81605	9192	84080	6717	-3.64567612711245	-3.15006758309713	A	A	7.23757783908563	9.52078637147368	11.6822588875659	12.0921403085746	0	A	A	A -> A
scaffold_679	92631	Y	Y	Y	Y	A	79708	11971	89369	2310	-5.27320145939042	-2.73507844518943	A	A	2.20371300414766	2.01776081459463	1.95235496604198	2.01300933544046	0	A	A	A -> A
scaffold_680	91533	Y	Y	Y	Y	A	90325	1027	91224	128	-9.46591436993595	-6.45722915219214	A	A	2.27520090835726	2.27144702779767	2.5257830159067	2.22927320419036	0	A	A	A -> A
scaffold_681	91478	Y	Y	Y	Y	A	80268	10003	85566	4705	-4.18448128455362	-3.00426596183206	A	A	2.14357787662106	2.12654633704764	2.09674238027016	1.94132129881556	0	A	A	A -> A
scaffold_682	90845	Y	Y	Y	Y	A	81606	4216	85657	165	-9.01126094082062	-4.27440398076303	A	A	1.82172794324644	1.72656862868624	1.83218585108976	1.78224637090862	0	A	A	A -> A
scaffold_683	90809	Y	Y	Y	Y	A	88751	1725	90476	0	-16.4652634733679	-5.6842752609464	A	A	1.83954431995195	1.97577945621971	1.88725272374326	1.90494045194611	0	A	A	A -> A
scaffold_684	90004	Y	Y	Y	Y	A	61467	28235	68723	20979	-1.71179933138162	-1.12229981810131	A	B3	1.86630369911604	1.95691685315722	1.86522674625568	1.78769318496554	0	A	A	B3 -> A
scaffold_685	89893	Y	Y	Y	Y	A	75733	13354	78742	10345	-2.92807858158655	-2.50356115276017	A	A	1.79843956900992	1.76862851393491	1.53802368380905	1.57282277145097	0	A	A	A -> A
scaffold_686	89670	Y	Y	Y	Y	A	80355	7006	85880	1481	-5.85672163730664	-3.5195369493399	A	A	2.25489076148949	2.20722630309973	2.33195638581574	2.29038270418221	0	A	A	A -> A
scaffold_687	89331	Y	Y	Y	Y	A	76754	11306	80455	7605	-3.40299016975099	-2.76304453323305	A	A	1.58984145453939	1.544127590878	1.65188537764349	1.63911906171311	0	A	A	A -> A
scaffold_688	88807	Y	Y	Y	Y	A	87203	1372	87378	1197	-6.1885867818619	-5.98899078155834	A	A	1.85096559878385	1.85522388397235	2.17835435384882	2.12107362090907	0	A	A	A -> A
scaffold_689	88743	Y	Y	Y	Y	A	86363	1556	87776	143	-9.25163034141151	-5.79358921465671	A	A	1.67468047970272	1.85377309674905	1.78661970198156	1.60584564753417	0	A	A	A -> A
scaffold_690	88239	Y	Y	Y	Y	A	85663	2354	87121	896	-6.60178527802572	-5.18489007914063	A	A	2.03738090322742	2.03034871984073	2.18284195187133	2.07137728973536	0	A	A	A -> A
scaffold_691	87248	Y	Y	Y	Y	A	80022	6724	82155	4591	-4.16117139450255	-3.5728085424299	A	A	2.18774009638263	2.26020738977512	2.11500931246733	2.07546518805744	0	A	A	A -> A
scaffold_692	86885	Y	Y	Y	Y	A	74741	9074	83815	0	-16.3549380520814	-3.04194962068196	A	A	5.70074466110725	5.96931636713488	5.49829542587271	5.37844213819059	0	A	A	A -> A
scaffold_693	86638	Y	Y	Y	Y	A	85451	131	85582	0	-16.3850366311828	-9.33843251869645	A	A	2.06093250505164	2.15186033416136	2.1851212121035	2.24601211778911	0	A	A	A -> A
scaffold_694	86561	Y	Y	Y	Y	A	63114	9797	72070	841	-6.41945481965933	-2.6874237221648	A	A	1.58243863479492	1.70337453409668	1.59365688385106	1.56603253736801	0	A	A	A -> A
scaffold_695	85259	Y	Y	Y	Y	A	77246	7000	83537	709	-6.87846976922046	-3.46384599319538	A	A	1.98413023123907	1.99395282766205	1.89898384117893	1.97961916037154	0	A	A	A -> A
scaffold_696	84438	Y	Y	Y	Y	A	71556	11385	75663	7278	-3.37779487737946	-2.65183189937529	A	A	1.93561048239276	1.64258771248266	1.83012087794969	1.98890572418	0	A	A	A -> A
scaffold_697	83650	Y	Y	Y	Y	A	81351	1848	83026	173	-8.8983494542782	-5.45936068444642	A	A	2.02008312011127	2.11895916785636	1.96447409158386	1.9687989558499	0	A	A	A -> A
scaffold_698	83275	Y	Y	Y	Y	A	74551	7865	82330	86	-9.88620463300323	-3.24454496468841	A	A	1.99258300020644	1.28378537438053	1.32498708685486	1.47894665385012	0	A	A	A -> A
scaffold_699	81512	Y	Y	Y	Y	A	70649	1185	71824	10	-12.67276684867	-5.89651364556266	A	A	1.63909147591373	0.962693165932819	1.06101726552291	1.15764530394941	0	A	A	A -> A
scaffold_700	81260	Y	Y	Y	Y	A	80550	483	80793	240	-8.38907120149886	-7.37875164164848	A	A	5.8633877388452	4.93438881549879	5.58102996141936	5.50745368937258	0	A	A	A -> A
scaffold_701	81196	Y	Y	Y	Y	A	79535	746	80214	67	-10.2041215804922	-6.73435595515337	A	A	9.04994400965911	6.40420555992235	6.5546181713038	7.58399923245554	0	A	A	A -> A
scaffold_702	80915	Y	Y	Y	Y	A	70591	2363	72660	294	-7.94432245634009	-4.90020275541385	A	A	2.03951291531383	1.94162261375816	1.5801601872976	1.89760160460237	0	A	A	A -> A
scaffold_703	80589	Y	Y	Y	Y	A	76959	3352	80103	208	-8.58222753299992	-4.52058441086362	A	A	1.41769795244262	1.83718208704228	1.46117493156666	1.65168434372234	0	A	A	A -> A
scaffold_704	80440	Y	Y	Y	Y	A	79434	361	79794	1	-15.2840107287389	-7.77764130840624	A	A	3.04048007807368	2.56152357642311	3.30294696384728	2.87680114986849	0	A	A	A -> A
scaffold_705	80418	Y	Y	Y	Y	A	74138	4466	77423	1181	-6.03347890369927	-4.05285449620754	A	A	2.43978025094516	2.43645369967434	2.6642443924996	2.57999460546586	0	A	A	A -> A
scaffold_706	79982	Y	Y	Y	Y	A	79359	426	79785	0	-16.2838479993992	-7.53803214565375	A	A	2.37767697952443	2.34585646898506	2.40108511335997	2.36012683491096	0	A	A	A -> A
scaffold_707	79637	Y	Y	Y	Y	A	79153	189	79323	19	-11.9535417135483	-8.70251902915328	A	A	2.20876780586679	2.06520086220181	2.23557639194547	2.25521595333909	0	A	A	A -> A
scaffold_708	79252	Y	Y	Y	Y	A	75799	2807	76171	2435	-4.9666747377777	-4.75458300764126	A	A	2.01731532571364	1.94918766361336	2.00239757795965	2.02686382964858	0	A	A	A -> A
scaffold_709	78665	Y	Y	Y	Y	A	78037	405	78442	0	-16.2593570910402	-7.58655326661752	A	A	1.67384672409587	2.03073241601625	1.90169448131827	1.93470608840157	0	A	A	A -> A
