"seq","length","PV04.mapped","PV13.mapped","PV21.mapped","PV23.mapped","cov.13v21","cov.13v23","cov.04v21","cov.04v23","cov.04v13","cov.21v23","b.status","PV04.asn","PV13.asn","PV21.asn","PV23.asn","b.status.asn","b.status.cov.asn","A.lo","B.lo","A.st","B.st","AB.ratio.st","AB.ratio.lo","b.status.kmer","b.status.final"
"scaffold_208",669884,244621,239219,127876,136897,-0.1529958078556,-0.128330508863533,0.0327642149036774,0.0137079690687315,0.1062164334015,-0.00907790469336395,"A","Y","Y","Y","Y","A","A",628300,36106,651503,12903,-5.65788378772991,-4.12110541420324,"A","A"
"scaffold_209",669739,223791,297998,119832,171174,0.257703932743783,-0.133732755716969,-0.00189945394507136,-0.4370579443491,-0.339148765782249,-0.425180139808021,"A","Y","Y","Y","Y","A","A",639155,24107,662703,559,-10.2087220848627,-4.72858422040923,"A","A"
"scaffold_210",669642,338371,293480,133739,161946,0.0772578643452999,-0.0758228018640596,0.436144608403119,0.239342371214316,0.279343453766203,-0.186824029772624,"A","Y","Y","Y","Y","A","A",576739,89106,664778,1067,-9.28181935164094,-2.69431040902059,"A","A"
"scaffold_211",665263,239649,264780,141780,143407,-0.155442252758351,-0.0488935850924297,-0.145768303457032,-0.0829412918261263,-0.0698703813928508,0.0728054313909687,"A","Y","Y","Y","Y","A","A",631585,28523,646388,13720,-5.5579451115767,-4.46873097794283,"A","A"
"scaffold_212",664391,183746,219814,102001,109625,0.0511159578438369,0.0701331693796625,-0.0539081838037073,-0.0786126219750625,-0.184568953584197,-0.0147260733571855,"A","Y","Y","Y","Y","A","A",631439,23301,652350,2390,-8.09189048078191,-4.76011996317577,"A","A"
"scaffold_213",663385,250389,259373,133763,139228,-0.101233546724345,-0.0359934488613379,0.00145379345994447,0.0229722804185926,0.0231433697190854,0.0314968443056786,"A","Y","Y","Y","Y","A","A",606139,45841,645047,6933,-6.53957487312703,-3.7249091584445,"A","A"
"scaffold_214",663158,170504,231641,80399,87312,0.470052649716328,0.474061510275689,0.18151573108957,0.141802823998149,-0.368082653461603,-0.0297347093108981,"A","Y","Y","Y","Y","A","A",600323,56507,631987,24843,-4.66892778718861,-3.40921431219012,"A","A"
"scaffold_215",662663,211369,312522,114400,104694,0.393284162402733,0.644201386761794,-0.017361367220197,0.189833979061806,-0.490191500254504,0.217173700464826,"A","Y","Y","Y","Y","A","A",636579,24049,655433,5195,-6.97890527221003,-4.72623303214474,"A","A"
"scaffold_216",656822,254645,284378,125476,126299,0.123813941874851,0.23739227207462,0.118036772649103,0.187893418431845,-0.0853215792973443,0.079834950761356,"A","Y","Y","Y","Y","A","A",589623,58055,615564,32114,-4.26059200320521,-3.34427816868753,"A","A"
"scaffold_217",650882,267536,252998,108871,118190,0.159921347255879,0.164444051989874,0.394071883931272,0.354873038515404,0.154607057318529,-0.02922067295236,"A","Y","Y","Y","Y","A","A",576015,67870,596169,47716,-3.6431485311994,-3.08524171115115,"A","A"
"scaffold_218",649598,250704,292832,180779,195350,-0.360735143039767,-0.349558652384669,-0.431277573206841,-0.46382280077272,-0.150087080349593,-0.0225667026436057,"A","Y","Y","Y","Y","A","A",642750,3985,646031,704,-9.83976665506972,-7.33317442922132,"A","A"
"scaffold_219",649525,280488,287185,180269,187885,-0.384752009554437,-0.321440216584779,-0.265248929532241,-0.245658777210124,0.0399590966304703,0.0295686147848544,"A","Y","Y","Y","Y","A","A",624419,20163,632121,12461,-5.66459549932558,-4.95266298260669,"A","A"
"scaffold_220",644121,239913,270857,169617,180475,-0.381330351323875,-0.347838086576815,-0.40280496900793,-0.413034380415147,-0.101019074309153,-0.000250892111735477,"A","Y","Y","Y","Y","A","A",630963,3928,634851,40,-13.9185087723296,-7.32725171577059,"A","A"
"scaffold_221",641268,179362,239234,125632,139770,-0.127364011200982,-0.158203737949964,-0.389364425053238,-0.463925911270502,-0.341545977734505,-0.0645829425894296,"A","Y","Y","Y","Y","A","A",577443,58259,595096,40606,-3.87332449330669,-3.3091034354535,"A","A"
"scaffold_222",636692,255754,279385,128517,138768,0.0637113429667772,0.0760064738950166,0.0897586475168846,0.0583321118974798,-0.0534969850037536,-0.0214482167738961,"A","Y","Y","Y","Y","A","A",568324,65826,588158,45992,-3.67672000981524,-3.10996482439752,"A","A"
"scaffold_223",633436,261191,328936,123143,155494,0.36088616870989,0.147374458982958,0.181730908381281,-0.0755025883889713,-0.258700281956048,-0.247255219060051,"A","Y","Y","Y","Y","A","A",587925,41851,629692,84,-12.8548981679793,-3.81226610773373,"A","A"
"scaffold_224",632881,252476,264871,171317,179529,-0.427959043608039,-0.37249728216417,-0.343558070859893,-0.331817935185042,0.00485692140809453,0.021718630112614,"A","Y","Y","Y","Y","A","A",627496,1418,628906,8,-16.0925621664765,-8.78859016207637,"A","A"
"scaffold_225",632046,181354,243427,135149,147462,-0.207643517767426,-0.210425135996979,-0.478776339777215,-0.525279726298557,-0.350678416794077,-0.0365248032099464,"A","Y","Y","Y","Y","A","A",589465,36467,597413,28519,-4.38868515974976,-4.01470561612445,"A","A"
"scaffold_226",631026,199120,338595,143804,125580,0.178872165225521,0.497377963511998,-0.433500424085652,-0.15871660629225,-0.691919330126775,0.284762368676521,"A","Y","Y","Y","Y","A","A",617348,12421,629620,149,-12.0353054443712,-5.63511692696102,"A","A"
"scaffold_227",625897,270451,253644,149284,163071,-0.291835876279471,-0.296265828652226,-0.045730275177427,-0.0938817743568233,0.166562159532097,-0.0381731172921306,"A","Y","Y","Y","Y","A","A",610186,11111,617944,3353,-7.52545193809867,-5.77906103416203,"A","A"
"scaffold_228",623082,222912,253941,120427,133418,0.0197507688285433,-0.00503257649405632,-0.0147227478672561,-0.0832277548890748,-0.114018012061322,-0.0585266503148442,"A","Y","Y","Y","Y","A","A",543619,74893,585935,32577,-4.16877314905307,-2.85967648494537,"A","A"
"scaffold_229",622971,223482,265199,119071,160091,0.0986689216118826,-0.205388128751865,0.00529823751601606,-0.342480513895263,-0.172915424740139,-0.337800404540561,"A","Y","Y","Y","Y","A","A",607842,10843,615631,3054,-7.65475203334201,-5.80872981413196,"A","A"
"scaffold_230",618070,189881,246290,108287,122176,0.128913328873293,0.0778238806063709,-0.0928018880203649,-0.187613080567367,-0.301260557424979,-0.0848328038386141,"A","Y","Y","Y","Y","A","A",582060,31066,610007,3119,-7.61113832382936,-4.22771551676632,"A","A"
"scaffold_231",613014,192754,238774,130174,130396,-0.181377616891506,-0.0608260255558189,-0.336715881598606,-0.25988599187348,-0.234883301918919,0.0868084015106331,"A","Y","Y","Y","Y","A","A",578210,28777,594892,12095,-5.62002825266788,-4.32855781826203,"A","A"
"scaffold_232",605804,147324,255037,134318,106105,-0.131528592751993,0.331638491357537,-0.7696908790013,-0.350245792797553,-0.717709862912973,0.429423849302085,"A","Y","Y","Y","Y","A","A",585350,14254,599529,75,-12.9455449077409,-5.35976203775079,"A","A"
"scaffold_233",603763,249888,271943,121295,125746,0.108199821366374,0.179217803385766,0.139722173501631,0.16701849975464,-0.0480219066255652,0.0372746182375329,"A","Y","Y","Y","Y","A","A",525195,74626,545310,54511,-3.32243350009985,-2.81508633224687,"A","A"
"scaffold_234",603255,321892,288058,123889,113593,0.160726471627444,0.408909618672414,0.474487090436546,0.678948660404543,0.234217227636831,0.214439747751947,"A","Y","Y","Y","Y","A","A",509711,83594,585126,8179,-6.16050513777356,-2.60819375933917,"A","A"
"scaffold_235",589863,217789,306982,145924,183009,0.0163532436975803,-0.187332079055077,-0.325321862156145,-0.572729028703688,-0.421220801409282,-0.237428669025975,"A","Y","Y","Y","Y","A","A",579700,7894,587584,10,-15.7050064227253,-6.19822589799199,"A","A"
"scaffold_236",587163,363971,312494,145798,196991,0.0432737395250568,-0.267872372493958,0.416811823358535,0.0619441195005879,0.293994746400536,-0.344889472896967,"A","Y","Y","Y","Y","A","A",565269,19542,584346,465,-10.2922796620912,-4.85421627819387,"A","A"
"scaffold_237",579896,220739,220753,127712,131361,-0.267042276418571,-0.184675109384393,-0.113589887404519,-0.0749442432436227,0.0739087574659791,0.0486240482398342,"A","Y","Y","Y","Y","A","A",551839,24068,560992,14915,-5.23305016184253,-4.51900192570719,"A","A"
"scaffold_238",573533,176947,201836,60733,79576,0.676038564659154,0.409201117836112,0.639717983871373,0.329158956553759,-0.115865038910037,-0.300581208967543,"A","Y","Y","Y","Y","A","A",471813,91190,541965,21038,-4.68706430861813,-2.37125487662794,"A","A"
"scaffold_239",572631,170361,167781,47989,66132,0.749207988726879,0.409580881903923,0.924766951134771,0.541418478932448,0.0960157811695663,-0.373371000818792,"A","Y","Y","Y","Y","A","A",465310,84766,522330,27746,-4.23456062813662,-2.45662065846095,"A","A"
"scaffold_240",571683,213259,209577,120529,122096,-0.258481091798466,-0.154106845832026,-0.0798112708371803,-0.0191585114226195,0.0991263548969637,0.0706311460244966,"A","Y","Y","Y","Y","A","A",541787,25515,561164,6138,-6.51427755045132,-4.40825435106493,"A","A"
"scaffold_241",571042,244036,290835,178250,181740,-0.350282482642358,-0.255246187695047,-0.449843396640892,-0.398528829887207,-0.179105672302731,0.0612931006059536,"A","Y","Y","Y","Y","A","A",567306,2096,568195,1207,-8.87762441035535,-8.07965899387026,"A","A"
"scaffold_242",565644,188548,219916,126952,116907,-0.26391179924645,-0.0219811936422188,-0.332386601747315,-0.134177626371514,-0.148019433758893,0.208187486980776,"A","Y","Y","Y","Y","A","A",524856,35146,535756,24246,-4.4657006311026,-3.90045094931338,"A","A"
"scaffold_243",557202,253139,211231,131457,140806,-0.372349684977757,-0.348457071850446,0.0423002403834655,0.0224714643709169,0.335107381579006,-0.0098504362764818,"A","Y","Y","Y","Y","A","A",521100,31464,536059,16505,-5.02133203675776,-4.04974317530118,"A","A"
"scaffold_244",551218,137059,181733,120906,129503,-0.468644373949088,-0.444733719714476,-0.722119293299922,-0.741930322423482,-0.333020706508849,-0.00983226417274304,"A","Y","Y","Y","Y","A","A",498874,43098,502928,39044,-3.68714502723066,-3.53295207290067,"A","A"
"scaffold_245",548204,206428,209238,140183,149226,-0.478745997369365,-0.445923173170101,-0.344708224811248,-0.355606907653836,0.0544941125873682,-0.000920173157409213,"A","Y","Y","Y","Y","A","A",526540,17512,533213,10839,-5.62027799834005,-4.91004772788192,"A","A"
"scaffold_246",546781,210839,257285,110101,96846,0.167954808087798,0.476026155895613,0.0342756044634344,0.298625240960002,-0.213224119683968,0.274327962851186,"A","Y","Y","Y","Y","A","A",516304,28634,543326,1612,-8.39593049311505,-4.17237206093613,"A","A"
"scaffold_247",544523,225495,262635,169034,175703,-0.420834911711621,-0.353649992347456,-0.487252860331563,-0.46378962722376,-0.145962578889429,0.0334417890918865,"A","Y","Y","Y","Y","A","A",526582,9468,535774,276,-10.9175255729993,-5.79730506257872,"A","A"
"scaffold_248",541745,126795,163628,70907,79404,0.149834144026847,0.109562085698403,-0.0645394472008444,-0.14853312477246,-0.293919213652844,-0.0740153322397736,"A","Y","Y","Y","Y","A","A",473904,57624,492699,38829,-3.66546585929107,-3.03983113174901,"A","A"
"scaffold_249",540863,146444,209098,122688,130162,-0.287395820714552,-0.24969960506957,-0.647676668792333,-0.653702245664336,-0.439827136666674,0.00395313102177973,"A","Y","Y","Y","Y","A","A",504565,31379,510904,25040,-4.35069097297202,-4.00712573667992,"A","A"
"scaffold_250",539725,166741,225880,128627,121395,-0.244218432631245,-0.0377247882689086,-0.528617923262724,-0.36584603864276,-0.363945229589765,0.17275050517236,"A","Y","Y","Y","Y","A","A",533665,3264,536652,277,-10.9146889443127,-7.35271029777987,"A","A"
"scaffold_251",539445,313534,280698,126639,119076,0.0917127860669358,0.303561182820518,0.404859072967215,0.572985903020521,0.233602927635496,0.178105034957063,"A","Y","Y","Y","Y","A","A",445907,86199,483273,48833,-3.30688352099439,-2.3709863087341,"A","A"
"scaffold_252",538322,148533,167702,120021,132735,-0.573964616016022,-0.596216017051515,-0.595535488367738,-0.661508378541285,-0.101115194136302,-0.0559942118125098,"A","Y","Y","Y","Y","A","A",492448,41517,498021,35944,-3.79234646557514,-3.56816546784776,"A","A"
"scaffold_253",537918,137968,308432,113626,88971,0.384072966132869,0.859965461040271,-0.622990714085982,-0.190820449966895,-1.08661292543788,0.442148976265451,"A","Y","Y","Y","Y","A","A",511099,20071,530698,472,-10.1318379313687,-4.67034931036576,"A","A"
"scaffold_254",531794,183889,217877,110953,108574,-0.083017526916174,0.0712619637719995,-0.174150096005162,-0.0635922444943694,-0.17067731239185,0.120536284183477,"A","Y","Y","Y","Y","A","A",518103,7653,523573,2183,-7.90527679023022,-6.0808840106653,"A","A"
"scaffold_255",531011,188371,191799,71694,76019,0.36308290140549,0.401585996669744,0.490608514546084,0.485390142349043,0.047982013890276,0.00475961460671125,"A","Y","Y","Y","Y","A","A",457468,69960,509736,17692,-4.84850248194936,-2.70905116776147,"A","A"
"scaffold_256",530159,198150,223235,132101,143120,-0.299659156462283,-0.292232428898613,-0.318083996620436,-0.354378878788295,-0.0979692356373365,-0.026316381064098,"A","Y","Y","Y","Y","A","A",486267,38243,500253,24257,-4.36612828332129,-3.66844632472578,"A","A"
"scaffold_257",529053,126789,174055,71606,76064,0.224804439089129,0.260681771200532,-0.0787599382820844,-0.0866043152577918,-0.383110570726001,0.00213398032658478,"A","Y","Y","Y","Y","A","A",480817,43541,511360,12998,-5.29786958710992,-3.4650113250983,"A","A"
"scaffold_258",527707,170880,253512,155882,168031,-0.354981254454736,-0.340243735829325,-0.770502531987329,-0.799486870493025,-0.495067575532189,-0.0190056212477455,"A","Y","Y","Y","Y","A","A",521168,4166,525316,18,-14.7549012338903,-6.9665983622889,"A","A"
"scaffold_259",526775,211540,206332,130845,124267,-0.399471220375423,-0.202046536208875,-0.209964850620993,-0.0562616400992298,0.109962970037524,0.163681659250464,"A","Y","Y","Y","Y","A","A",513573,8376,520706,1243,-8.70934150569042,-5.93799468324285,"A","A"
"scaffold_260",521977,194046,193911,106381,103582,-0.190427472913771,-0.0289510302776206,-0.0358797381358827,0.0818752455101221,0.075004253113784,0.127733341724709,"A","Y","Y","Y","Y","A","A",494106,16569,510239,436,-10.189327007639,-4.89817798687835,"A","A"
"scaffold_261",520855,278269,221706,119543,119096,-0.165463901121631,-0.037049468099758,0.315909900048705,0.40060294054141,0.40183138238843,0.0946712631358659,"A","Y","Y","Y","Y","A","A",483195,34268,517335,128,-11.969514807258,-3.81763251331854,"A","A"
"scaffold_262",520221,285510,304834,175622,189671,-0.261031655902383,-0.249046493497075,-0.201969339992524,-0.233705858631524,-0.020481898363209,-0.0217580779289341,"A","Y","Y","Y","Y","A","A",499872,8846,507789,929,-9.0927855524531,-5.82022947045456,"A","A"
"scaffold_263",517260,164883,207259,113721,120657,-0.190645676004591,-0.153048166451117,-0.367090625062215,-0.373214787450841,-0.255990157981827,0.00385437970567084,"A","Y","Y","Y","Y","A","A",502166,10937,511037,2066,-7.94974837274813,-5.52074635242168,"A","A"
"scaffold_264",514375,234548,262823,154798,171982,-0.292876729136772,-0.321736586404575,-0.303539720613855,-0.376121240111988,-0.0902073988045198,-0.0626030353024412,"A","Y","Y","Y","Y","A","A",511511,1008,512501,18,-14.7192705956298,-8.98569810112201,"A","A"
"scaffold_265",513994,201886,194468,97877,117263,-0.0660918478630008,-0.20378586609493,0.141459434544456,-0.0399560174285514,0.128008043349494,-0.171437193462158,"A","Y","Y","Y","Y","A","A",494235,15284,508947,572,-9.79476740713911,-5.01501164262478,"A","A"
"scaffold_266",513539,219185,233949,121848,133255,-0.115471050754135,-0.121567291293875,-0.0559713023953597,-0.10578913310785,-0.0200443239330516,-0.0398394546182634,"A","Y","Y","Y","Y","A","A",506526,5052,511280,298,-10.7397552144601,-6.6473551825529,"A","A"
"scaffold_267",512388,177439,171789,60868,62628,0.440292030745143,0.522178314016607,0.640520504626316,0.678685422194382,0.120685386757606,0.0481427368185143,"A","Y","Y","Y","Y","A","A",422476,76502,449679,49299,-3.18923916830964,-2.46528457392748,"A","A"
"scaffold_268",511763,146931,161556,91729,100055,-0.239996167344352,-0.242328933558245,-0.223346641120153,-0.269400851427459,-0.0628945395429524,-0.036075743798745,"A","Y","Y","Y","Y","A","A",433463,73053,441766,64750,-2.77031127463769,-2.56887700623366,"A","A"
"scaffold_269",511711,175709,208244,84356,89888,0.247126115968911,0.278499038210342,0.155585479037276,0.143236777648737,-0.171085385446641,-0.0023704781696849,"A","Y","Y","Y","Y","A","A",440283,67940,468888,39335,-3.57532426886453,-2.69608005941567,"A","A"
"scaffold_270",511095,158001,180943,96805,101900,-0.154200020911773,-0.105190322531831,-0.196255879119868,-0.190967718693111,-0.121600324407828,0.0152666076237195,"A","Y","Y","Y","Y","A","A",479792,19839,485181,14450,-5.06928479334382,-4.59592817856767,"A","A"
"scaffold_271",510462,247261,200601,75399,111064,0.355123799857576,-0.0806343547697878,0.810370916307163,0.330891420517532,0.375704838894859,-0.469501632064603,"A","Y","Y","Y","Y","A","A",446741,60063,506123,681,-9.53550343283975,-2.89486943414709,"A","A"
"scaffold_272",510019,166285,205742,100688,111396,-0.0256386901025946,-0.0484332910201902,-0.179270093528684,-0.245786350286331,-0.233176489051379,-0.0565378205648475,"A","Y","Y","Y","Y","A","A",495512,12112,506859,765,-9.37002720739871,-5.35429478414416,"A","A"
"scaffold_273",509830,223488,199260,134613,141402,-0.490744799599621,-0.438719409376587,-0.171657289029958,-0.163353293805581,0.239544714293008,0.0182824260108183,"A","Y","Y","Y","Y","A","A",494828,12270,502470,4628,-6.76219596102156,-5.33360532514773,"A","A"
"scaffold_274",504972,275592,235427,137809,136288,-0.283971575611584,-0.144950273871906,0.0968249495065554,0.192124789209544,0.301253650419474,0.105278163357771,"A","Y","Y","Y","Y","A","A",482482,11437,493774,145,-11.7236697097348,-5.39857139501265,"A","A"
"scaffold_275",503033,248040,222530,82155,87711,0.380991953424246,0.409593449756682,0.691107554333517,0.675987590856826,0.23057257481182,-0.0051420071768952,"A","Y","Y","Y","Y","A","A",417308,84052,438028,63332,-2.78999706288561,-2.31174481735728,"A","A"
"scaffold_276",502907,133631,182587,65686,73931,0.418337174461947,0.370755657384986,0.121556861893408,0.0302536281446936,-0.376326388242508,-0.0813250436509901,"A","Y","Y","Y","Y","A","A",414079,77108,446733,44454,-3.32899846140508,-2.42493835903718,"A","A"
"scaffold_277",500856,154744,169938,91686,90692,-0.166346477630736,-0.027611040271403,-0.147926462550342,-0.0529124945871093,-0.0611240702930669,0.104992384455155,"A","Y","Y","Y","Y","A","A",443042,42154,452029,33167,-3.76855459688595,-3.39367106351415,"A","A"
"scaffold_278",497095,111420,215605,90164,78803,0.201181599123777,0.518490011411881,-0.597645261857579,-0.324058987150832,-0.878376223399695,0.28356503776702,"A","Y","Y","Y","Y","A","A",491765,4048,495675,138,-11.800096808758,-6.92426253926444,"A","A"
"scaffold_279",493877,189707,208393,137150,107240,-0.453027452190267,0.0248908249488094,-0.435016276600878,-0.000819563350316727,-0.0615330209043459,0.444175270879898,"A","Y","Y","Y","Y","A","A",481529,8733,489569,693,-9.46236377674923,-5.78483934146666,"A","A"
"scaffold_280",492839,121205,188273,75015,81311,0.270988286954303,0.277727931622444,-0.210837039932358,-0.247819263181174,-0.561372678530306,-0.0270037585912287,"A","Y","Y","Y","Y","A","A",475684,14091,486826,2949,-7.36655041914051,-5.07705824777468,"A","A"
"scaffold_281",492601,183002,196111,118432,122997,-0.328968894773773,-0.260522984738447,-0.275235239917665,-0.250510847928381,-0.0258103297293016,0.0347028777312882,"A","Y","Y","Y","Y","A","A",477154,6431,480640,2945,-7.35005847897518,-6.21304677361275,"A","A"
"scaffold_282",491583,167196,157544,79030,90383,-0.0613002383345166,-0.13193964767186,0.178027630162536,0.0636669343973818,0.159785143196655,-0.104382499893942,"A","Y","Y","Y","Y","A","A",427931,54937,462742,20126,-4.52300711170649,-2.96150526954595,"A","A"
"scaffold_283",489983,220532,190125,124515,126893,-0.44595063414487,-0.350233752072316,-0.078369162510921,-0.0263736249520033,0.288038971452693,0.0619739248489486,"A","Y","Y","Y","Y","A","A",478477,9096,486077,1496,-8.34296980727931,-5.71691792900817,"A","A"
"scaffold_284",488311,244810,243979,90486,116664,0.374403302630992,0.130823820702466,0.532852795968901,0.245551749666594,0.0789057810964908,-0.277322985322736,"A","Y","Y","Y","Y","A","A",412767,68454,480812,409,-10.1956362784305,-2.59210330372486,"A","A"
"scaffold_285",485262,215096,192363,78927,86046,0.228654304768165,0.227076218295913,0.543345870918127,0.498046408391892,0.235148818524251,-0.0353214602357069,"A","Y","Y","Y","Y","A","A",398517,84376,432091,50802,-3.088352922168,-2.23972318941811,"A","A"
"scaffold_286",483774,193449,219092,106176,110763,-0.0115043098697469,0.0504876855011797,-0.037542337358803,-0.0192719486371537,-0.10558245375941,0.0282487475237376,"A","Y","Y","Y","Y","A","A",451864,29364,473580,7648,-5.95219624329881,-3.94372227190129,"A","A"
"scaffold_287",482722,111776,184468,69764,87025,0.346227964249931,0.150294478618678,-0.222979026926118,-0.462634454010313,-0.648755095855515,-0.229676948872482,"A","Y","Y","Y","Y","A","A",457685,22152,474662,5175,-6.51892216845784,-4.36878417297139,"A","A"
"scaffold_288",482311,124685,178417,82259,99878,0.0604233988954565,-0.0965573906902644,-0.302991695153799,-0.503694247476096,-0.442961682903107,-0.190724019269245,"A","Y","Y","Y","Y","A","A",453362,21322,470606,4078,-6.85016346259914,-4.41018431941643,"A","A"
"scaffold_289",477085,124222,189689,98672,107208,-0.113658966645931,-0.110348114386479,-0.570823129198364,-0.61123412567193,-0.536711310017421,-0.0304322840721523,"A","Y","Y","Y","Y","A","A",452320,20358,459220,13458,-5.09254549021448,-4.47360837232219,"A","A"
"scaffold_290",475304,170798,132880,67531,73378,-0.0800801568288181,-0.0768670718467151,0.435625417252205,0.395117522947372,0.436164851848916,-0.0305299031307657,"A","Y","Y","Y","Y","A","A",414123,52611,443353,23381,-4.24498884932481,-2.97659901554245,"A","A"
"scaffold_291",473818,138827,143169,68175,72091,0.0138207131493225,0.0562546733748872,0.122933481269549,0.121646135048136,0.0295694136352848,0.00869085158036964,"A","Y","Y","Y","Y","A","A",408402,58851,422138,45115,-3.22600705250398,-2.79483011472736,"A","A"
"scaffold_292",472304,276082,252353,96251,121494,0.333983176965934,0.120984576325449,0.617179908288262,0.360459776667737,0.203653421274169,-0.246742080095137,"A","Y","Y","Y","Y","A","A",390848,77786,468295,339,-10.4276702534559,-2.32901037370727,"A","A"
"scaffold_293",470235,229752,175204,99887,101126,-0.245913964186395,-0.140689433167529,0.298667616503746,0.360170939118515,0.465040019951016,0.0714815122501724,"A","Y","Y","Y","Y","A","A",445946,19677,465445,178,-11.3444384964255,-4.50221675562966,"A","A"
"scaffold_294",466925,132806,202687,72753,80276,0.421586362049689,0.402635908089489,-0.0347961032898994,-0.0974684138315157,-0.535929448949419,-0.0526939857330407,"A","Y","Y","Y","Y","A","A",457568,8005,465332,241,-10.9090407394264,-5.83676388783247,"A","A"
"scaffold_295",464503,283238,218973,65508,72703,0.684418136865128,0.657086292925758,1.20922105819278,1.13816784462625,0.445260673936596,-0.0610755972912348,"B.loose","Y","Y","Y","Y","A","B.loose",373001,89399,397191,65209,-2.6066714404242,-2.06083662956879,"A","B2"
"scaffold_296",463161,149532,199984,103797,113369,-0.110462589271379,-0.114713204138685,-0.37634461850404,-0.424316952090537,-0.345427791065525,-0.0379937744429788,"A","Y","Y","Y","Y","A","A",424935,28302,436486,16751,-4.70353343385826,-3.90821868605627,"A","A"
"scaffold_297",460796,130433,186391,76192,76018,0.234034405649229,0.360342393293081,-0.12743902965903,-0.04485281256967,-0.441019928658794,0.0925646153625295,"A","Y","Y","Y","Y","A","A",418403,37921,453963,2361,-7.58642511929426,-3.46378968516169,"A","A"
"scaffold_298",460290,101483,128599,71208,76582,-0.203812267722184,-0.185767868191912,-0.391905110599602,-0.417582205832187,-0.267638482445595,-0.0156984609542075,"A","Y","Y","Y","Y","A","A",431805,21183,443279,9709,-5.5126031662844,-4.34933635756274,"A","A"
"scaffold_299",457686,185463,181503,92288,95766,-0.0808042083972768,-0.0111645759923339,0.103877065943762,0.129795291414724,0.105138025430015,0.0358964937020964,"A","Y","Y","Y","Y","A","A",441744,13773,452583,2934,-7.26868126899234,-5.00319431811379,"A","A"
"scaffold_300",457127,278572,240340,129419,129789,-0.163554847613753,-0.0446636271486293,0.202961088231472,0.27813083096467,0.286972977378558,0.0851480200682529,"A","Y","Y","Y","Y","A","A",435127,20971,456015,83,-12.4064074960386,-4.37490349959783,"A","A"
"scaffold_301",453649,194729,214366,77022,93561,0.420145350684824,0.262521711676385,0.435082115991436,0.233736899914741,-0.0646074590799303,-0.191367170760636,"A","Y","Y","Y","Y","A","A",390025,59760,428604,21181,-4.33873796039888,-2.70629410591735,"A","A"
"scaffold_302",452295,233446,209248,81887,106206,0.296920688374508,0.0447755080987406,0.608338197641356,0.312471591152254,0.231874593080715,-0.285888617276717,"A","Y","Y","Y","Y","A","A",394062,55090,449017,135,-11.6889509133204,-2.83853774023674,"A","A"
"scaffold_303",451885,161493,234556,79916,105050,0.496787338926047,0.225281620061605,0.11187573528752,-0.203351811597496,-0.464457856416096,-0.305249308399742,"A","Y","Y","Y","Y","A","A",415431,33648,448805,274,-10.6724446292094,-3.62597681297854,"A","A"
"scaffold_304",450191,157585,204660,127399,139405,-0.372704982855347,-0.379622669295729,-0.596256211992816,-0.646895595868988,-0.303096715388118,-0.040660719539901,"A","Y","Y","Y","Y","A","A",446651,1079,447712,18,-14.5242871705977,-8.6919760993815,"A","A"
"scaffold_305",448422,114194,178565,60307,64090,0.509461309543739,0.544698437790274,0.0180509082518545,0.009566166325583,-0.570957975322124,0.00149351439031572,"A","Y","Y","Y","Y","A","A",414066,31739,437738,8067,-5.76171603126774,-3.70549019518045,"A","A"
"scaffold_306",447553,200739,207247,127737,126423,-0.358405598358221,-0.220478491146605,-0.250891664297629,-0.15668607267362,0.0279701634091651,0.104184060951369,"A","Y","Y","Y","Y","A","A",439162,5854,444865,151,-11.5150838021327,-6.22894352975496,"A","A"
"scaffold_307",447214,113137,168907,48102,56690,0.755464579145277,0.641481171627881,0.330857619529335,0.173152408570076,-0.504154143310062,-0.147727307020538,"A","Y","Y","Y","Y","A","A",379714,62270,410189,31795,-3.68937513272778,-2.6082846387925,"A","A"
"scaffold_308",446321,119855,154822,81976,93923,-0.13924475482523,-0.212510104935561,-0.355016765549538,-0.472003715533163,-0.295317697662959,-0.107008373936195,"A","Y","Y","Y","Y","A","A",432812,9620,440723,1709,-8.00973532660272,-5.49141316797354,"A","A"
"scaffold_309",442925,168019,141207,97388,105389,-0.520581404380595,-0.511479498000245,-0.116228563245174,-0.150847758961024,0.32481129892317,-0.0246407976072624,"A","Y","Y","Y","Y","A","A",430525,5635,434140,2020,-7.74695054428418,-6.25528494452607,"A","A"
"scaffold_310",434721,143432,199178,82927,88353,0.207558638373694,0.239132145413901,-0.112583736553203,-0.124731984300663,-0.399688482720653,-0.00216985744667818,"A","Y","Y","Y","Y","A","A",378142,54679,396053,36768,-3.42913530256943,-2.78984676463659,"A","A"
"scaffold_311",428539,123767,136660,51900,57746,0.34019522055731,0.309220652552028,0.350775986422947,0.276080067113283,-0.0689632336018009,-0.0647179932046799,"A","Y","Y","Y","Y","A","A",369236,57121,384987,41370,-3.21812174274779,-2.69242872972591,"A","A"
"scaffold_312",428059,222377,180855,76710,101393,0.180761174396903,-0.0986962014096105,0.632476069011885,0.309297420237935,0.372172864417268,-0.313200700139514,"A","Y","Y","Y","Y","A","A",378817,44423,422971,269,-10.6133870400263,-3.09209367769722,"A","A"
