seq,length,PV04.mapped,PV13.mapped,PV21.mapped,PV23.mapped,cov.13v21,cov.13v23,cov.04v21,cov.04v23,cov.04v13,cov.21v23,b.status,PV04.asn,PV13.asn,PV21.asn,PV23.asn,b.status.asn,b.status.cov.asn,A.lo,B.lo,A.st,B.st,AB.ratio.st,AB.ratio.lo,b.status.kmer,b.status.final
scaffold_491,228458,53224,58853,23593,24497,0.262136917,0.330903859,0.270645748,0.295690711,-0.071035845,0.035023391,A,Y,Y,Y,Y,A,A,205574,16510,221564,520,-8.732230913,-3.638165423,A,A
scaffold_492,227425,108727,100130,46735,52693,0.042698997,-0.007394549,0.315079077,0.221263552,0.192835404,-0.083837097,A,Y,Y,Y,Y,A,A,203773,22251,225875,149,-10.55635277,-3.194963071,A,A
scaffold_493,227342,47663,60248,23453,24572,0.304519777,0.360290658,0.120027768,0.132076668,-0.264036686,0.022027328,A,Y,Y,Y,Y,A,A,178092,40381,181768,36705,-2.308018363,-2.140846542,A,A
scaffold_494,226033,66482,92103,49288,58607,-0.154585427,-0.281406432,-0.471318497,-0.641861482,-0.396277747,-0.160564557,A,Y,Y,Y,Y,A,A,219985,5200,224174,1011,-7.791272297,-5.402478865,A,A
scaffold_495,225861,52855,66577,31294,32468,0.032529828,0.102409942,-0.146903197,-0.120745063,-0.258977701,0.036136562,A,Y,Y,Y,Y,A,A,214414,9361,218157,5618,-5.278916169,-4.517445262,A,A
scaffold_496,225118,66388,85689,55958,60384,-0.441826858,-0.428636006,-0.65646423,-0.686995359,-0.29418205,-0.0205527,A,Y,Y,Y,Y,A,A,206917,14147,208557,12507,-4.059525624,-3.870389123,A,A
scaffold_497,224833,85516,93535,23756,25731,0.92058554,0.928385502,0.944820307,0.908898289,-0.05530991,-0.02594359,B.loose,Y,Y,Y,Y,A,B.loose,155033,58462,158758,54737,-1.536223752,-1.406988876,A,B4
scaffold_498,223942,100646,91015,51845,59198,-0.244696032,-0.31302526,0.053961308,-0.058089901,0.219112663,-0.102072781,A,Y,Y,Y,Y,A,A,216965,1054,217986,33,-12.64641973,-7.684082171,A,A
scaffold_499,223521,74397,81274,50380,60028,-0.366651636,-0.496420622,-0.340654189,-0.514145156,-0.053547231,-0.163512539,A,Y,Y,Y,Y,A,A,216651,4403,219222,1832,-6.902048572,-5.620421276,A,A
scaffold_500,222989,82071,105841,49497,56263,0.039886561,-0.021944438,-0.173518393,-0.279071372,-0.292949631,-0.095574551,A,Y,Y,Y,Y,A,A,211287,10880,217715,4452,-5.611526013,-4.279327776,A,A
scaffold_501,222918,66697,100271,79098,79173,-0.714396086,-0.592752481,-1.149054224,-1.071132599,-0.514202815,0.087900053,A,Y,Y,Y,Y,A,A,211925,8448,212921,7452,-4.836359953,-4.648636186,A,A
scaffold_502,222577,112831,89946,46868,54527,-0.116142378,-0.211494715,0.364432096,0.225357779,0.401029797,-0.129095889,A,Y,Y,Y,Y,A,A,209718,10339,219716,341,-9.327434458,-4.342149481,A,A
scaffold_503,221518,80028,80045,34710,39158,0.148852854,0.09791275,0.302091683,0.207429598,0.073694152,-0.084683657,A,Y,Y,Y,Y,A,A,203478,16422,215300,4600,-5.548263754,-3.631090315,A,A
scaffold_504,220088,114178,89045,33478,30327,0.354710842,0.620327806,0.866930721,1.088825705,0.432675202,0.231873412,A,Y,Y,Y,Y,A,A,157781,60831,183357,35255,-2.378722506,-1.375030288,A,A
scaffold_505,219039,64314,65989,30846,34796,0.040533701,-0.010288151,0.156986794,0.062442962,0.036908416,-0.084565404,A,Y,Y,Y,Y,A,A,189778,20623,204716,5685,-5.170073002,-3.201924286,A,A
scaffold_506,218335,120414,112251,73551,75289,-0.446678855,-0.357361653,-0.191859628,-0.146264406,0.17527455,0.05557365,A,Y,Y,Y,Y,A,A,216580,1117,216914,783,-8.112060451,-7.597842687,A,A
scaffold_507,218151,93534,102772,44091,44946,0.164288945,0.259591928,0.181951121,0.233532124,-0.0618825,0.061559431,A,Y,Y,Y,Y,A,A,178137,32031,193357,16811,-3.523711189,-2.475409517,A,A
scaffold_508,217096,80767,90681,39129,53179,0.155957572,-0.163640205,0.142470435,-0.220849322,-0.093031813,-0.353341329,A,Y,Y,Y,Y,A,A,213980,1787,215764,3,-15.71910133,-6.902992154,A,A
scaffold_509,216404,72268,78313,42774,41092,-0.184081145,-0.003195059,-0.146429193,-0.009265087,-0.041892725,0.147142534,A,Y,Y,Y,Y,A,A,197353,10624,206418,1559,-7.047885932,-4.215251014,A,A
scaffold_510,216034,90667,101974,59084,60428,-0.269231844,-0.178670104,-0.285236726,-0.238396967,-0.095549559,0.056818188,A,Y,Y,Y,Y,A,A,209427,4180,213569,38,-12.41894726,-5.646462486,A,A
scaffold_511,214777,67215,90161,36525,38699,0.247012218,0.286613314,-0.023157351,-0.027278236,-0.349714246,0.005857543,A,Y,Y,Y,Y,A,A,213097,1004,213905,196,-10.08456561,-7.728177741,A,A
scaffold_512,213831,92421,115036,41452,50064,0.41596601,0.266651034,0.253721525,0.060684569,-0.241789162,-0.183058527,A,Y,Y,Y,Y,A,A,193565,16197,208227,1535,-7.082842052,-3.578937968,A,A
scaffold_513,213775,82368,76986,45228,50602,-0.289216774,-0.328180703,-0.038184895,-0.120870804,0.171487202,-0.072707481,A,Y,Y,Y,Y,A,A,189079,23478,196124,16433,-3.57701787,-3.009553901,A,A
scaffold_514,211162,56035,68256,27135,34594,0.274185404,0.046840828,0.143107631,-0.127958925,-0.21062245,-0.261088128,A,Y,Y,Y,Y,A,A,191587,16977,204088,4476,-5.510522298,-3.496268776,A,A
scaffold_515,211064,80667,97194,51580,66740,-0.142541172,-0.391263842,-0.257881525,-0.550326176,-0.19488503,-0.282466222,A,Y,Y,Y,Y,A,A,209907,264,210154,17,-13.51116925,-9.629549077,A,A
scaffold_516,210611,122637,123567,43456,65715,0.451061165,-0.022584031,0.593707316,0.07634014,0.063101474,-0.507388748,A,Y,Y,Y,Y,A,A,191300,17577,208821,56,-11.83902417,-3.444001578,A,A
scaffold_517,210122,99735,104775,55203,55436,-0.132119949,-0.01518544,-0.049696733,0.023515796,0.002878539,0.083190957,A,Y,Y,Y,Y,A,A,188379,19853,200598,7634,-4.715542447,-3.246144202,A,A
scaffold_518,209603,109223,91010,58980,65355,-0.430792885,-0.4558514,-0.014070561,-0.082851057,0.337177647,-0.058802068,A,Y,Y,Y,Y,A,A,201328,760,201982,106,-10.88240736,-8.047442828,A,A
scaffold_519,208789,76310,59515,19591,29528,0.54642936,0.077572429,1.058588083,0.546009171,0.432614046,-0.502600483,A,Y,Y,Y,Y,A,A,180042,26491,196068,10465,-4.227579383,-2.764712841,A,A
scaffold_520,208618,62742,67566,36861,41389,-0.182399077,-0.226536086,-0.135718107,-0.223577097,-0.032863707,-0.077880562,A,Y,Y,Y,Y,A,A,197772,9591,206760,603,-8.41919982,-4.365870014,A,A
scaffold_521,208409,58527,100311,38373,49506,0.329709612,0.08521713,-0.294040445,-0.582254908,-0.703294734,-0.278236035,A,Y,Y,Y,Y,A,A,185354,21757,207022,89,-11.16757844,-3.090673178,A,A
scaffold_522,208135,81497,80344,30347,32171,0.348023274,0.386829982,0.522124942,0.51720967,0.094556991,0.005063156,A,Y,Y,Y,Y,A,A,142687,38370,156237,24820,-2.654112241,-1.894775741,A,A
scaffold_523,206606,67171,92262,28732,33447,0.626460043,0.530259617,0.322113083,0.182190676,-0.383891637,-0.129943979,A,Y,Y,Y,Y,A,A,182915,21363,200103,4175,-5.582484484,-3.097927581,A,A
scaffold_524,206496,86069,75447,48792,51119,-0.42777506,-0.371977817,-0.08420199,-0.072126728,0.264028392,0.022053691,A,Y,Y,Y,Y,A,A,203630,682,204312,0,-17.64042148,-8.219855915,A,A
scaffold_525,205956,59770,69278,24246,26602,0.458028319,0.447256521,0.398601151,0.344107373,-0.138971844,-0.04451535,A,Y,Y,Y,Y,A,A,170175,34809,183114,21870,-3.065658885,-2.289453868,A,A
scaffold_526,204775,88008,87499,19215,21260,1.130391432,1.107500924,1.292304738,1.225692249,0.082368629,-0.056634061,B.loose,Y,Y,Y,Y,A,B.loose,130912,72104,168064,34952,-2.265531119,-0.860437158,A,B3
scaffold_527,204689,65716,90865,61055,62522,-0.482976033,-0.394219071,-0.796904724,-0.751869742,-0.393473368,0.055013411,A,Y,Y,Y,Y,A,A,203020,731,203669,82,-11.26083453,-8.1155696,A,A
scaffold_528,204458,46037,71904,52371,52747,-0.599287135,-0.486596938,-1.089008809,-1.020040593,-0.569266351,0.078946645,A,Y,Y,Y,Y,A,A,200842,2605,201831,1616,-6.96369144,-6.268087286,A,A
scaffold_529,204171,101924,70745,16299,17763,1.061193087,1.060119465,1.741525817,1.696730215,0.600788053,-0.034817174,B.loose,Y,Y,Y,Y,A,B.loose,109849,83855,121296,72408,-0.744302937,-0.389548951,A,B3
scaffold_530,203235,73348,68168,22830,26696,0.52153824,0.418865549,0.780744976,0.634350305,0.179662059,-0.136416243,A,Y,Y,Y,Y,A,A,176599,25600,201986,213,-9.882435931,-2.786213273,A,A
scaffold_531,202602,75664,83845,40605,41824,-0.010534487,0.069803781,-0.005105074,0.031511213,-0.074115264,0.046594716,A,Y,Y,Y,Y,A,A,173277,27089,178078,22288,-2.9981136,-2.677256198,A,A
scaffold_532,201362,83171,100471,62005,67866,-0.360269757,-0.367561284,-0.47934817,-0.530361678,-0.19862309,-0.041035079,A,Y,Y,Y,Y,A,A,199460,919,200347,32,-12.56775446,-7.760257112,A,A
scaffold_533,201158,49038,69771,34716,30857,-0.049577625,0.243430991,-0.404750996,-0.15546436,-0.434718047,0.259265064,A,Y,Y,Y,Y,A,A,198220,602,198801,21,-13.14154113,-8.360736096,A,A
scaffold_534,200637,110737,93041,35901,48462,0.317234366,0.007425756,0.721975981,0.368445391,0.325196939,-0.343552162,A,Y,Y,Y,Y,A,A,180459,18040,186799,11700,-3.996790718,-3.322327877,A,A
scaffold_535,200609,88814,90412,30529,28881,0.509719107,0.712786938,0.637537495,0.796883346,0.048273711,0.169324279,A,Y,Y,Y,Y,A,A,160365,38707,184533,14539,-3.66578748,-2.050664629,A,A
scaffold_536,198962,55649,60119,33478,34420,-0.211994955,-0.12901664,-0.169913019,-0.130656684,-0.03746274,0.049234763,A,Y,Y,Y,Y,A,A,182626,14616,190478,6764,-4.815398207,-3.643180925,A,A
scaffold_537,198945,67583,91331,53135,53084,-0.27515273,-0.150756475,-0.556046158,-0.475371883,-0.360438105,0.090652704,A,Y,Y,Y,Y,A,A,197038,735,197739,34,-12.46396219,-8.064559729,A,A
scaffold_538,198620,79977,80847,23601,24158,0.71971944,0.809078708,0.857655817,0.903293105,0.058391701,0.055615716,B.loose,Y,Y,Y,Y,A,B.loose,146089,44824,165310,25603,-2.690741608,-1.704481939,A,B3
scaffold_539,198000,71363,88351,37917,40675,0.163796394,0.18551234,0.009275341,-0.012730693,-0.23406573,-0.012027605,A,Y,Y,Y,Y,A,A,180466,16476,187286,9656,-4.277531875,-3.453209554,A,A
scaffold_540,196997,97963,91023,44918,45233,-0.037662353,0.07526677,0.221887602,0.291094744,0.180005278,0.079185571,A,Y,Y,Y,Y,A,A,179326,13377,181086,11617,-3.962249341,-3.744658365,A,A
scaffold_541,196911,39315,68156,23959,26392,0.451650399,0.435133851,-0.188549629,-0.248788157,-0.719744704,-0.0502601,A,Y,Y,Y,Y,A,A,186051,10022,194755,1318,-7.2060794,-4.214319605,A,A
scaffold_542,196623,63746,64520,40457,46746,-0.383239733,-0.468677622,-0.247105825,-0.376265694,0.056589232,-0.119181441,A,Y,Y,Y,Y,A,A,189770,5037,194560,247,-9.615666713,-5.23526461,A,A
scaffold_543,195591,97164,105675,31635,35693,0.683425131,0.632321637,0.715831262,0.621005787,-0.047138547,-0.084847046,B.loose,Y,Y,Y,Y,A,B.loose,166648,28021,188564,6105,-4.948690519,-2.572180827,A,B4
scaffold_544,195371,45498,67293,25083,26334,0.367126925,0.419923781,-0.043970857,-0.034895982,-0.49064246,0.019053303,A,Y,Y,Y,Y,A,A,178043,15957,182984,11016,-4.053922063,-3.479882062,A,A
scaffold_545,194847,59800,77132,39514,44178,-0.091635713,-0.129585178,-0.305269069,-0.386940514,-0.293178033,-0.071693017,A,Y,Y,Y,Y,A,A,168055,2445,169442,1058,-7.321953638,-6.102373837,A,A
scaffold_546,192833,89242,83959,49118,51543,-0.283162551,-0.229674972,-0.041580448,-0.031814848,0.162037427,0.019744028,A,Y,Y,Y,Y,A,A,183695,7624,187182,4137,-5.49937196,-4.590439064,A,A
scaffold_547,192592,90857,77580,31923,31041,0.224478415,0.387909222,0.605933849,0.725642677,0.301910758,0.129687255,A,Y,Y,Y,Y,A,A,163242,28691,185622,6311,-4.878134466,-2.508300688,A,A
scaffold_548,191680,38540,61247,20048,34320,0.554548927,-0.098001492,0.039825455,-0.656446944,-0.594268149,-0.686293971,A,Y,Y,Y,Y,A,A,178588,9190,185500,2278,-6.346882229,-4.280277573,A,A
scaffold_549,191311,68842,66800,33407,38060,-0.056907446,-0.122016405,0.140078081,0.03124714,0.117440849,-0.098852512,A,Y,Y,Y,Y,A,A,153896,12977,166603,270,-9.263914472,-3.567825132,A,A
scaffold_550,190575,87468,83384,27748,37641,0.530768573,0.213871961,0.753297749,0.392679156,0.142984499,-0.350640164,A,Y,Y,Y,Y,A,A,156094,32810,188789,115,-10.66844183,-2.250172856,A,A
scaffold_551,189885,80235,62246,29512,31659,0.020070201,0.041770414,0.539860837,0.517839069,0.440245959,-0.012043339,A,Y,Y,Y,Y,A,A,148029,39970,153600,34399,-2.158707139,-1.888864013,A,A
scaffold_552,189883,475646,129886,640,665,6.606133442,6.673946512,8.632312937,8.656404026,1.946634817,0.034069518,B.strict,Y,Y,Y,Y,A,B.strict,23636,163190,33091,153735,2.215900645,2.787442649,B,B1
scaffold_553,188930,66205,54433,38474,41503,-0.555996801,-0.542314969,-0.119997628,-0.150037776,0.356454496,-0.02006172,A,Y,Y,Y,Y,A,A,183758,3670,187075,353,-9.045659411,-5.645497986,A,A
scaffold_554,187098,69012,59061,31403,34743,-0.145301648,-0.168106285,0.232881548,0.16635493,0.298638519,-0.05654819,A,Y,Y,Y,Y,A,A,156578,20734,170284,7028,-4.598488092,-2.916750782,A,A
scaffold_555,186860,66495,84922,42853,47238,-0.069858063,-0.087395726,-0.269200583,-0.330460226,-0.278887196,-0.051281215,A,Y,Y,Y,Y,A,A,172662,10369,178580,4451,-5.325981191,-4.057471161,A,A
scaffold_556,186210,66176,66401,38899,50524,-0.285126988,-0.539343359,-0.136478534,-0.434416885,0.069103777,-0.287959923,A,Y,Y,Y,Y,A,A,180010,4857,182056,2811,-6.016649808,-5.211578768,A,A
scaffold_557,184046,90569,74097,38590,43518,-0.115413354,-0.165783441,0.327730559,0.233638491,0.363599236,-0.084113639,A,Y,Y,Y,Y,A,A,166326,15027,181248,105,-10.73969306,-3.468297455,A,A
scaffold_558,183667,49957,75824,44319,44633,-0.281867817,-0.169042149,-0.73028043,-0.661176742,-0.52795729,0.079082116,A,Y,Y,Y,Y,A,A,177143,2505,179556,92,-10.91492356,-6.143392376,A,A
scaffold_559,183324,82888,77602,29980,29177,0.315480393,0.47765879,0.564093883,0.6825503,0.169068814,0.128434845,A,Y,Y,Y,Y,A,A,160145,22392,170789,11748,-3.861613631,-2.838268039,A,A
scaffold_560,182027,51876,61967,38071,27523,-0.353790481,0.237260619,-0.456673577,0.090655543,-0.182427773,0.557307549,A,Y,Y,Y,Y,A,A,167895,1918,169178,635,-8.055308019,-6.451069338,A,A
scaffold_561,181980,52739,67295,47541,44104,-0.555265369,-0.3239941,-0.753343295,-0.565794006,-0.277622603,0.197527717,A,Y,Y,Y,Y,A,A,177398,485,177871,12,-13.74004018,-8.511825848,A,A
scaffold_562,181844,54319,60465,38705,42452,-0.413016607,-0.423315002,-0.414112013,-0.468132388,-0.080640083,-0.044041947,A,Y,Y,Y,Y,A,A,172371,6219,173332,5258,-5.042614041,-4.792467052,A,A
scaffold_563,181475,63400,68062,24961,36902,0.390553684,-0.05044,0.441733795,-0.042981868,-0.028364565,-0.474737236,A,Y,Y,Y,Y,A,A,173544,5542,179086,0,-17.45030109,-4.968498982,A,A
scaffold_564,180415,51390,65274,27202,37306,0.206181261,-0.126488438,0.014711692,-0.361679987,-0.271014246,-0.366413251,A,Y,Y,Y,Y,A,A,175485,1550,177034,1,-16.43367509,-6.822013443,A,A
scaffold_565,179884,69008,73881,43153,40830,-0.280854898,-0.078014619,-0.225748034,-0.066629734,-0.024437812,0.169096728,A,Y,Y,Y,Y,A,A,169805,8139,173968,3976,-5.451005879,-4.382714832,A,A
scaffold_566,178974,60414,90563,45366,57463,-0.05928911,-0.277293379,-0.489774741,-0.751500991,-0.510030308,-0.251747821,A,Y,Y,Y,Y,A,A,177381,350,177731,0,-17.43934393,-8.981172872,A,A
scaffold_567,174704,39115,66864,28365,33456,0.180504987,0.065370513,-0.439442147,-0.598298601,-0.699491811,-0.148878026,A,Y,Y,Y,Y,A,A,170335,3334,171281,2388,-6.163822883,-5.674552805,A,A
scaffold_568,172470,75979,82997,33818,43980,0.238659043,-0.017376473,0.264747441,-0.035010056,-0.053456279,-0.289779068,A,Y,Y,Y,Y,A,A,169637,2571,172181,27,-12.58621988,-6.043424926,A,A
scaffold_569,171845,30182,55031,15765,16390,0.746870553,0.813794248,0.033881258,0.057082973,-0.792533972,0.033180143,A,Y,Y,Y,Y,A,A,161032,7996,168748,280,-9.230093107,-4.331753668,A,A
scaffold_570,171594,28004,44251,19541,22901,0.122581006,0.01669643,-0.383931967,-0.533538524,-0.586057651,-0.139628129,A,Y,Y,Y,Y,A,A,152752,9376,157773,4355,-5.178711715,-4.025930471,A,A
scaffold_571,171392,53717,54251,34266,35435,-0.393727098,-0.319112077,-0.254452571,-0.223559531,0.05972985,0.040871468,A,Y,Y,Y,Y,A,A,162648,7580,165468,4760,-5.11915252,-4.423229977,A,A
scaffold_572,170702,89580,85717,50956,52089,-0.306265683,-0.214980886,-0.089125843,-0.041563026,0.137595164,0.057541245,A,Y,Y,Y,Y,A,A,169223,1057,170278,2,-15.7925785,-7.321450754,A,A
scaffold_573,169941,58273,66284,29549,31403,0.108940773,0.144161463,0.076655942,0.068154652,-0.111829508,0.001477138,A,Y,Y,Y,Y,A,A,137198,30499,139126,28571,-2.283728495,-2.169388818,A,A
scaffold_574,169292,69820,86519,38764,37641,0.101695472,0.267117743,-0.054131915,0.067568376,-0.235372064,0.131678719,A,Y,Y,Y,Y,A,A,160170,8071,168211,30,-12.40572479,-4.310542977,A,A
scaffold_575,169281,87144,82169,47858,52502,-0.276762014,-0.287360732,-0.038410631,-0.092731329,0.158806706,-0.04434227,A,Y,Y,Y,Y,A,A,166360,1878,167514,724,-7.852093576,-6.468208385,A,A
scaffold_576,167038,35809,49640,19265,21019,0.308891579,0.306196871,-0.008732822,-0.055149511,-0.397169078,-0.03643826,A,Y,Y,Y,Y,A,A,162671,1682,163980,373,-8.776274678,-6.594786961,A,A
scaffold_577,166526,42161,68662,35547,35494,-0.106819029,0.01834444,-0.656863359,-0.57542187,-0.629589007,0.091419918,A,Y,Y,Y,Y,A,A,162645,674,163265,54,-11.53550514,-7.912632125,A,A
scaffold_578,166382,85684,73062,41745,45138,-0.249080504,-0.238806103,0.13436643,0.10091885,0.303902257,-0.023469151,A,Y,Y,Y,Y,A,A,160371,5241,165578,34,-12.20787717,-4.935161114,A,A
scaffold_579,164536,38566,71436,39455,39762,-0.200156738,-0.088327751,-0.935916047,-0.867809041,-0.815303986,0.078085435,A,Y,Y,Y,Y,A,A,163211,472,163658,25,-12.6198937,-8.430691235,A,A
scaffold_580,163456,32614,41872,21609,22634,-0.102262317,-0.046107661,-0.309201714,-0.296769038,-0.286484074,0.022411104,A,Y,Y,Y,Y,A,A,155732,4945,160617,60,-11.36253672,-4.976668636,A,A
scaffold_581,161916,28217,41577,10992,12398,0.862651682,0.812023955,0.456992315,0.362642608,-0.485204043,-0.084371279,A,Y,Y,Y,Y,A,A,128190,30173,132755,25608,-2.374054242,-2.086917113,A,A
scaffold_582,157587,60438,62832,29854,33403,0.016966367,-0.022071044,0.114468952,0.03170956,0.017957908,-0.072780963,A,Y,Y,Y,Y,A,A,147810,8569,156142,237,-9.357690605,-4.108314623,A,A
scaffold_583,155334,81464,71344,38884,39453,-0.180984941,-0.078931886,0.163928355,0.22225943,0.265368619,0.068309503,A,Y,Y,Y,Y,A,A,145038,5133,150111,60,-11.26494245,-4.820213777,A,A
scaffold_584,155215,72162,88690,42411,43783,0.007731668,0.084811313,-0.136251471,-0.102893806,-0.223527815,0.043336093,A,Y,Y,Y,Y,A,A,139906,8647,147686,867,-7.410632082,-4.015957814,A,A
scaffold_585,154826,93366,77001,40978,42310,-0.14657239,-0.069709504,0.284989679,0.318130584,0.352017392,0.043119334,A,Y,Y,Y,Y,A,A,145584,8652,154211,25,-12.53411579,-4.072517506,A,A
scaffold_586,154716,86154,73148,27352,35703,0.362555541,0.101179792,0.752197183,0.447099454,0.310096965,-0.295119301,A,Y,Y,Y,Y,A,A,126848,26582,153338,92,-10.68720634,-2.254536313,A,A
scaffold_587,153686,63658,57148,27524,28296,-0.002597838,0.080506507,0.30658366,0.345966025,0.229636822,0.049360793,A,Y,Y,Y,Y,A,A,145496,7283,152631,148,-10.00052942,-4.320114674,A,A
scaffold_588,152674,49117,41632,15991,19594,0.323793615,0.153669309,0.715863171,0.502016885,0.312524879,-0.203867858,A,Y,Y,Y,Y,A,A,137026,13938,150847,117,-10.32009299,-3.297261223,A,A
scaffold_589,152275,54020,48895,27810,28421,-0.2425227,-0.150864268,0.054826456,0.102762908,0.217804479,0.057914881,A,Y,Y,Y,Y,A,A,146003,2241,148064,180,-9.67602524,-6.025077806,A,A
scaffold_590,151177,33258,52047,16339,16945,0.614851216,0.685325315,0.122298538,0.149050657,-0.572097354,0.036730547,A,Y,Y,Y,Y,A,A,141624,8574,145959,4239,-5.105364981,-4.045795475,A,A
scaffold_591,150290,58107,57913,31497,33272,-0.17793161,-0.134012444,-0.019561696,-0.019364511,0.078825237,0.010175614,A,Y,Y,Y,Y,A,A,133690,15220,139871,9039,-3.951640605,-3.134767297,A,A
scaffold_592,149883,72590,75258,44711,43918,-0.305381489,-0.156553724,-0.20390966,-0.098803875,0.021927152,0.115084212,A,Y,Y,Y,Y,A,A,144805,4424,149102,127,-10.18594976,-5.032300116,A,A
scaffold_593,149843,82232,73815,36375,41759,-0.035636876,-0.111760788,0.273692283,0.15384639,0.229784481,-0.109867465,A,Y,Y,Y,Y,A,A,138546,10625,149167,4,-14.86465046,-3.704704949,A,A
scaffold_594,149234,35401,37160,14353,15107,0.315752971,0.364903998,0.39933977,0.404768817,0.004042123,0.015407475,A,Y,Y,Y,Y,A,A,123341,22617,128783,17175,-2.906487364,-2.447120875,A,A
scaffold_595,148851,46891,45476,35651,39042,-0.705429453,-0.713499463,-0.507679468,-0.559471459,0.118205308,-0.041813562,A,Y,Y,Y,Y,A,A,144693,1642,145595,740,-7.618281463,-6.460528809,A,A
scaffold_596,147873,89874,85826,52620,50626,-0.350790623,-0.172048064,-0.13075707,0.004263508,0.140488876,0.144999006,A,Y,Y,Y,Y,A,A,145244,1110,146354,0,-17.15911251,-7.030485873,A,A
scaffold_597,146843,50983,58618,27669,31129,0.026462185,-0.020509858,-0.021316348,-0.112010371,-0.12732321,-0.080715595,A,Y,Y,Y,Y,A,A,138824,7150,145277,697,-7.701373495,-4.278978582,A,A
scaffold_598,145113,72744,71421,30406,30790,0.17538152,0.280287173,0.355406335,0.416590007,0.100480138,0.0711621,A,Y,Y,Y,Y,A,A,127403,15785,130074,13114,-3.310053995,-3.012693014,A,A
scaffold_599,144944,50768,50312,27773,29885,-0.199387281,-0.18211124,-0.032825395,-0.059271334,0.08701721,-0.01646751,A,Y,Y,Y,Y,A,A,142040,1048,143031,57,-11.26799743,-7.081148934,A,A
scaffold_600,144795,71702,72455,42011,41120,-0.270279833,-0.116342825,-0.131806256,-0.021591228,0.0589289,0.120193457,A,Y,Y,Y,Y,A,A,141668,2867,144527,8,-13.97106449,-5.626335268,A,A
scaffold_601,143632,38537,44660,20410,22809,0.07308516,0.03577647,0.013896566,-0.067134105,-0.138733271,-0.071052242,A,Y,Y,Y,Y,A,A,134073,7482,141090,465,-8.242080293,-4.163268908,A,A
scaffold_602,142953,48085,47803,30670,39883,-0.416327393,-0.672251404,-0.254296554,-0.553942545,0.082486162,-0.289667563,A,Y,Y,Y,Y,A,A,141166,887,142042,11,-13.53100571,-7.312627484,A,A
scaffold_603,141361,77361,54155,38204,40116,-0.553223804,-0.500665177,0.114825362,0.123662009,0.58850449,0.018815075,A,Y,Y,Y,Y,A,A,138452,2083,140533,2,-15.51559718,-6.053897227,A,A
scaffold_604,140827,41162,37347,18803,20007,-0.066592126,-0.033118613,0.227270275,0.217021808,0.214317724,-0.000270039,A,Y,Y,Y,Y,A,A,114567,23693,122351,15909,-2.943031944,-2.273610462,A,A
scaffold_605,140797,7987,38003,3208,3392,2.50937205,2.5519453,0.412672273,0.411523542,-2.176244454,0.008829698,A,Y,Y,Y,Y,A,A,123836,15918,126594,13160,-3.265879408,-2.959620811,A,A
scaffold_606,139445,46933,44818,22515,25159,-0.063423622,-0.100594101,0.156644597,0.075752138,0.140523542,-0.070914031,A,Y,Y,Y,Y,A,A,128758,8597,137143,212,-9.33062236,-3.904528357,A,A
scaffold_607,138163,73879,53833,14031,16943,0.883213444,0.734170492,1.493424943,1.300660012,0.530666823,-0.182786503,B.loose,Y,Y,Y,Y,A,B.loose,102987,34499,119985,17501,-2.777274384,-1.57780798,A,B3
scaffold_608,137419,36706,49580,33355,35571,-0.484742452,-0.45452736,-0.764929353,-0.778436241,-0.359731578,-0.003528459,A,Y,Y,Y,Y,A,A,131061,5756,132088,4729,-4.803526334,-4.50878843,A,A
scaffold_609,137329,54487,44508,23331,25726,-0.12479642,-0.142758786,0.320590288,0.258905941,0.365842031,-0.051705918,A,Y,Y,Y,Y,A,A,129165,6399,135094,470,-8.164031505,-4.335010648,A,A
scaffold_610,136244,35034,39344,18580,20221,0.025768633,0.02668198,0.011930479,-0.030878154,-0.093382831,-0.032830205,A,Y,Y,Y,Y,A,A,127010,4680,131629,61,-11.0519325,-4.761992874,A,A
scaffold_611,135972,34240,46801,28950,26917,-0.363626528,-0.135573678,-0.660926616,-0.476595746,-0.376844765,0.194309297,A,Y,Y,Y,Y,A,A,130534,2795,131785,1544,-6.414446469,-5.544928514,A,A
scaffold_612,135418,47418,57214,31117,40096,-0.177939441,-0.420673512,-0.295322371,-0.581778422,-0.196927606,-0.276477623,A,Y,Y,Y,Y,A,A,134091,475,134557,9,-13.71594055,-8.138045879,A,A
scaffold_613,134743,38142,42000,16856,17822,0.260492343,0.303110845,0.275032242,0.273928763,-0.065004778,0.00887495,A,Y,Y,Y,Y,A,A,121026,11983,124401,8608,-3.853020202,-3.336147501,A,A
scaffold_614,134293,63128,59897,25685,33912,0.164942062,-0.112903219,0.394282387,0.072715125,0.149795648,-0.311588834,A,Y,Y,Y,Y,A,A,121685,7651,126862,2474,-5.679699028,-3.991182511,A,A
scaffold_615,133896,38210,80740,29872,22949,0.377875799,0.881234663,-0.547892384,-0.0882555,-1.005312859,0.469615312,A,Y,Y,Y,Y,A,A,126358,6712,132947,123,-10.06630624,-4.234426972,A,A
scaffold_616,132337,40566,51137,32609,32021,-0.407502231,-0.258240317,-0.588046095,-0.482506161,-0.26008854,0.115518362,A,Y,Y,Y,Y,A,A,130999,623,131610,12,-13.30548083,-7.713805067,A,A
